№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Формирование брачного союза,Нет,структура,институционализация,индивидуальные/институциональные,аналог в демографии
2,Расторжение брачного союза,Да,структура,деинституционализация,индивидуальные/институциональные,аналог в праве
3,Формирование гражданского брака,Нет,структура,неформализация,индивидуальные/неформальные,новый
4,Распад гражданского брака,Да,структура,разрыв,индивидуальные/неформальные,новый
5,Формирование однополого брака,Нет,структура,инклюзия,индивидуальные/институциональные,аналог в гендерных исследованиях
6,Расторжение однополого брака,Да,структура,деинституционализация,индивидуальные/институциональные,новый
7,Формирование родительства,Нет,функция,репродукция,индивидуальные/коллективные,аналог в демографии
8,Прекращение родительства (утрата опеки),Нет,функция,лишение,индивидуальные/институциональные,аналог в соц. политике
9,Формирование расширенной семьи,Нет,структура,мультипоколенность,коллективные/институциональные,аналог в культурной антропологии
10,Распад расширенной семьи,Нет,структура,атомизация,коллективные/латентные,новый
11,Создание нуклеарной семьи,Нет,структура,дифференциация,индивидуальные/институциональные,аналог в социологии модерна
12,Распад нуклеарной семьи,Нет,структура,децентрализация,индивидуальные/латентные,новый
13,Формирование семейных ролей,Нет,функция,распределение,индивидуальные/коллективные,аналог в ролевой теории
14,Размывание семейных ролей,Да,функция,гибридизация,индивидуальные/коллективные,новый
15,Формирование института брака,Нет,институты,регуляция,коллективные/институциональные,аналог в праве
16,Эрозия института брака,Да,институты,деинституционализация,коллективные/латентные,новый
17,Создание института усыновления,Нет,институты,инклюзия,коллективные/институциональные,аналог в праве
18,Отмена института усыновления,Нет,институты,деинституционализация,коллективные/институциональные,новый
19,Формирование института опеки,Нет,институты,защита,коллективные/институциональные,аналог в соц. политике
20,Кризис института опеки,Да,институты,недоверие,коллективные/институциональные,новый
21,Формирование семейных ценностей,Нет,нормы,символическая артикуляция,коллективные/институциональные,аналог в культурологии
22,Эрозия семейных ценностей,Да,нормы,размывание,коллективные/латентные,новый
23,Формирование института наследования,Нет,институты,передача,коллективные/институциональные,аналог в праве
24,Реформа института наследования,Да,институты,адаптация,коллективные/институциональные,новый
25,Создание института брачного контракта,Нет,институты,контрактуализация,индивидуальные/институциональные,аналог в праве
26,Отмена брачного контракта,Нет,институты,деинституционализация,индивидуальные/институциональные,новый
27,Формирование родительской идентичности,Нет,идентичность/границы,самоопределение,индивидуальные/коллективные,аналог в психологии
28,Кризис родительской идентичности,Да,идентичность/границы,размывание,индивидуальные/латентные,новый
29,Создание института суррогатного материнства,Нет,институты,репродуктивная технология,индивидуальные/институциональные,новый
30,Регулирование суррогатного материнства,Да,институты,правовая адаптация,индивидуальные/институциональные,новый
31,Формирование практик совместного проживания,Нет,поведение,кохабитация,индивидуальные/неформальные,аналог в социологии брака
32,Разрыв совместного проживания,Да,поведение,децентрализация,индивидуальные/неформальные,новый
33,Формирование бездетности по выбору,Нет,идентичность/границы,самоопределение,индивидуальные/коллективные,аналог в гендерных исследованиях
34,Отмена бездетности по выбору,Да,идентичность/границы,изменение решения,индивидуальные/постепенные,новый
35,Создание практик смешанных браков,Нет,структура,инклюзия,индивидуальные/институциональные,аналог в этносоциологии
36,Кризис смешанных браков,Да,структура,социальное давление,индивидуальные/институциональные,новый
37,Формирование практик многодетности,Нет,функция,репродукция,индивидуальные/коллективные,аналог в демографии
38,Кризис многодетности,Да,функция,ресурсное ограничение,индивидуальные/коллективные,новый
39,Создание института алиментов,Нет,институты,экономическая поддержка,индивидуальные/институциональные,аналог в праве
40,Кризис алиментной системы,Да,институты,неэффективность,индивидуальные/институциональные,новый
41,Формирование семейных ритуалов,Нет,поведение,ритуализация,коллективные/институциональные,аналог в антропологии
42,Эрозия семейных ритуалов,Да,поведение,деритуализация,коллективные/латентные,новый
43,Формирование института венчания,Нет,институты,религиозная легитимация,индивидуальные/институциональные,аналог в религиоведении
44,Упадок института венчания,Да,институты,секуляризация,индивидуальные/институциональные,новый
45,Формирование института многожёнства,Нет,институты,культурная традиция,индивидуальные/институциональные,аналог в антропологии
46,Упадок многожёнства,Да,институты,секуляризация,индивидуальные/институциональные,новый
47,Создание института гостевого брака,Нет,структура,гибридизация,индивидуальные/институциональные,новый
48,Распад гостевого брака,Да,структура,разрыв,индивидуальные/институциональные,новый
49,Формирование семейной экономики,Нет,экономика/обмен,домашнее хозяйство,коллективные/институциональные,аналог в экономической социологии
50,Кризис семейной экономики,Да,экономика/обмен,утрата ресурсов,коллективные/институциональные,новый
51,Создание института приёмной семьи,Нет,институты,инклюзия,индивидуальные/институциональные,аналог в соц. политике
52,Кризис приёмной семьи,Да,институты,недоверие,индивидуальные/институциональные,новый
53,Формирование цифровых практик знакомств,Нет,технология/инфраструктура,онлайн-мобилизация,индивидуальные/неформальные,аналог в digital sociology
54,Кризис цифровых знакомств,Да,технология/инфраструктура,утрата доверия,индивидуальные/неформальные,новый
55,Формирование института развода,Нет,институты,правовое регулирование,индивидуальные/институциональные,аналог в праве
56,Рост числа разводов,Да,институты,массовый тренд,коллективные/постепенные,аналог в демографии
57,Формирование семейной идентичности,Нет,идентичность/границы,репрезентация,индивидуальные/коллективные,аналог в культурологии
58,Размывание семейной идентичности,Да,идентичность/границы,гибридизация,индивидуальные/коллективные,новый
59,Создание института суррогатного отцовства,Нет,институты,репродуктивная технология,индивидуальные/институциональные,новый
60,Кризис суррогатного отцовства,Да,институты,правовое давление,индивидуальные/институциональные,новый
61,Формирование материнской роли,Нет,функция,гендерная социализация,индивидуальные/коллективные,аналог в гендерных исследованиях
62,Кризис материнской роли,Да,функция,размывание,индивидуальные/коллективные,новый
63,Формирование отцовской роли,Нет,функция,гендерная социализация,индивидуальные/коллективные,аналог в гендерных исследованиях
64,Кризис отцовской роли,Да,функция,размывание,индивидуальные/коллективные,новый
65,Создание института семейной терапии,Нет,институты,психосоциальная поддержка,индивидуальные/институциональные,аналог в психологии
66,Распространение семейной терапии,Да,институты,адаптация,индивидуальные/институциональные,новый
67,Формирование института семейного консультирования,Нет,институты,поддержка,индивидуальные/институциональные,аналог в социальной работе
68,Угасание семейного консультирования,Да,институты,снижение роли,индивидуальные/институциональные,новый
69,Формирование цифровых практик семейного общения,Нет,технология/инфраструктура,онлайн-коммуникация,индивидуальные/коллективные,аналог в digital sociology
70,Кризис цифрового семейного общения,Да,технология/инфраструктура,перегрузка,индивидуальные/коллективные,новый
71,Формирование практик совместного воспитания после развода,Нет,функция,кооперация,индивидуальные/институциональные,новый
72,Кризис совместного воспитания после развода,Да,функция,конфликт,индивидуальные/институциональные,новый
73,Создание института семейных советов,Нет,институты,демократизация,коллективные/институциональные,новый
74,Упадок института семейных советов,Да,институты,ослабление влияния,коллективные/институциональные,новый
