№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Сдвиг роли (role shift),Да,идентичность/границы,социальная ролевизация,индивидуальные/коллективные,аналог в психологии
2,Изменение статуса в малой группе,Условно,отношения,иерархия статусов,индивидуальные/коллективные,аналог в макросоциологии
3,Нарушение нормы (deviation),Да,нормы,санкции и реакция,индивидуальные/коллективные,аналог в девиантологии
4,Формирование доверия,Условно,отношения,эвристика доверия,постепенные/индивидуальные,уникален в микровзаимодействиях
5,Ритуал приветствия,Да,поведение,символический обмен,дискретные/институциональные,аналог в антропологии
6,Смена коммуникативного кода,Да,дискурс,код-свитчинг,индивидуальные/латентные,аналог в лингвистике
7,Создание общего символа,Нет,символы,символическое взаимодействие,коллективные/явные,уникален
8,Фреймирование ситуации,Да,дискурс,frame analysis,индивидуальные/коллективные,аналог в когнитивной психологии
9,Конструирование идентичности,Условно,идентичность/границы,социальная конструкция,постепенные/индивидуальные,аналог в социологии культуры
10,Взаимное отображение (mirroring),Да,поведение,социальное отражение,мгновенные/индивидуальные,аналог в психологии
11,Обмен жестами,Да,символы,невербальная коммуникация,мгновенные/индивидуальные,аналог в этологии
12,Согласование очередности речи,Да,дискурс,turn-taking,дискретные/индивидуальные,уникален для микросоциологии
13,Поддержание лица (face-work),Да,идентичность/границы,теория Гофмана,индивидуальные/коллективные,уникален
14,Скрытие информации (concealment),Да,содержание,стратегия самопрезентации,индивидуальные/латентные,аналог в психологии
15,Ироническая интерпретация,Да,значения,реконтекстуализация,индивидуальные/латентные,аналог в лингвистике
16,Формирование привычки общения,Условно,поведение,поведенческая рутинизация,постепенные/индивидуальные,аналог в психологии
17,Перераспределение внимания,Да,отношения,attention management,индивидуальные/коллективные,аналог в когнитивной науке
18,Секретообмен (sharing secrets),Нет,отношения,углубление доверия,коллективные/латентные,уникален
19,Формирование микрогруппы,Нет,структура,социальное объединение,коллективные/институциональные,аналог в групповой психологии
20,Смена ритуала общения,Да,поведение,инновация практики,коллективные/латентные,аналог в культурной социологии
21,Социальное сравнение,Да,идентичность/границы,теория сравнения,индивидуальные/коллективные,аналог в психологии
22,Подшучивание/поддразнивание,Да,поведение,социальный контроль мягкой формы,индивидуальные/коллективные,уникален
23,Создание «внутреннего языка»,Нет,символы,языковая креативность,коллективные/латентные,аналог в социолингвистике
24,Появление микролидера,Условно,структура,лидерство в малых группах,коллективные/институциональные,аналог в менеджменте
25,Интерпретация паузы,Да,дискурс,эвристика молчания,индивидуальные/латентные,уникален
26,Исключение из группы,Нет,идентичность/границы,социальные санкции,коллективные/институциональные,аналог в социологии девиации
27,Скрытая агрессия (passive aggression),Да,поведение,латентный конфликт,индивидуальные/латентные,аналог в психологии
28,Флирт как социальная игра,Да,поведение,игровая модель,индивидуальные/коллективные,уникален
29,Использование юмора,Да,значения,символическая разрядка,индивидуальные/коллективные,аналог в культурной социологии
30,Обсуждение отсутствующих (gossip),Да,содержание,социальное регулирование,коллективные/неформальные,уникален
31,Смена ролевого ожидания,Да,нормы,ролевой конфликт,индивидуальные/коллективные,аналог в психологии
32,Поддержание общей памяти,Условно,память/наследие,микроистории,коллективные/неформальные,аналог в культурной антропологии
33,Установка границ личного пространства,Да,пространство,проксемика,индивидуальные/индивидуальные,аналог в этологии
34,Смена эмоционального тона,Да,состояние,эмоциональная динамика,индивидуальные/коллективные,аналог в психологии эмоций
35,Переработка обиды,Да,идентичность/границы,моральная реконструкция,индивидуальные/постепенные,аналог в психотерапии
36,Поддержка статуса через символы,Да,символы,символический капитал,индивидуальные/коллективные,аналог в макросоциологии
37,Формирование доверительных знаков,Да,символы,сигнальная теория,индивидуальные/коллективные,аналог в биологии
38,Регулирование очередности доступа,Да,структура,правила доступа,коллективные/институциональные,аналог в организациях
39,Социальная имитация,Да,поведение,механизмы подражания,индивидуальные/коллективные,аналог в психологии развития
40,Использование шепота,Да,дискурс,стратегия приватности,индивидуальные/латентные,уникален
41,Обмен взглядами,Да,отношения,визуальный контакт,индивидуальные/индивидуальные,аналог в этологии
42,Создание общего ритма,Да,время/ритм,синхронизация,коллективные/индивидуальные,аналог в музыковедении
43,Интерпретация улыбки,Да,значения,социальная эвристика,индивидуальные/индивидуальные,аналог в психологии
