№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Кадрирование,Да,"пространство; дискурс","выбор границ изображения","возможные; мгновенные; дискретные; индивидуальные","кино; фотография"
2,Композиционное центрирование,Да,"структура; пространство; дискурс","выделение центра как доминанты","возможные; мгновенные; дискретные; индивидуальные","живопись; дизайн"
3,Правило третей,Да,"структура; пространство; дискурс","разделение на 3×3 для баланса","возможные; мгновенные; дискретные; индивидуальные","фотография; живопись"
4,Золотое сечение,Да,"структура; пространство; дискурс","пропорция 1:1.618 как гармония","возможные; мгновенные; дискретные; индивидуальные","архитектура; искусство"
5,Симметрия,Да,"структура; пространство; дискурс","зеркальность форм как порядок","возможные; мгновенные; дискретные; индивидуальные","архитектура; дизайн"
6,Асимметрия,Да,"структура; пространство; дискурс","смещение равновесия ради динамики","возможные; мгновенные; дискретные; индивидуальные","авангард; реклама"
7,Контраст цвета,Да,"символы; значения; дискурс","цветовое противопоставление","возможные; мгновенные; дискретные; индивидуальные","дизайн; живопись"
8,Гармония цветов,Да,"символы; значения; дискурс","согласованность палитры","возможные; мгновенные; дискретные; индивидуальные","дизайн; искусство"
9,Цветовой символизм,Условно,"символы; значения; дискурс","ассоциации цвета усиливают довод","возможные; мгновенные; коллективные","культура; психология"
10,Шрифт как образ,Да,"символы; дискурс","типографика влияет на восприятие","возможные; мгновенные; дискретные; индивидуальные","графдизайн"
11,Иконическая метафора,Да,"символы; дискурс","перенос значения через образ","возможные; мгновенные; дискретные; индивидуальные","реклама; когнитивная лингвистика"
12,Иконическая метонимия,Да,"символы; дискурс","часть изображения за целое","возможные; мгновенные; дискретные; индивидуальные","визуальная семиотика"
13,Синекдоха визуальная,Да,"символы; дискурс","фрагмент репрезентирует целое","возможные; мгновенные; дискретные; индивидуальные","дизайн; реклама"
14,Пиктограмма,Да,"символы; дискурс","простое изображение = концепт","возможные; мгновенные; дискретные; индивидуальные","UX; знаки"
15,Иконка,Да,"символы; дискурс","мини-образ как довод","возможные; мгновенные; дискретные; индивидуальные","digital design"
16,Логотип,Да,"символы; идентичность; дискурс","визуальный знак бренда","возможные; мгновенные; дискретные; коллективные","маркетинг"
17,Инфографический узел,Да,"структура; символы; дискурс","данные как визуальный довод","возможные; мгновенные; дискретные; коллективные","data viz"
18,Диаграмма,Да,"структура; символы; дискурс","схематизация связей","возможные; мгновенные; дискретные; коллективные","наука; образование"
19,Карта,Да,"пространство; символы; дискурс","географическая визуализация","возможные; мгновенные; дискретные; коллективные","география"
20,Схема,Да,"структура; символы; дискурс","абстракция отношений","возможные; мгновенные; дискретные; коллективные","инженерия; наука"
21,Модели 3D,Да,"структура; пространство; технология","трёхмерная визуализация аргумента","возможные; мгновенные; дискретные; коллективные","архитектура; CAD"
22,Монтаж последовательный,Да,"структура; время; дискурс","смысл через порядок кадров","возможные; постепенно; дискретные; коллективные","кино; видео"
23,Монтаж коллажный,Да,"структура; символы; дискурс","смысл через наложение фрагментов","возможные; мгновенные; дискретные; индивидуальные","искусство; реклама"
24,Рекламный визуальный троп,Условно,"символы; дискурс","игра с образами как довод","возможные; мгновенные; коллективные","маркетинг"
25,Мем визуальный,Условно,"символы; дискурс","шаблон+текст=аргумент","возможные; мгновенные; коллективные","digital culture"
26,Интермедиальность,Да,"символы; дискурс","связь текстов, образов и звука","возможные; мгновенные; коллективные","мультимодальные исследования"
27,Графический акцент,Да,"структура; символы; дискурс","выделение элемента (цветом/размером)","возможные; мгновенные; дискретные; индивидуальные","дизайн"
28,Размерность,Да,"структура; пространство; дискурс","увеличение/уменьшение как довод","возможные; мгновенные; дискретные; индивидуальные","арт; реклама"
29,Перспектива линейная,Да,"структура; пространство; дискурс","создание глубины как аргумент","возможные; мгновенные; дискретные; индивидуальные","живопись; архитектура"
30,Перспектива обратная,Да,"структура; пространство; дискурс","иконописная перспектива (от зрителя)","возможные; мгновенные; дискретные; коллективные","византийское искусство"
31,Перспектива множественная,Да,"структура; пространство; дискурс","разные углы в одном кадре","возможные; мгновенные; дискретные; индивидуальные","кубизм"
32,Тень как довод,Да,"тело/материя; дискурс","силуэт усиливает восприятие","возможные; мгновенные; дискретные; индивидуальные","кино; театр"
33,Свет как довод,Да,"тело/материя; дискурс","освещение управляет смыслом","возможные; мгновенные; дискретные; индивидуальные","фотография"
34,Иконографическая цитата,Да,"память; символы; дискурс","ссылка на известный образ","возможные; мгновенные; коллективные","искусствоведение"
35,Ремикс визуальный,Да,"символы; дискурс","новый смысл через комбинацию старого","возможные; мгновенные; коллективные","digital art"
36,Пародия визуальная,Да,"символы; дискурс","насмешка через образ","возможные; мгновенные; коллективные","сатира; мемы"
37,Ирония визуальная,Да,"символы; дискурс","обратный смысл через картинку","возможные; мгновенные; коллективные","медиа"
38,Аллегория визуальная,Да,"символы; дискурс","развёрнутый перенос в образе","возможные; постепенно; коллективные","искусство"
39,Эмблема,Да,"символы; дискурс","знак+слово+образ","возможные; мгновенные; коллективные","ренессанс; брендинг"
40,Герб,Да,"символы; идентичность; дискурс","родовой/корпоративный знак","возможные; мгновенные; коллективные","геральдика"
41,Флаг,Да,"символы; идентичность; дискурс","тканевый знак общности","возможные; мгновенные; коллективные","нация; организация"
42,Маскот,Да,"символы; идентичность; дискурс","персонаж как довод","возможные; мгновенные; коллективные","спорт; брендинг"
43,Архетипический образ,Условно,"символы; идентичность; дискурс","коллективные архетипы усиливают визуал","возможные; постепенно; коллективные","Юнг; реклама"
44,Иконка UX,Да,"символы; дискурс","функция через минимальный знак","возможные; мгновенные; дискретные; индивидуальные","дизайн интерфейсов"
45,Emoji,Да,"символы; дискурс","малый пиктосимвол для эмоций","возможные; мгновенные; дискретные; коллективные","digital culture"
46,Аватар,Да,"идентичность; дискурс","образ личности в сети","возможные; мгновенные; коллективные","соцсети"
47,Селфи как довод,Условно,"идентичность; дискурс","самообраз как аргумент","возможные; мгновенные; индивидуальные","digital rhetoric"
48,Визуальная гипербола,Да,"символы; дискурс","преувеличение в образе","возможные; мгновенные; индивидуальные","реклама"
49,Визуальная литота,Да,"символы; дискурс","преуменьшение образа","возможные; мгновенные; индивидуальные","юмор"
50,Сравнительный коллаж,Да,"символы; структура; дискурс","смысл через сопоставление картинок","возможные; мгновенные; коллективные","PR; реклама"
51,Монтаж сопоставительный,Да,"символы; структура; дискурс","смысл через резкое противопоставление кадров","возможные; мгновенные; коллективные","кино; реклама"
52,Гиф-анимация как довод,Условно,"символы; дискурс","циклическая анимация усиливает аргумент","возможные; мгновенные; коллективные","digital culture"
53,Мультимодальная меметика,Условно,"символы; дискурс","совмещение текста, видео и картинки","возможные; мгновенные; коллективные","соцсети"
54,Хештег-графика,Условно,"символы; дискурс","визуальное оформление тега усиливает довод","возможные; мгновенные; коллективные","digital culture"
55,Виртуальная сцена,Условно,"пространство; технология; дискурс","VR-пространство как аргумент","возможные; мгновенные; коллективные","VR studies"
56,AR-оверлей,Условно,"пространство; технология; дискурс","наложение дополненной реальности","возможные; мгновенные; коллективные","AR design"
57,Скриншот как довод,Да,"содержание; дискурс","«доказательство экрана»","возможные; мгновенные; индивидуальные","digital rhetoric"
58,Deepfake как довод,Условно,"идентичность; дискурс","манипулятивное видео как аргумент","возможные; мгновенные; коллективные","AI studies"
59,Машинная визуализация данных,Да,"технология; дискурс","алгоритмические визуальные доказательства","возможные; постепенно; коллективные","data science"
60,Дизайн интерфейса как аргумент,Условно,"структура; технология; дискурс","удобство/неудобство убеждает","возможные; мгновенные; коллективные","UX/UI"
61,Цветовой градиент,Да,"символы; значения; дискурс","плавный переход оттенков задаёт настроение","возможные; мгновенные; дискретные; индивидуальные","дизайн; живопись"
62,Визуальная рифма,Да,"структура; символы; дискурс","повтор образов для связности","возможные; мгновенные; дискретные; индивидуальные","поэтика; кино"
63,Визуальная анафора,Да,"структура; символы; дискурс","повтор визуальных элементов в начале серий","возможные; мгновенные; дискретные; коллективные","кино; реклама"
64,Визуальная эпифора,Да,"структура; символы; дискурс","повтор элементов в конце серий","возможные; мгновенные; дискретные; коллективные","арт; монтаж"
65,Визуальная анадиплосис,Да,"структура; символы; дискурс","стыковочный повтор образа","возможные; мгновенные; дискретные; коллективные","монтаж"
66,Визуальный палимпсест,Условно,"символы; дискурс; память","наложение старых слоёв поверх новых","возможные; постепенно; коллективные","искусствоведение; digital art"
67,Визуальный архив,Условно,"память; символы; дискурс","образ хранит доказательство","возможные; постепенно; коллективные","музеи; digital archive"
68,Документальная фотография,Условно,"содержание; память; дискурс","фотодоказательство","возможные; мгновенные; коллективные","журналистика"
69,Фотофиксация преступления,Условно,"содержание; нормы; дискурс","снимок как юридическое доказательство","возможные; мгновенные; коллективные; институциональные","право; криминалистика"
70,Снимок-свидетельство,Условно,"содержание; память; дискурс","«там был» через фото","возможные; мгновенные; индивидуальные","соцсети; журналистика"
71,Видео-доказательство,Условно,"содержание; память; дискурс","движущееся изображение как доказательство","возможные; мгновенные; коллективные","право; медиа"
72,Монтаж-манипуляция,Условно,"структура; дискурс","смысл меняется через склейку","возможные; мгновенные; коллективные","пропаганда"
73,Кадровая выборка,Да,"структура; дискурс","выбор отдельных кадров усиливает довод","возможные; мгновенные; индивидуальные","журналистика"
74,Визуальный таймлапс,Да,"время; дискурс","ускорение восприятия времени","возможные; мгновенные; коллективные","кино; наука"
75,Слоумоушн,Да,"время; дискурс","замедление усиливает эффект","возможные; мгновенные; коллективные","спорт; кино"
76,Монтаж параллельный,Да,"структура; дискурс; время","сопоставление разных линий","возможные; постепенно; коллективные","кино"
