№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Энтимематическое опущение (энтимема),Да,"дискурс; значения; структура","сокращение явных посылок для ко-конструкции вывода","возможные; мгновенные; дискретные; индивидуальные; эндогенные; неформальные; явные","риторика ↔ логика (прагматика)"
2,Силлогистический вывод (риторический),Да,"дискурс; структура; значения","дедукция из общих посылок к частному выводу","возможные; мгновенные; дискретные; индивидуальные; эндогенные; явные","логика; диалектика"
3,Индукция примером (paradeigma/пример),Да,"значения; дискурс","обобщение по одному/нескольким кейсам","возможные; постепенно; дискретные; индивидуальные; явные","индукция в науке; юридическая аргументация"
4,Доказательство знаком (semeion),Условно,"значения; дискурс","инференция от признака к событию/сущности","возможные; постепенно; дискретные; индивидуальные; неформальные; явные","эпистемология признаков; криминалистика"
5,Аргумент от авторитета (testimonium),Условно,"нормы; дискурс; значения","апелляция к свидетельству/авторитету для правдоподобия","возможные; мгновенные; дискретные; коллективные; экзогенные; явные","право; богословие; наука (соц. доверие)"
6,Аргумент по аналогии (analogia),Да,"значения; дискурс","перенос структуры из известной области в новую","возможные; постепенно; дискретные; индивидуальные; эндогенные; явные","метафора в когнитивистике; моделирование"
7,Аргумент от противоположного (e contrario),Да,"значения; дискурс; структура","вывод по контрасту/противопоставлению","возможные; мгновенные; дискретные; индивидуальные; явные","логика противоположностей; юриспруденция"
8,A fortiori (от бóльшего/мéньшего),Да,"значения; дискурс","градуированное сравнение силы основания","возможные; мгновенные; дискретные; индивидуальные; явные","теория решения; право"
9,Причинно-следственная аргументация,Условно,"значения; дискурс; структура","связывание причин и последствий","возможные; постепенно; дискретные; индивидуальные; явные","каузальный анализ в науке"
10,Аргумент от определения (genus–differentia),Да,"значения; дискурс; структура","фиксирование родо-видовой дефиниции","возможные; мгновенные; дискретные; индивидуальные; явные","логика дефиниций; терминология"
11,Дистинкция (distinguo),Да,"значения; дискурс","разведение смыслов для снятия двусмысленности","возможные; мгновенные; дискретные; индивидуальные; явные","анализ в философии языка"
12,Дивизио/деление (partitio),Да,"структура; дискурс","структурное разложение предмета на части","возможные; мгновенные; дискретные; индивидуальные; явные","таксономия; онтологии"
13,Редукция к абсурду (apagoge),Да,"значения; дискурс; структура","показ противоречия из допущения","возможные; мгновенные; дискретные; индивидуальные; явные","математика; философия"
14,Дилемма (доказательство рогами),Да,"структура; дискурс","сведение к двум вынужденным альтернативам","возможные; мгновенные; дискретные; индивидуальные; явные","теория выбора"
15,Сорит (цепное накопление посылок),Да,"структура; дискурс","градуальная цепь малых шагов к выводу","возможные; постепенно; дискретные; индивидуальные; явные","математическая индукция (аналог)"
16,Антифазис (противоречие),Да,"структура; дискурс","логическая несовместимость док-тв","возможные; мгновенные; дискретные; индивидуальные; явные","логика противоречий"
17,Концессия (concessio),Да,"дискурс; отношения","уступка второстепенного ради главного","возможные; мгновенные; дискретные; индивидуальные; явные","переговоры; дипломатия"
18,Топосы (koinoi topoi),Да,"значения; дискурс","выбор шаблонных источников доводов","возможные; постепенно; дискретные; индивидуальные; эндогенные; явные","шаблоны аргументации в праве/PR"
19,Гнома/Максима (sententia),Да,"значения; дискурс; память/наследие","апелляция к общему правилу/мудрости","возможные; мгновенные; дискретные; индивидуальные; явные","паремии; пословицы"
20,Исторический exemplum,Да,"память/наследие; дискурс; значения","подкрепление тезиса историческим кейсом","возможные; постепенно; дискретные; коллективные; экзогенные; явные","case law; история идей"
21,Интеррогацио (стратегический вопрос),Да,"дискурс; отношения","вызов мыслительной активности аудитории","возможные; мгновенные; дискретные; индивидуальные; явные","сократика; коучинг"
22,Гипофора (вопрос–ответ самим оратором),Да,"структура; дискурс","предвосхищение вопроса и немедленный ответ","возможные; мгновенные; дискретные; индивидуальные; явные","обучение; FAQ-структуры"
23,Пролепсис/Прокаталепсис,Да,"структура; дискурс; отношения","снятие будущих возражений до их появления","возможные; постепенно; дискретные; индивидуальные; явные","упреждающая коммуникация"
24,Аporia (демонстрация затруднения),Да,"отношения; дискурс; идентичность/границы","снижение сопротивления через искреннее сомнение","возможные; мгновенные; дискретные; индивидуальные; неформальные; явные","психология влияния"
25,Метабазис (обозначение перехода),Да,"структура; дискурс; время/ритм","явный сигнал смены раздела","возможные; мгновенные; дискретные; индивидуальные; явные","техническое письмо; UX-райтинг"
26,Оккупацио/Пралепсис (paralipsis),Да,"дискурс; значения","управляемое умолчание для усиления","возможные; мгновенные; дискретные; индивидуальные; неформальные; явные","ирония; политическая речь"
27,Эпанортозис (correctio),Да,"дискурс; структура; значения","поправка высшим формулированием","возможные; мгновенные; дискретные; индивидуальные; явные","редактирование; журналистика"
28,Ауксесис (amplificatio),Да,"дискурс; значения","наращивание масштабов/важности","возможные; постепенно; дискретные; индивидуальные; явные","PR; эпидейктика"
29,Градация (climax/gradatio),Да,"структура; время/ритм; дискурс","ступенчатое усиление до вершины","возможные; постепенно; дискретные; индивидуальные; явные","музыка; монтаж"
30,Антиклимакс (anticlimax),Да,"структура; время/ритм; дискурс","намеренное снижение после разгона","возможные; мгновенные; дискретные; индивидуальные; явные","юмор; сатира"
31,Антитеза,Да,"значения; дискурс; структура","контрастное сопоставление","возможные; мгновенные; дискретные; индивидуальные; явные","дизайн; поэтика"
32,Хиазм (перекрёстная инверсия),Да,"структура; дискурс","ABBA-перевёртыш для симметрии","возможные; мгновенные; дискретные; индивидуальные; явные","музыка; архитектура"
33,Изоколон/Парисон,Да,"структура; время/ритм; дискурс","симметрия колонов/фраз","возможные; мгновенные; дискретные; индивидуальные; явные","риторический период; поэтика"
34,Анафора (повтор в начале),Да,"время/ритм; дискурс; структура","повторение начальных слов","возможные; постепенно; дискретные; индивидуальные; явные","литература; проповедь"
35,Эпифора (эпистрофа),Да,"время/ритм; дискурс","повторение концов","возможные; постепенно; дискретные; индивидуальные; явные","песни; лозунги"
36,Анадиплосис,Да,"структура; дискурс; время/ритм","стыковочный повтор","возможные; мгновенные; дискретные; индивидуальные; явные","устная традиция"
37,Эпаналепсис,Да,"структура; дискурс","кольцевая рамка","возможные; мгновенные; дискретные; индивидуальные; явные","композиционный рефрен"
38,Полиптотон,Да,"дискурс; значения","вариации слова из одного корня","возможные; мгновенные; дискретные; индивидуальные; явные","поэтика"
39,Асиндетон,Да,"структура; время/ритм; дискурс","ускорение перечисления без союзов","возможные; мгновенные; дискретные; индивидуальные; явные","монтаж; UX"
40,Полисиндетон,Да,"структура; время/ритм; дискурс","замедление через избыток союзов","возможные; постепенно; дискретные; индивидуальные; явные","поэзия"
41,Зевгма,Да,"структура; значения; дискурс","одно слово управляет несколькими членами","возможные; мгновенные; дискретные; индивидуальные; явные","юмор; стилистика"
42,Эллипсис,Да,"структура; дискурс","опускание подразумеваемых элементов","возможные; мгновенные; дискретные; индивидуальные; явные","разговорная речь"
43,Гипербатон,Да,"структура; дискурс","инверсия ради акцента","возможные; мгновенные; дискретные; индивидуальные; явные","поэтика; дизайн"
44,Паронoмасия (каламбур),Да,"символы; значения; дискурс","игра сходными звуками","возможные; мгновенные; дискретные; индивидуальные; явные","реклама; слоганы"
45,Аллитерация,Да,"время/ритм; символы; дискурс","повтор согласных","возможные; мгновенные; дискретные; индивидуальные; явные","поэзия; брендинг"
46,Ассонанс,Да,"время/ритм; символы; дискурс","повтор гласных","возможные; мгновенные; дискретные; индивидуальные; явные","поэзия"
47,Онооматопея,Да,"символы; дискурс","звукоподражание","возможные; мгновенные; дискретные; индивидуальные; явные","комиксы; ораторство"
48,Гипербола,Да,"значения; дискурс","преувеличение","возможные; мгновенные; дискретные; индивидуальные; явные","реклама; эпидейктика"
49,Литота,Да,"значения; дискурс","преуменьшение","возможные; мгновенные; дискретные; индивидуальные; явные","ирония"
50,Мейозис,Да,"значения; дискурс","умаление важности","возможные; мгновенные; дискретные; индивидуальные; явные","историческое письмо"
51,Метафора,Да,"значения; дискурс; символы","перенос по сходству","возможные; постепенно; дискретные; индивидуальные; эндогенные; явные","когнитивная лингвистика"
52,Метонимия,Да,"значения; дискурс; символы","перенос по смежности","возможные; мгновенные; дискретные; индивидуальные; явные","семиотика"
53,Синекдоха,Да,"значения; дискурс; символы","часть ↔ целое","возможные; мгновенные; дискретные; индивидуальные; явные","статистика"
54,Аллегория,Да,"значения; символы; дискурс","развёрнутый перенос","возможные; постепенно; дискретные; индивидуальные; явные","притчи"
55,Ирония,Да,"значения; дискурс","обратный смысл","возможные; мгновенные; дискретные; индивидуальные; неформальные","сарказм"
56,Парадокс,Да,"значения; дискурс","соединение несовместимого","возможные; мгновенные; дискретные; индивидуальные; явные","философия"
57,Риторический вопрос,Да,"отношения; дискурс","вопрос без ответа","возможные; мгновенные; дискретные; индивидуальные; явные","проповедь"
58,Апострофа,Да,"отношения; дискурс","обращение к отсутствующему","возможные; мгновенные; дискретные; индивидуальные; явные","поэзия; литургия"
59,Просопопея,Да,"символы; дискурс","олицетворение","возможные; мгновенные; дискретные; индивидуальные; явные","притчи"
60,Этопея,Да,"идентичность/границы; дискурс","изображение характера","возможные; постепенно; дискретные; индивидуальные; явные","актёрское мастерство"
61,Экфрасис,Да,"дискурс; символы","живописное описание","возможные; постепенно; дискретные; индивидуальные; явные","искусствоведение"
62,Антономазия,Да,"символы; идентичность/границы","замена имени описанием","возможные; мгновенные; дискретные; индивидуальные; явные","брендинг"
63,Перифраз,Да,"дискурс; значения","окольное выражение","возможные; мгновенные; дискретные; индивидуальные; явные","эвфемизмы"
64,Эвфемизм,Да,"нормы; дискурс","смягчение выражений","возможные; мгновенные; дискретные; коллективные; явные","социолингвистика"
65,Дисфемизм,Да,"нормы; дискурс","грубое выражение","возможные; мгновенные; дискретные; индивидуальные; явные","сатира"
66,Антифразис,Да,"значения; дискурс","слово в обратном смысле","возможные; мгновенные; дискретные; индивидуальные; явные","ирония"
67,Кондуπликацио,Да,"дискурс; время/ритм","повтор ключевого слова","возможные; постепенно; дискретные; индивидуальные; явные","обучение"
68,Плеоназм,Да,"дискурс; значения","избыточность ради выразительности","возможные; мгновенные; дискретные; индивидуальные; явные","разговорная речь"
69,Периодическое построение (periodos),Да,"структура; дискурс","сбалансированная фраза","возможные; постепенно; дискретные; индивидуальные; явные","классический стиль"
70,Колон/Комма,Да,"структура; дискурс","сегментация на такты","возможные; мгновенные; дискретные; индивидуальные; явные","ораторская техника"
71,Exordium: captatio benevolentiae,Условно,"отношения; дискурс","завоевание благосклонности","возможные; постепенно; дискретные; индивидуальные","PR"
72,Exordium: insinuatio,Условно,"отношения; дискурс","осторожное вхождение","возможные; постепенно; дискретные; индивидуальные","консалтинг"
73,Narratio,Да,"содержание; дискурс","ясное изложение фактов","возможные; постепенно; дискретные; индивидуальные","журналистика"
74,Partitio,Да,"структура; дискурс","обозначение плана","возможные; мгновенные; дискретные; индивидуальные","доклад"
75,Confirmatio,Да,"структура; дискурс","представление доводов","возможные; постепенно; дискретные; индивидуальные","научная презентация"
76,Refutatio,Да,"структура; дискурс","опровержение","возможные; постепенно; дискретные; индивидуальные","дебаты"
77,Peroratio: recapitulatio,Да,"структура; дискурс","резюме","возможные; мгновенные; дискретные; индивидуальные","выступления"
78,Peroratio: commiseratio,Условно,"состояние; дискурс","эмоциональное возбуждение","возможные; мгновенные; дискретные; коллективные","эмоции"
79,Peroratio: ethos re-affirmation,Условно,"идентичность; дискурс","закрепление образа","возможные; мгновенные; дискретные; индивидуальные","брендинг личности"
80,Стасис-конъектура,Условно,"значения; дискурс","фиксация факта","возможные; постепенно; дискретные; коллективные","право; наука"
81,Стасис-дефиниция,Условно,"значения; дискурс","спор о сущности","возможные; постепенно; дискретные; коллективные","терминология"
82,Стасис-качество,Условно,"нормы; дискурс","оценка/обоснование","возможные; постепенно; дискретные; коллективные","этика"
83,Стасис-юрисдикция (translatio),Условно,"институты; дискурс","перевод вопроса в иной форум","возможные; мгновенные; дискретные; коллективные","суды"
84,Ars memoriae: loci,Да,"память; пространство; дискурс","пространственное кодирование","возможные; постепенно; дискретные; индивидуальные","когнитивные техники"
85,Imagines agentes,Да,"символы; память; дискурс","яркие образы для памяти","возможные; постепенно; дискретные; индивидуальные","мнемоника"
86,Голос: модуляция,Да,"поведение; дискурс","смысл через силу/высоту","возможные; мгновенные; континуальные; индивидуальные","ораторство"
87,Темпоритм,Да,"время/ритм; дискурс","ускорение/замедление","возможные; мгновенные; континуальные; индивидуальные","театр"
