№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Признавать внутреннюю ценность всех живых существ независимо от их пользы,Нет,нормы,экоцентризм (принципы глубинной экологии),непрерывные/коллективные,уникально для глубинной экологии
2,Сокращать потребление ресурсов для уменьшения воздействия на биосферу,Условно,поведение,принцип достаточности,индивидуальные/постепенные,аналогично движению замедления (slow living)
3,Переходить к растительной диете для сохранения биоразнообразия,Да,поведение,этичное питание,индивидуальные/постепенные,пересечение с экологией питания
4,Продвигать политику снижения населения с целью уменьшения нагрузки на экосистемы,Нет,институты,биосферный эгалитаризм,институциональные/каскадные,спорное предложение уникально для движения
5,"Развивать экологическое сознание и духовность, основанную на единстве с природой",Условно,ценности,глубинная экология и духовность,индивидуальные/постепенные,аналогично экоспиритуализму
6,Поддерживать биоразнообразие путём сохранения природных территорий,Условно,пространство,природоохранная этика,институциональные/постепенные,пересечение с природоохранной политикой
7,Отказываться от антропоцентрических парадигм в образовании и воспитании,Нет,нормы,антиантропоцентризм,институциональные/коллективные,уникально для глубинного подхода
8,Сопротивляться разрушению экосистем через активизм и гражданское участие,Да,поведение,эко‑активизм,коллективные/непрерывные,аналогично экополитике
9,"Разрабатывать правовые рамки, признающие права природы",Нет,институты,экологические права,институциональные/каскадные,пересечение с правом природы
10,Проводить ритуалы взаимности с природой для укрепления связи,Условно,дискурс,эко‑ритуальность,индивидуальные/неформальные,связь с ритуаловедением
11,Развивать холистическую науку (holistic science) для изучения целостных систем,Условно,знания,холистическая методология,институциональные/постепенные,пересечение с системным подходом
12,"Поощрять культурные практики, отражающие эгалитарное отношение к природе",Условно,культура,эко‑культурология,коллективные/постепенные,пересечение с этноэкологией
13,Интегрировать глубокие экологические принципы в производство и потребление,Условно,экономика/обмен,круговая экономика,индивидуальные/коллективные,пересечение с устойчивым развитием
14,Оспаривать идеологию господства человека над природой,Нет,дискурс,анти‑антропоцентризм,непрерывные/коллективные,уникально для глубинной экологии
15,"Развивать духовные практики, подчёркивающие взаимосвязанность всех существ",Условно,ценности,духовная экология,индивидуальные/постепенные,пересечение с мистицизмом
