№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Анализировать взаимодействия человека и среды (наблюдение повседневных транзакций),Условно,поведение,теория экологических систем Бронфенбреннера,постепенные/индивидуальные,аналогично психологии среды
2,"Проводить оценку экологического стресса (измерение шума, перенаселенности)",Да,состояние,теория стресса и адаптации,индивидуальные/экзогенные,уникально для экологической психологии
3,"Корректировать физическую среду для изменения поведения (эргономика, дизайн)",Да,пространство,теория аффордансов Гибсона,индивидуальные/неформальные,родственно эргономике
4,"Исследовать влияние сенсорных стимулов на восприятие (цвет, освещение)",Да,поведение,экологическая теория восприятия,непрерывные/индивидуальные,общая связь с дизайн‑исследованиями
5,Оценивать поддерживающий потенциал среды для психического здоровья (ресторативные ландшафты),Да,функция,биофильная гипотеза,коллективные/постепенные,пересечение с экотерапией
6,"Разрабатывать восстановительные пространства (парки, тихие зоны)",Условно,пространство,стресс‑редукционная теория,институциональные/дискретные,аналогично дизайну городских парков
7,Использовать наблюдение in situ для оценки поведения в реальной среде,Да,поведение,натуралистическое наблюдение,индивидуальные/дискретные,уникально для этой дисциплины
8,Оценивать степень соответствия человека и среды (person‑environment fit),Да,отношения,модель соответствия Левинсона,индивидуальные/континуальные,общая концепция в организационной психологии
9,"Разрабатывать интервенции, изменяющие среду для повышения благополучия",Условно,пространство,прикладная экология,неформальные/коллективные,связь с общественным здравоохранением
10,Отслеживать адаптацию людей к изменяющимся условиям окружающей среды,Да,поведение,динамическая адаптация,непрерывные/индивидуальные,аналогия с биологической адаптацией
11,"Снижать стрессовые факторы (шум, переполненность) посредством планирования",Да,пространство,теория нагрузок,институциональные/каскадные,родственно архитектурной психологии
12,Продвигать активную мобильность (пешие и велосипедные маршруты) для здоровья,Да,поведение,модель поведенческого изменения,коллективные/постепенные,аналогично транспортной экологии
13,Формировать про‑экологическое поведение через средовые подсказки (нуджинг),Да,поведение,теория подталкивания,индивидуальные/дискретные,пересечение с поведенческой экономикой
14,Использовать биообратную связь для регулирования реакции на окружающую среду,Да,состояние,биофидбек,индивидуальные/непрерывные,аналогично клинической психофизиологии
15,Разрабатывать образовательные программы по экологической грамотности,Условно,нормы,концепция устойчивого развития,институциональные/постепенные,пересечение с экологическим образованием
