№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Изучать взаимодействие организмов и их окружения в городских условиях,Да,отношения,городская экология,институциональные/непрерывные,уникально для городской экологии
2,Мониторинг городского биоразнообразия (инвентаризация видов),Да,биоразнообразие,учёт видов,коллективные/дискретные,пересечение с биологией охраны природы
3,Анализировать влияние городских островов тепла на климат и здоровье,Условно,климат/время,урбанистический климат,институциональные/непрерывные,пересечение с климатологией
4,"Разрабатывать зелёную инфраструктуру (парки, скверы, зелёные коридоры)",Условно,пространство,принцип зелёной инфраструктуры,институциональные/каскадные,аналогично биофильному дизайну
5,Изучать взаимодействия между человеческими популяциями и городскими экосистемами,Да,отношения,социально‑экологическая модель,коллективные/непрерывные,пересечение с социальной экологией
6,Планировать восстановление естественных экосистем в пределах города,Условно,пространство,реставрационная экология,институциональные/каскадные,аналогично природоохране
7,Снизить световое и шумовое загрязнение,Да,состояние,экологические нормы,институциональные/непрерывные,аналогично санитарным правилам
8,"Развивать городское сельское хозяйство (community gardens, rooftop farms)",Условно,функция,агроэкология,коллективные/постепенные,пересечение с экономикой питания
9,Интегрировать природные коридоры для миграции животных,Да,пространство,экологические сети,институциональные/каскадные,аналогично ландшафтной экологии
10,Оценивать влияние транспортных систем на экологию города,Условно,инфраструктура,экотранспорт,институциональные/постепенные,пересечение с транспортной наукой
11,Пропагандировать участие граждан в мониторинге городских экосистем (citizen science),Да,отношения,гражданская наука,коллективные/дискретные,пересечение с социальной экологией
12,Проводить картирование и анализ почв и гидрологии в городе,Да,пространство,городская геоэкология,институциональные/непрерывные,пересечение с геоинформатикой
13,Разрабатывать стратегии адаптации к климатическим рискам в городах,Условно,институты,адаптация к климату,институциональные/каскадные,аналогично управлению рисками
14,Оценивать здоровье людей в зависимости от доступа к зелёным зонам,Да,состояние,экология здоровья,индивидуальные/постепенные,пересечение с health ecology
15,Применять технологии умного города для мониторинга экосистемных услуг,Да,технология/инфраструктура,smart city,институциональные/непрерывные,пересечение с цифровыми инновациями
