№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,"Оценивать экологичность строительных и отделочных материалов (радиация, ЛОС)",Да,материя,экологическая сертификация материалов,институциональные/постепенные,уникально для экологии жилища
2,"Обеспечивать оптимальный микроклимат (влажность, температура) в доме",Да,состояние,гигиена жилища,индивидуальные/постепенные,аналогично внутренней экологии
3,Проводить регулярную влажную уборку и вентиляцию помещений,Да,поведение,санитарные нормы,индивидуальные/непрерывные,пересечение с гигиеной
4,Использовать мебель из натуральных материалов (дерево вместо ДСП),Да,материя,эко‑дизайн,индивидуальные/постепенные,родственно биофилии
5,"Контролировать и устранять плесень, грибы и другие биологические загрязнители",Да,состояние,санитарная биология,индивидуальные/дискретные,аналогично экологии здоровья
6,"Оптимизировать естественное освещение и проветривание (солнечный свет, проветривание)",Да,пространство,зеленое строительство,индивидуальные/постепенные,пересечение с биофилией
7,Минимизировать количество мягкой мебели и пылесборников,Да,материя,минимализм,индивидуальные/постепенные,пересечение с устойчивым потреблением
8,"Разрабатывать программы аудита качества интерьера (радон, формальдегид)",Да,функция,экологический аудит,институциональные/дискретные,аналогично аудитам безопасности
9,Обеспечивать правильное хранение химических средств и бытовой химии,Да,поведение,безопасность быта,индивидуальные/непрерывные,аналогично охране труда
10,Интегрировать элементы солнечной энергетики и энергоэффективных технологий,Да,технология/инфраструктура,энергоэффективность,индивидуальные/постепенные,пересечение с устойчивой архитектурой
11,Избегать синтетических ароматизаторов и освежителей воздуха,Да,поведение,химическая безопасность,индивидуальные/непрерывные,аналогично здоровью среды
12,Использовать очистители воздуха и фильтры для воды,Да,технология/инфраструктура,очистка среды,индивидуальные/постепенные,пересечение с экотехнологиями
13,Организовать систему раздельного сбора и переработки бытовых отходов,Да,экономика/обмен,циркулярная экономика,коллективные/постепенные,аналогично управлению отходами
14,Предоставлять информационные кампании о безопасности жилья,Условно,знания,просвещение населения,институциональные/дискретные,пересечение с социальной ответственностью
15,Поддерживать баланс экологичности и комфорта (био‑архитектура),Да,пространство,биоклиматический дизайн,индивидуальные/постепенные,пересечение с устойчивым дизайном
