№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Разрабатывать биофильный дизайн (внедрение природы в архитектуру),Да,пространство,биофильная гипотеза Уилсона,институциональные/постепенные,аналогично экодизайну
2,Внедрять зелёные стены и крыши для повышения контакта с живыми системами,Да,пространство,биофильный дизайн,индивидуальные/институциональные,связь с устойчивой архитектурой
3,Создавать видовые коридоры и доступ к природе в городах,Условно,пространство,экосистемный подход,коллективные/каскадные,аналогия с городской экологией
4,"Стимулировать контакт с животными (питомники, фермы, зоопарки) для улучшения психики",Да,поведение,антропозоотерапия,индивидуальные/неформальные,родственно терапии с животными
5,"Включать природные материалы (камень, дерево) в интерьеры",Да,материя,эко‑материаловедение,индивидуальные/постепенные,аналогично экологии жилища
6,Создавать программы садоводства и земледелия для детей и взрослых,Условно,идентичность/границы,связывание человека с землёй,коллективные/постепенные,пересечение с экотерапией
7,Интегрировать природные формы и узоры (фракталы) в дизайн,Да,символы,фрактальная эстетика,дискретные/индивидуальные,уникально для биофильного дизайна
8,Проводить исследования психофизиологических эффектов контакта с природой,Да,состояние,эко‑психофизиология,индивидуальные/экзогенные,аналогично экологической психологии
9,Разрабатывать образовательные программы по биофилии,Условно,нормы,экообразование,институциональные/коллективные,пересечение с экологическим образованием
10,Поддерживать наличие комнатных растений для улучшения микроклимата,Да,пространство,растительная самоорганизация,индивидуальные/постепенные,общепринятая практика здоровья дома
11,Создавать природные игровые пространства для детей,Условно,пространство,педагогика природы,коллективные/институциональные,пересечение с экологическим воспитанием
12,Внедрять дневной свет и естественную вентиляцию как приоритет,Да,пространство,зеленое строительство,индивидуальные/постепенные,аналогично экологии жилища
13,"Обеспечивать доступ к воде (фонтаны, пруды) для эмоционального благополучия",Да,пространство,биофильная дизайнерская модель,институциональные/каскадные,уникально для биофилии
14,"Поощрять биофильные привычки (прогулки, наблюдение за птицами)",Да,поведение,теория привязанности к природе,индивидуальные/неформальные,связь с экотерапией
15,Применять участие сообщества в создании зелёных зон,Условно,отношения,партисипативное планирование,коллективные/постепенные,пересечение с социальной экологией
