№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Документирование перформанса,Да,память/наследие,принцип фиксации,индивидуальные,аналог в истории
2,Анализ телесных практик,Да,тело/материя,принцип наблюдения,индивидуальные,аналог в антропологии
3,Исследование ритуалов,Да,нормы,принцип культурной репрезентации,коллективные,аналог в этнографии
4,Фиксация спонтанных действий,Да,поведение,принцип моментальности,индивидуальные,аналог в социологии
5,Анализ зрительской реакции,Да,отношения,принцип рефлексии,коллективные,аналог в психологии
6,Изучение роли пространства,Да,пространство,принцип контекстуальности,индивидуальные,аналог в архитектуре
7,Реконструкция культурных практик,Нет,память/наследие,принцип воссоздания,коллективные,аналог в истории
8,Анализ невербальной коммуникации,Да,поведение,принцип интерпретации,индивидуальные,аналог в психологии
9,Наблюдение за телесными импровизациями,Да,поведение,принцип спонтанности,индивидуальные,аналог в педагогике
10,Формализация исследовательских этюдов,Да,структура,принцип систематизации,индивидуальные,аналог в науке
11,Изучение символических действий,Да,символы,принцип репрезентации,индивидуальные,аналог в семиотике
12,Фиксация звукового контекста,Да,дискурс,принцип акустической среды,индивидуальные,аналог в музыковедении
13,Анализ гендера в перформансе,Да,идентичность/границы,принцип репрезентации,индивидуальные,аналог в социологии
14,Исследование эмоциональных реакций,Да,состояние,принцип наблюдения,индивидуальные,аналог в психологии
15,Фиксация движений тела,Да,тело/материя,принцип кинематографии,индивидуальные,аналог в спорте
16,Анализ политических жестов,Да,поведение,принцип идеологической репрезентации,индивидуальные,аналог в политологии
17,Документирование зрительских нарративов,Да,дискурс,принцип фиксации,индивидуальные,аналог в социологии
18,Изучение перформанса как текста,Да,содержание,принцип интерпретации,индивидуальные,аналог в литературоведении
19,Фиксация визуального ряда,Да,структура,принцип наблюдения,индивидуальные,аналог в искусствоведении
20,Анализ соучастия зрителя,Да,отношения,принцип взаимодействия,коллективные,аналог в психологии
21,Исследование телесной памяти,Да,память/наследие,принцип воспроизведения,индивидуальные,аналог в когнитивных науках
22,Фиксация пространственных маршрутов,Да,пространство,принцип картографии,индивидуальные,аналог в урбанистике
