№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Фрагментация повествования,Да,структура,принцип деконструкции,индивидуальные,уникально для постмодерна
2,Введение документальных вставок,Да,содержание,принцип аутентичности,индивидуальные,аналог в журналистике
3,Разрыв четвёртой стены,Да,отношения,принцип вовлечения,индивидуальные,аналог в перформансе
4,Использование мультимедиа на сцене,Да,технология/инфраструктура,принцип интеграции,индивидуальные,аналог в цифровом искусстве
5,Смешение жанров,Да,структура,принцип гибридности,индивидуальные,аналог в литературе
6,Интертекстуальные цитаты,Да,содержание,принцип связи,индивидуальные,аналог в литературоведении
7,Метатеатральные комментарии,Да,дискурс,принцип саморефлексии,индивидуальные,уникально для театра
8,Случайная генерация текста,Да,содержание,принцип неопределённости,индивидуальные,аналог в искусстве chance operations
9,Использование видео-проекций,Да,технология/инфраструктура,принцип визуализации,индивидуальные,аналог в кино
10,Введение персонажей-авторов,Да,идентичность/границы,принцип раздвоения,индивидуальные,аналог в метапрозе
11,Прерывание действия комментариями,Да,структура,принцип дистанции,индивидуальные,аналог у Брехта
12,Нарушение хронологии,Да,время/ритм,принцип фрагментации,индивидуальные,аналог в кино
13,Сценарии open source,Да,нормы,принцип совместного творчества,коллективные,аналог в IT
14,Введение реальных новостей в текст,Да,содержание,принцип контекстуальности,индивидуальные,аналог в медиа
15,Слияние театра и перформанса,Да,структура,принцип гибридности,индивидуальные,аналог в искусстве
16,Импровизационные сцены,Да,поведение,принцип спонтанности,индивидуальные,аналог в джазе
17,Интерактивность с залом,Да,отношения,принцип обратной связи,коллективные,аналог в гейминге
18,Симуляция судебных процессов,Да,структура,принцип моделирования,коллективные,аналог в праве
19,Использование VR-элементов,Да,технология/инфраструктура,принцип иммерсивности,индивидуальные,аналог в цифровом искусстве
20,Документальные монологи,Да,дискурс,принцип свидетельства,индивидуальные,аналог в oral history
21,Адаптация социальных медиа в диалоги,Да,дискурс,принцип актуализации,индивидуальные,аналог в коммуникации
22,Введение реальных биографий,Да,содержание,принцип аутентичности,индивидуальные,аналог в документалистике
23,Перформативное чтение,Да,поведение,принцип минимализма,индивидуальные,аналог в поэзии
24,Полифония голосов,Да,структура,принцип множественности,индивидуальные,аналог в музыке
25,Применение случайных зрительских реплик,Да,отношения,принцип случайности,коллективные,аналог в социологии
26,Коллажирование текстов,Да,содержание,принцип монтажа,индивидуальные,аналог в кино
27,Формат псевдодокументального театра,Да,структура,принцип имитации,индивидуальные,аналог в mockumentary
28,Использование мультиязычия,Да,дискурс,принцип поликультурности,индивидуальные,аналог в лингвистике
29,Реализация verbatim-техники,Да,содержание,принцип точности,индивидуальные,аналог в интервью
30,Слияние театра и игры,Да,структура,принцип лудичности,индивидуальные,аналог в гейминге
31,Переосмысление классики через деконструкцию,Да,содержание,принцип реинтерпретации,индивидуальные,аналог в философии
32,Социальные эксперименты на сцене,Нет,поведение,принцип исследования,коллективные,аналог в психологии
33,Использование граффити и уличной эстетики,Да,символы,принцип контекстуальности,индивидуальные,аналог в субкультуре
34,Погружение зрителя в действие,Да,отношения,принцип иммерсивности,коллективные,аналог в VR
35,Применение геймификации,Да,структура,принцип вовлечения,индивидуальные,аналог в бизнесе
36,Слияние театра с музыкальными клипами,Да,структура,принцип гибридности,индивидуальные,аналог в поп-культуре
37,Проекция чатов на сцене,Да,технология/инфраструктура,принцип визуализации,индивидуальные,аналог в мессенджерах
38,Использование сенсорных технологий,Да,технология/инфраструктура,принцип мультимодальности,индивидуальные,аналог в науке
39,Реальные актёры и аватары вместе,Да,идентичность/границы,принцип гибридности,индивидуальные,аналог в digital performance
40,Переписывание пьес онлайн-аудиторией,Да,нормы,принцип совместного действия,коллективные,аналог в crowdsourcing
41,Игра с документальными архивами,Да,память/наследие,принцип реконструкции,индивидуальные,аналог в истории
42,Разделение текста на параллельные потоки,Да,структура,принцип множественности,индивидуальные,аналог в кино
43,Введение анонимных голосов,Да,дискурс,принцип обезличивания,индивидуальные,аналог в интернете
44,Сцены-чаты в мессенджерах,Да,структура,принцип актуализации,индивидуальные,аналог в digital storytelling
45,Театр-расследование,Нет,структура,принцип исследования,индивидуальные,аналог в журналистике
46,Использование социальных опросов,Да,отношения,принцип обратной связи,коллективные,аналог в социологии
47,Слияние театра и стендапа,Да,структура,принцип гибридности,индивидуальные,аналог в комедии
48,Размещение зрителей на сцене,Да,пространство,принцип вовлечения,коллективные,аналог в иммерсивных форматах
49,Трансляция спектакля в онлайн-чат,Да,технология/инфраструктура,принцип медиализации,индивидуальные,аналог в стриминге
50,Документальная реконструкция событий,Нет,содержание,принцип достоверности,индивидуальные,аналог в хронике
51,Многослойность повествования,Да,структура,принцип сложности,индивидуальные,аналог в литературе
52,Слияние театра и TED-лекции,Да,структура,принцип гибридности,индивидуальные,аналог в образовании
53,Использование краудсорсинговых идей,Да,содержание,принцип коллективного действия,коллективные,аналог в бизнесе
54,Введение AR-слоёв в действие,Да,технология/инфраструктура,принцип иммерсивности,индивидуальные,аналог в AR
55,Социальные драматургические эксперименты,Нет,структура,принцип ангажированности,коллективные,аналог в социологии
56,Переписывание пьесы каждый раз,Да,структура,принцип изменчивости,индивидуальные,аналог в перформансе
57,Введение элементов ток-шоу,Да,структура,принцип гибридности,индивидуальные,аналог в телевидении
58,Использование real-time статистики,Да,технология/инфраструктура,принцип визуализации,индивидуальные,аналог в data art
59,Формат спектакля-игры,Да,структура,принцип лудичности,индивидуальные,аналог в гейминге
60,Адаптация под подкаст,Да,структура,принцип медиализации,индивидуальные,аналог в медиа
61,Интеграция подкастов в спектакль,Да,структура,принцип медиализации,индивидуальные,аналог в аудиожурналистике
62,Привлечение непрофессионалов как актёров,Да,нормы,принцип демократизации,коллективные,аналог в community art
63,Введение краудфандинговых элементов,Да,экономика/обмен,принцип вовлечения,коллективные,аналог в бизнесе
64,Использование реальных судебных документов,Нет,содержание,принцип аутентичности,индивидуальные,аналог в праве
65,Слияние театра и блогинга,Да,структура,принцип гибридности,индивидуальные,аналог в digital storytelling
66,Проекции городских пространств на сцене,Да,пространство,принцип расширения,индивидуальные,аналог в архитектуре
67,Формат спектакля-инструкции,Да,структура,принцип прагматичности,индивидуальные,аналог в обучении
68,Реализация чат-бота как персонажа,Да,идентичность/границы,принцип гибридности,индивидуальные,аналог в AI
69,Использование GPS-локаций в пьесе,Да,пространство,принцип контекстуальности,индивидуальные,аналог в locative media
70,Трансляция спектакля в соцсети,Да,технология/инфраструктура,принцип медиализации,индивидуальные,аналог в стриминге
71,Слияние театра и документального кино,Да,структура,принцип гибридности,индивидуальные,аналог в кино
72,Применение open data в сюжете,Да,содержание,принцип прозрачности,индивидуальные,аналог в data science
73,Формат спектакля-квеста,Да,структура,принцип лудичности,индивидуальные,аналог в играх
74,Использование real-time чатов зрителей,Да,отношения,принцип обратной связи,коллективные,аналог в стриминге
75,Документальная реконструкция семейных историй,Нет,память/наследие,принцип аутентичности,индивидуальные,аналог в oral history
76,Применение интерактивных карт,Да,технология/инфраструктура,принцип визуализации,индивидуальные,аналог в GIS
77,Слияние театра и клубной культуры,Да,структура,принцип гибридности,индивидуальные,аналог в музыке
78,Использование bodycam-съёмки,Да,технология/инфраструктура,принцип субъективности,индивидуальные,аналог в журналистике
79,Формат спектакля-митинга,Нет,структура,принцип ангажированности,коллективные,аналог в политике
80,Интеграция AR-масок,Да,технология/инфраструктура,принцип иммерсивности,индивидуальные,аналог в digital art
81,Документальные реконструкции преступлений,Нет,содержание,принцип расследования,индивидуальные,аналог в true crime
82,Введение зрителей в сюжет как персонажей,Да,идентичность/границы,принцип инклюзии,коллективные,аналог в ролевых играх
83,Слияние театра и психотерапии,Нет,структура,принцип трансформации,индивидуальные,аналог в практиках терапии
84,Применение графических романов в пьесе,Да,содержание,принцип гибридности,индивидуальные,аналог в комиксах
85,Использование подкастов как саундтрека,Да,технология/инфраструктура,принцип медиализации,индивидуальные,аналог в медиа
86,Формат спектакля-интервью,Да,структура,принцип диалога,индивидуальные,аналог в журналистике
87,Введение прямых трансляций жизни актёров,Да,содержание,принцип документальности,индивидуальные,аналог в reality-шоу
88,Использование платформ для голосования зрителей,Да,отношения,принцип выбора,коллективные,аналог в демократии
89,Слияние театра и киберспорта,Да,структура,принцип гибридности,индивидуальные,аналог в e-sports
90,Интеграция метавселенной,Да,пространство,принцип иммерсивности,индивидуальные,аналог в VR
91,Документальные пьесы на основе интервью,Да,содержание,принцип свидетельства,индивидуальные,аналог в oral history
92,Формат спектакля-подкаста,Да,структура,принцип медиализации,индивидуальные,аналог в аудиожурналистике
93,Использование датчиков биометрии актёров,Да,тело/материя,принцип биофидбэка,индивидуальные,аналог в науке
94,Создание пьесы из соцсетей,Да,содержание,принцип коллажирования,индивидуальные,аналог в медиа
95,Формат спектакля-форума,Да,структура,принцип диалога,коллективные,аналог у Боаля
96,Интеграция big data в сюжет,Да,содержание,принцип актуализации,индивидуальные,аналог в аналитике
97,Применение motion capture,Да,технология/инфраструктура,принцип гибридности,индивидуальные,аналог в кино
98,Слияние театра и спорта,Да,структура,принцип гибридности,индивидуальные,аналог в performance art
99,Использование projection mapping,Да,технология/инфраструктура,принцип визуализации,индивидуальные,аналог в медиа-арте
100,Документальная реконструкция катастроф,Нет,содержание,принцип свидетельства,индивидуальные,аналог в журналистике
101,Формат спектакля-дебатов,Да,структура,принцип диалога,коллективные,аналог в политике
102,Применение иммерсивных наушников,Да,технология/инфраструктура,принцип иммерсивности,индивидуальные,аналог в VR
103,Слияние театра и уличного протеста,Нет,структура,принцип ангажированности,коллективные,аналог в политике
104,Интеграция NFT-элементов,Да,экономика/обмен,принцип уникальности,индивидуальные,аналог в digital art
105,Документальные пьесы о локальных сообществах,Да,содержание,принцип контекстуальности,индивидуальные,аналог в антропологии
106,Формат спектакля-конференции,Да,структура,принцип гибридности,коллективные,аналог в бизнесе
107,Использование генеративных алгоритмов,Да,содержание,принцип автоматизации,индивидуальные,аналог в AI
108,Введение актёров-роботов,Да,идентичность/границы,принцип гибридности,индивидуальные,аналог в робототехнике
109,Слияние театра и журналистских расследований,Нет,структура,принцип ангажированности,индивидуальные,аналог в медиа
110,Интеграция crowdsourcing сценариев,Да,нормы,принцип коллективного действия,коллективные,аналог в бизнесе
111,Использование датчиков движения зрителей,Да,тело/материя,принцип обратной связи,коллективные,аналог в HCI
112,Документальные пьесы об экологических кризисах,Нет,содержание,принцип ангажированности,индивидуальные,аналог в экологических исследованиях
113,Формат спектакля-симпозиума,Да,структура,принцип диалога,коллективные,аналог в науке
114,Применение AI для генерации диалогов,Да,содержание,принцип автоматизации,индивидуальные,аналог в digital storytelling
115,Слияние театра и stand-up science,Да,структура,принцип гибридности,индивидуальные,аналог в научпопе
116,Интеграция real-time данных о климате,Да,содержание,принцип актуализации,индивидуальные,аналог в науке
117,Использование TikTok-вставок,Да,дискурс,принцип актуализации,индивидуальные,аналог в соцсетях
118,Документальные пьесы о миграции,Нет,содержание,принцип свидетельства,индивидуальные,аналог в антропологии
119,Формат спектакля-лаборатории,Нет,структура,принцип эксперимента,коллективные,аналог в науке
120,Интеграция алгоритмов рекомендательных систем,Да,содержание,принцип предсказания,индивидуальные,аналог в data science
121,Применение eye-tracking технологий,Да,тело/материя,принцип обратной связи,индивидуальные,аналог в HCI
122,Слияние театра и видеоблогов,Да,структура,принцип гибридности,индивидуальные,аналог в digital storytelling
123,Документальные пьесы о войнах,Нет,содержание,принцип свидетельства,индивидуальные,аналог в истории
124,Формат спектакля-хакатона,Да,структура,принцип эксперимента,коллективные,аналог в IT
125,Интеграция real-time данных соцсетей,Да,содержание,принцип актуализации,индивидуальные,аналог в data visualization
