№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Погружение в религиозный экстаз через медитацию,Условно,состояние,медитативные техники,индивидуальные/континуальные,Уникально
2,Использование молитвенных мантр для достижения транса,Да,время/ритм,ритуальные технологии,индивидуальные/цикличные,Связь с ритуалами
3,"Сенсорная депривация (пещеры, темные ретриты)",Да,пространство,психофизиология,индивидуальные/дискретные,Уникально
4,Использование психоактивных растений для мистического опыта,Нет,тело/материя,этнофармакология,индивидуальные/латентные,Связь с шаманизмом
5,"Этика и подготовка практикующего (очищение, посты)",Да,нормы,аскетические практики,индивидуальные/постепенные,Сродни религиозным традициям
6,Символическое толкование мистического опыта,Да,символы,эзотерическая герменевтика,индивидуальные/неформальные,Связь с священными текстами
7,Передача знания через тайные учения и посвящения,Нет,институты,инициационные практики,институциональные/дискретные,Пересечение с ритуаловедением
8,"Сравнение различных мистических традиций (суфизм, каббала)",Да,отношения,компаративный анализ,коллективные/постепенные,Связь с сравнительным религиоведением
9,Изучение физиологических эффектов мистических состояний,Да,тело/материя,нейронаучный подход,индивидуальные/континуальные,Связь с психофизиологией
10,Документация личных свидетельств и текстов мистиков,Да,память/наследие,источниковедческий анализ,индивидуальные/дискретные,Связь с текстологией
11,"Интерпретация мистических образов (видения, символы)",Да,символы,психоаналитический подход,индивидуальные/постепенные,Связь с психологией
12,Формирование общин вокруг мистиков,Условно,отношения,социология религии,коллективные/постепенные,Пересечение с новыми движениями
13,Регулирование мистических практик со стороны религиозных институтов,Да,институты,каноническое право,институциональные/экзогенные,Связь с религиозным правом
14,Определение критериев подлинности мистического опыта,Условно,нормы,критический анализ,индивидуальные/дискретные,Уникально
15,"Влияние мистицизма на художественные формы (поэзия, музыка)",Да,символы,культурный анализ,неформальные/постепенные,Связь с искусством
