№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Осуществление эпохе (брекетинг) собственных предубеждений,Да,поведение,феноменологическая редукция,индивидуальные/необходимые,Уникально для феноменологии
2,Описание религиозных явлений изнутри верующих,Да,дискурс,эмпатическое понимание,индивидуальные/постепенные,Связь с психологией религии
3,Поиск сущности «священного» через опыт,Нет,значения,сущностный анализ,индивидуальные/латентные,Близко к мистицизму
4,Систематизация описаний религиозных переживаний,Да,содержание,описательная классификация,дискретные/индивидуальные,Уникально
5,Сравнение переживаний священного разных традиций,Да,отношения,компаративная феноменология,коллективные/дискретные,Пересечение с сравнительным религиоведением
6,Выделение универсальных структур религиозного опыта,Условно,структура,стратегия обобщения,постепенные/индивидуальные,Уникально
7,Исследование феномена «сакрального» и «профанного»,Нет,значения,категориальный анализ,экзогенные/индивидуальные,Связь с Мирча Элиаде
8,Анализ ритуальных действий как проявления опыта,Да,поведение,описательная феноменология,коллективные/дискретные,Связь с ритуаловедением
9,Интерпретация символов и архетипов с позиции адепта,Да,символы,интенциональный анализ,индивидуальные/неформальные,Связь с мистицизмом
10,"Определение аспектов религии, свободных от этических и социальных оценок",Да,нормы,нейтральность,индивидуальные/дискретные,Отличает феноменологию от социологии
11,Изучение религиозных эмоций и их выражения,Да,состояние,эмоциональный анализ,индивидуальные/континуальные,Связь с психологией религии
12,Определение ролей мифов и сказаний в религиозной конституции,Да,содержание,герменевтика,индивидуальные/постепенные,Пересечение с текстологией
13,"Исследование переходных состояний (инициации, обращения)",Нет,поведение,опытный анализ,индивидуальные/цикличные,Относится к ритуалам и мистицизму
14,Формирование феноменологического архива свидетельств,Да,память/наследие,документация,индивидуальные/институциональные,Уникально
15,Описание трансцендентного опыта без интерпретаций,Да,дискурс,эпохе,индивидуальные/латентные,Уникально
