№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Идентификация происхождения и лидерства движений,Нет,структура,социогенез,институциональные/постепенные,Основной анализ
2,Анализ доктрин и синкретических элементов,Да,содержание,доктринальный анализ,индивидуальные/дискретные,Связь с компаративистикой
3,Оценка мотивов вступления и удержания членов,Да,поведение,социальная психология,индивидуальные/постепенные,Связь с психологией
4,Изучение организационных структур и управления,Да,институты,организационная теория,институциональные/постепенные,Связь с менеджментом
5,Анализ отношения общества и государства к новым движениям,Да,отношения,политико-правовой анализ,экзогенные/дискретные,Связь с правом
6,"Исследование финансовых моделей (донейшн, бизнес)",Да,экономика/обмен,экономический анализ,институциональные/континуальные,Уникально
7,Мониторинг медиасферы и представления о движениях,Да,дискурс,медиакритика,экзогенные/континуальные,Современный аспект
8,Изучение причин конфликтов и расколов,Условно,отношения,конфликтология,индивидуальные/коллективные,Связь с социологией
9,Анализ ритуалов и практик в новых движениях,Да,поведение,ритуаловедение,коллективные/дискретные,Пересечение с ритуаловедением
10,Определение степени инновации и традиции,Да,содержание,эволюционный анализ,индивидуальные/дискретные,Связь с историей
11,Оценка масштабов и географии распространения,Да,пространство,географический анализ,коллективные/постепенные,Связь с демографией
12,Исследование методов вербовки и обучения,Да,функция,обучение взрослых,индивидуальные/коллективные,Связь с образованием
13,Анализ причин выхода участников из движений,Да,поведение,социология отхода,индивидуальные/постепенные,Связь с психотерапией
14,Оценка влияния на общественные ценности и нормы,Нет,нормы,ценностный анализ,коллективные/постепенные,Связь с культурологией
15,Выявление факторов успешности и устойчивости,Да,функция,организационная устойчивость,индивидуальные/постепенные,Связь с менеджментом
