№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Диагностика пульса (май цзюэ),Да,идентичность/границы,эвристика,индивидуальные/дискретные,аналоги в аюрведе
2,Осмотр языка,Да,идентичность/границы,эвристика,индивидуальные/дискретные,уникален
3,Диагностика по лицу (вань),Да,идентичность/границы,эвристика,индивидуальные/неформальные,уникален
4,Пальпация меридианов,Да,структура,эвристика,индивидуальные/дискретные,уникален
5,Регуляция ци через дыхание,Да,функция,закон,индивидуальные/цикличные,аналоги в йоге
6,Балансировка инь и ян,Условно,состояние,закон,индивидуальные/коллективные,уникален
7,Применение иглоукалывания,Да,тело/материя,закон,индивидуальные/дискретные,уникален
8,Прижигание полыной (моксибуция),Да,тело/материя,закон,индивидуальные/дискретные,уникален
9,Использование банок (ба гуань),Да,тело/материя,эвристика,индивидуальные/дискретные,аналоги в натуропатии
10,Кровопускание (фа сюе),Нет,тело/материя,закон,индивидуальные/дискретные,аналоги в древней медицине
11,Приём травяных отваров (тан),Да,содержание,эвристика,индивидуальные/постепенные,уникален
12,Применение пилюль (вань),Да,содержание,эвристика,индивидуальные/постепенные,уникален
13,Употребление порошков (сань),Да,содержание,эвристика,индивидуальные/постепенные,уникален
14,Травяные пластыри (гао),Да,тело/материя,эвристика,индивидуальные/дискретные,уникален
15,Регуляция питания по пяти вкусам,Да,содержание,закон,индивидуальные/цикличные,уникален
16,Регуляция по пяти элементам (у син),Условно,структура,закон,индивидуальные/цикличные,уникален
17,Терапия через цигун,Да,поведение,эвристика,индивидуальные/цикличные,аналоги в йоге
18,Тайцзи как восстановительная практика,Да,поведение,эвристика,индивидуальные/цикличные,уникален
19,Массаж туй-на,Да,тело/материя,эвристика,индивидуальные/дискретные,уникален
20,Массаж гуаша,Да,тело/материя,эвристика,индивидуальные/дискретные,аналоги в косметологии
21,Использование магнитов на точках,Да,тело/материя,эвристика,индивидуальные/дискретные,аналоги в энергетической медицине
22,Терапия через дыхание «шестью звуками»,Да,состояние,эвристика,индивидуальные/цикличные,уникален
23,Регуляция сна по биоритмам меридианов,Да,время/ритм,закон,индивидуальные/цикличные,уникален
24,Применение акупунктурных карт,Да,структура,эвристика,индивидуальные/институциональные,уникален
25,Регуляция эмоций через органы,Да,состояние,закон,индивидуальные/постепенные,уникален
