№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,сбор анамнеза (истории),Да,структура,принцип осознания,необходимые/возможные,аналогичный
2,подготовка клиента,Нет,содержание,принцип интеграции,мгновенные/постепенные,аналогичный
3,оценка целевой памяти,Условно,отношения,принцип обратной связи,дискретные/континуальные,аналогичный
4,десенсибилизация (процесс BLS),Да,состояние,принцип системности,индивидуальные/коллективные,аналогичный
5,установка позитивной когниции,Нет,функция,принцип адаптивности,эндогенные/экзогенные,аналогичный
6,телесное сканирование,Условно,поведение,принцип сотрудничества,институциональные/неформальные,аналогичный
7,закрытие сессии,Да,нормы,принцип устойчивости,цикличные/каскадные,уникальный
8,переоценка в начале следующей сессии,Нет,институты,принцип баланса,явные/латентные,аналогичный
9,построение безопасного места,Условно,дискурс,принцип осознания,необходимые/возможные,аналогичный
10,проработка отрицательных убеждений,Да,символы,принцип интеграции,мгновенные/постепенные,аналогичный
11,установка двусторонней стимуляции,Нет,значения,принцип обратной связи,дискретные/континуальные,аналогичный
12,упражнение сокращения SUD шкалы,Условно,пространство,принцип системности,индивидуальные/коллективные,аналогичный
13,прерывание замораживания,Да,время/ритм,принцип адаптивности,эндогенные/экзогенные,аналогичный
14,поддержание двойного внимания,Нет,технология/инфраструктура,принцип сотрудничества,институциональные/неформальные,уникальный
15,определение триггеров,Условно,тело/материя,принцип устойчивости,цикличные/каскадные,аналогичный
16,переработка негативных образов,Да,экономика/обмен,принцип баланса,явные/латентные,аналогичный
17,перепроживание воспоминаний,Нет,идентичность/границы,принцип осознания,необходимые/возможные,аналогичный
18,ослабление заряда эмоций,Условно,память/наследие,принцип интеграции,мгновенные/постепенные,аналогичный
19,переключение фокуса на нейтральный стимул,Да,структура,принцип обратной связи,дискретные/континуальные,аналогичный
20,анализ когнитивной валидности,Нет,содержание,принцип системности,индивидуальные/коллективные,аналогичный
21,отслеживание телесных ощущений,Условно,отношения,принцип адаптивности,эндогенные/экзогенные,уникальный
22,укрепление позитивной установки,Да,состояние,принцип сотрудничества,институциональные/неформальные,аналогичный
23,закрепление нового убеждения,Нет,функция,принцип устойчивости,цикличные/каскадные,аналогичный
24,оценка остаточных соматических реакций,Условно,поведение,принцип баланса,явные/латентные,аналогичный
25,обратная связь о состоянии,Да,нормы,принцип осознания,необходимые/возможные,аналогичный
