№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,повышение осознанности тела,Да,структура,принцип осознания,необходимые/возможные,аналогичный
2,дыхательные практики,Нет,содержание,принцип интеграции,мгновенные/постепенные,аналогичный
3,маятник (pendulation),Условно,отношения,принцип обратной связи,дискретные/континуальные,аналогичный
4,титрация (gradual exposure),Да,состояние,принцип системности,индивидуальные/коллективные,аналогичный
5,ресурсирование (resourcing),Нет,функция,принцип адаптивности,эндогенные/экзогенные,аналогичный
6,освобождение мышечного напряжения,Условно,поведение,принцип сотрудничества,институциональные/неформальные,аналогичный
7,прослеживание телесных сигналов,Да,нормы,принцип устойчивости,цикличные/каскадные,уникальный
8,переключение между расслаблением и напряжением,Нет,институты,принцип баланса,явные/латентные,аналогичный
9,контакт с опорными ощущениями,Условно,дискурс,принцип осознания,необходимые/возможные,аналогичный
10,вибрация и дрожание для разрядки,Да,символы,принцип интеграции,мгновенные/постепенные,аналогичный
11,танцевальная экспрессия,Нет,значения,принцип обратной связи,дискретные/континуальные,аналогичный
12,телесная визуализация,Условно,пространство,принцип системности,индивидуальные/коллективные,аналогичный
13,прикосновение для заземления,Да,время/ритм,принцип адаптивности,эндогенные/экзогенные,аналогичный
14,голосовые вибрации,Нет,технология/инфраструктура,принцип сотрудничества,институциональные/неформальные,уникальный
15,энергетические упражнения,Условно,тело/материя,принцип устойчивости,цикличные/каскадные,аналогичный
16,непрерывное внимание к телу,Да,экономика/обмен,принцип баланса,явные/латентные,аналогичный
17,импульсный выпуск эмоций,Нет,идентичность/границы,принцип осознания,необходимые/возможные,аналогичный
18,восстановление чувства безопасности,Условно,память/наследие,принцип интеграции,мгновенные/постепенные,аналогичный
19,освобождение застойной энергии,Да,структура,принцип обратной связи,дискретные/континуальные,аналогичный
20,ритмичные движения,Нет,содержание,принцип системности,индивидуальные/коллективные,аналогичный
21,осознание границ кожи,Условно,отношения,принцип адаптивности,эндогенные/экзогенные,уникальный
22,тактильная стимуляция,Да,состояние,принцип сотрудничества,институциональные/неформальные,аналогичный
23,углубление дыхания,Нет,функция,принцип устойчивости,цикличные/каскадные,аналогичный
24,снятие блока с помощью работы с мышцами,Условно,поведение,принцип баланса,явные/латентные,аналогичный
25,поиск приятных телесных ощущений,Да,нормы,принцип осознания,необходимые/возможные,аналогичный
