№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,осознание первичного и вторичного процесса,Да,структура,принцип осознания,необходимые/возможные,аналогичный
2,выявление границы (edge),Нет,содержание,принцип интеграции,мгновенные/постепенные,аналогичный
3,исследование сигналов тела,Условно,отношения,принцип обратной связи,дискретные/континуальные,аналогичный
4,работа со сновидениями,Да,состояние,принцип системности,индивидуальные/коллективные,аналогичный
5,работа с телесными симптомами,Нет,функция,принцип адаптивности,эндогенные/экзогенные,аналогичный
6,канальное переключение (channel switching),Условно,поведение,принцип сотрудничества,институциональные/неформальные,аналогичный
7,погружение в переживание,Да,нормы,принцип устойчивости,цикличные/каскадные,уникальный
8,освобождение замороженной энергии,Нет,институты,принцип баланса,явные/латентные,аналогичный
9,работа с движением,Условно,дискурс,принцип осознания,необходимые/возможные,аналогичный
10,worldwork (групповая динамика),Да,символы,принцип интеграции,мгновенные/постепенные,аналогичный
11,глубинная демократия (учет всех голосов),Нет,значения,принцип обратной связи,дискретные/континуальные,аналогичный
12,исследование ранга и привилегий,Условно,пространство,принцип системности,индивидуальные/коллективные,аналогичный
13,трансформация конфликта в диалог,Да,время/ритм,принцип адаптивности,эндогенные/экзогенные,аналогичный
14,осознание коллективных полей,Нет,технология/инфраструктура,принцип сотрудничества,институциональные/неформальные,уникальный
15,симметричное отражение партнера,Условно,тело/материя,принцип устойчивости,цикличные/каскадные,аналогичный
16,эскалация и деэскалация напряжения,Да,экономика/обмен,принцип баланса,явные/латентные,аналогичный
17,выявление позитивного намерения,Нет,идентичность/границы,принцип осознания,необходимые/возможные,аналогичный
18,контакт с шаманскими аспектами,Условно,память/наследие,принцип интеграции,мгновенные/постепенные,аналогичный
19,введение мифологических метафор,Да,структура,принцип обратной связи,дискретные/континуальные,аналогичный
20,переход через edge,Нет,содержание,принцип системности,индивидуальные/коллективные,аналогичный
21,интеграция тени,Условно,отношения,принцип адаптивности,эндогенные/экзогенные,уникальный
22,активное воображение,Да,состояние,принцип сотрудничества,институциональные/неформальные,аналогичный
23,эмбодимент (воплощение) роли,Нет,функция,принцип устойчивости,цикличные/каскадные,аналогичный
24,работа со структурой власти,Условно,поведение,принцип баланса,явные/латентные,аналогичный
25,перевод невербальных сигналов в слова,Да,нормы,принцип осознания,необходимые/возможные,аналогичный
26,осознание синхроничностей,Нет,институты,принцип интеграции,мгновенные/постепенные,аналогичный
27,установление кругов поддержки,Условно,дискурс,принцип обратной связи,дискретные/континуальные,аналогичный
28,микро- и макроанализ взаимодействий,Да,символы,принцип системности,индивидуальные/коллективные,уникальный
29,создание безопасного контейнера,Нет,значения,принцип адаптивности,эндогенные/экзогенные,аналогичный
