№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,создание генограммы,Да,структура,принцип осознания,необходимые/возможные,аналогичный
2,циркулярное интервьюирование,Нет,содержание,принцип интеграции,мгновенные/постепенные,аналогичный
3,рефрейминг семейных историй,Условно,отношения,принцип обратной связи,дискретные/континуальные,аналогичный
4,идентификация коалиций,Да,состояние,принцип системности,индивидуальные/коллективные,аналогичный
5,взаимное отражение,Нет,функция,принцип адаптивности,эндогенные/экзогенные,аналогичный
6,налаживание коммуникационных паттернов,Условно,поведение,принцип сотрудничества,институциональные/неформальные,аналогичный
7,семейные ролевые игры,Да,нормы,принцип устойчивости,цикличные/каскадные,уникальный
8,поиск семейных правил,Нет,институты,принцип баланса,явные/латентные,аналогичный
9,расстановка границ,Условно,дискурс,принцип осознания,необходимые/возможные,аналогичный
10,треугольничные взаимодействия (выявление и изменение),Да,символы,принцип интеграции,мгновенные/постепенные,аналогичный
11,метафорические домашние задания,Нет,значения,принцип обратной связи,дискретные/континуальные,аналогичный
12,выяснение генерационных паттернов,Условно,пространство,принцип системности,индивидуальные/коллективные,аналогичный
13,осознание иерархий,Да,время/ритм,принцип адаптивности,эндогенные/экзогенные,аналогичный
14,переоценка семейных мифов,Нет,технология/инфраструктура,принцип сотрудничества,институциональные/неформальные,уникальный
15,переговоры о функциях,Условно,тело/материя,принцип устойчивости,цикличные/каскадные,аналогичный
16,карта отношений,Да,экономика/обмен,принцип баланса,явные/латентные,аналогичный
17,разработка семейного договора,Нет,идентичность/границы,принцип осознания,необходимые/возможные,аналогичный
18,мультигенерационная передача убеждений,Условно,память/наследие,принцип интеграции,мгновенные/постепенные,аналогичный
19,создание семьи происхождения,Да,структура,принцип обратной связи,дискретные/континуальные,аналогичный
20,структурирование взаимодействий,Нет,содержание,принцип системности,индивидуальные/коллективные,аналогичный
21,реструктурирование коалиций,Условно,отношения,принцип адаптивности,эндогенные/экзогенные,уникальный
22,техника зеркализации,Да,состояние,принцип сотрудничества,институциональные/неформальные,аналогичный
23,тренировка активного слушания,Нет,функция,принцип устойчивости,цикличные/каскадные,аналогичный
24,навыки разрешения конфликтов,Условно,поведение,принцип баланса,явные/латентные,аналогичный
25,выявление лояльностей,Да,нормы,принцип осознания,необходимые/возможные,аналогичный
26,вынос обсуждения на заседания семьи,Нет,институты,принцип интеграции,мгновенные/постепенные,аналогичный
27,определение семейной миссии,Условно,дискурс,принцип обратной связи,дискретные/континуальные,аналогичный
28,распределение ответственности,Да,символы,принцип системности,индивидуальные/коллективные,уникальный
29,разъяснение треугольных отношений,Нет,значения,принцип адаптивности,эндогенные/экзогенные,аналогичный
30,тренировка гибких ролей,Условно,пространство,принцип сотрудничества,институциональные/неформальные,аналогичный
31,использование парадоксальных предписаний,Да,время/ритм,принцип устойчивости,цикличные/каскадные,аналогичный
32,совместное решение проблем,Нет,технология/инфраструктура,принцип баланса,явные/латентные,аналогичный
33,установление ритуалов поддержки,Условно,тело/материя,принцип осознания,необходимые/возможные,аналогичный
34,достижение семейного сплочения,Да,экономика/обмен,принцип интеграции,мгновенные/постепенные,аналогичный
35,создание безопасной атмосферы диалога,Нет,идентичность/границы,принцип обратной связи,дискретные/континуальные,уникальный
