№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,свободная ассоциация,Да,структура,принцип осознания,необходимые/возможные,аналогичный
2,толкование сновидений (анализ снов),Нет,содержание,принцип интеграции,мгновенные/постепенные,аналогичный
3,проработка переноса,Условно,отношения,принцип обратной связи,дискретные/континуальные,аналогичный
4,проработка сопротивления,Да,состояние,принцип системности,индивидуальные/коллективные,аналогичный
5,анализ ошибок оговорок (фрейдистские оговорки),Нет,функция,принцип адаптивности,эндогенные/экзогенные,аналогичный
6,проекция бессознательного содержания,Условно,поведение,принцип сотрудничества,институциональные/неформальные,аналогичный
7,работа с детскими воспоминаниями,Да,нормы,принцип устойчивости,цикличные/каскадные,уникальный
8,интерпретация символов,Нет,институты,принцип баланса,явные/латентные,аналогичный
9,осознание подавленных желаний,Условно,дискурс,принцип осознания,необходимые/возможные,аналогичный
10,анализ защитных механизмов,Да,символы,принцип интеграции,мгновенные/постепенные,аналогичный
11,перевод импульсов в слова,Нет,значения,принцип обратной связи,дискретные/континуальные,аналогичный
12,вербализация эмоций,Условно,пространство,принцип системности,индивидуальные/коллективные,аналогичный
13,анализ повторяющихся паттернов,Да,время/ритм,принцип адаптивности,эндогенные/экзогенные,аналогичный
14,работа со сценарием жизни,Нет,технология/инфраструктура,принцип сотрудничества,институциональные/неформальные,уникальный
15,освобождение вытесненных чувств,Условно,тело/материя,принцип устойчивости,цикличные/каскадные,аналогичный
16,диагностика психосексуальных стадий,Да,экономика/обмен,принцип баланса,явные/латентные,аналогичный
17,трансформация внутреннего критика,Нет,идентичность/границы,принцип осознания,необходимые/возможные,аналогичный
18,толкование переносных реакций,Условно,память/наследие,принцип интеграции,мгновенные/постепенные,аналогичный
19,катексис и декатексис (перераспределение психической энергии),Да,структура,принцип обратной связи,дискретные/континуальные,аналогичный
20,осознание Эго-Суперэго-Ид динамики,Нет,содержание,принцип системности,индивидуальные/коллективные,аналогичный
21,поддержание терапевтического альянса,Условно,отношения,принцип адаптивности,эндогенные/экзогенные,уникальный
22,освобождение от повторяющейся травмы,Да,состояние,принцип сотрудничества,институциональные/неформальные,аналогичный
23,анализ символических актов,Нет,функция,принцип устойчивости,цикличные/каскадные,аналогичный
24,поддержание свободного внимания,Условно,поведение,принцип баланса,явные/латентные,аналогичный
25,переработка инфантильных фантазий,Да,нормы,принцип осознания,необходимые/возможные,аналогичный
26,исследование отношений объекта,Нет,институты,принцип интеграции,мгновенные/постепенные,аналогичный
27,интеграция конфликтующих частей,Условно,дискурс,принцип обратной связи,дискретные/континуальные,аналогичный
28,анализ сновидений наяву,Да,символы,принцип системности,индивидуальные/коллективные,уникальный
29,освобождение энергии либидо,Нет,значения,принцип адаптивности,эндогенные/экзогенные,аналогичный
30,работа с идеализацией,Условно,пространство,принцип сотрудничества,институциональные/неформальные,аналогичный
31,очеловечивание внутренних фигур,Да,время/ритм,принцип устойчивости,цикличные/каскадные,аналогичный
32,интерпретация фантазий,Нет,технология/инфраструктура,принцип баланса,явные/латентные,аналогичный
33,осознание ролей в родительской семье,Условно,тело/материя,принцип осознания,необходимые/возможные,аналогичный
34,анализ контрпереноса,Да,экономика/обмен,принцип интеграции,мгновенные/постепенные,аналогичный
35,формирование инсайта,Нет,идентичность/границы,принцип обратной связи,дискретные/континуальные,уникальный
36,реконструкция биографических событий,Условно,память/наследие,принцип системности,индивидуальные/коллективные,аналогичный
37,переосмысление Эдипова комплекса,Да,структура,принцип адаптивности,эндогенные/экзогенные,аналогичный
38,освобождение аффекта через катарсис,Нет,содержание,принцип сотрудничества,институциональные/неформальные,аналогичный
39,метаболизация травматического опыта,Условно,отношения,принцип устойчивости,цикличные/каскадные,аналогичный
