№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,определять термин самоописывающее,Да,идентичность/границы,принцип композиционности,необходимые,Уникальный
2,определять термин неописывающее себя,Нет,тело/материя,теория типов,возможные,Аналоги в других парадоксах
3,определять термин парадоксальное,Условно,технология/инфраструктура,семантическая неопределённость,мгновенные,Типичный пример
4,определять термин автолингвистическое,Да,содержание,контекстуализм,постепенные,Уникальный
5,определять термин гетерологическое,Нет,тело/материя,теория значений,дискретные,Аналоги в других парадоксах
6,определять термин внешнее,Условно,структура,метаязык-объектный язык,континуальные,Типичный пример
7,определять понятие самоописывающее,Да,отношения,принцип композиционности,индивидуальные,Уникальный
8,определять понятие неописывающее себя,Нет,структура,теория типов,коллективные,Аналоги в других парадоксах
9,определять понятие парадоксальное,Условно,отношения,семантическая неопределённость,эндогенные,Типичный пример
10,определять понятие автолингвистическое,Да,время/ритм,контекстуализм,экзогенные,Уникальный
11,определять понятие гетерологическое,Нет,отношения,теория значений,институциональные,Аналоги в других парадоксах
12,определять понятие внешнее,Условно,дискурс,метаязык-объектный язык,неформальные,Типичный пример
13,определять предикат самоописывающее,Да,время/ритм,принцип композиционности,цикличные,Уникальный
14,определять предикат неописывающее себя,Нет,дискурс,теория типов,каскадные,Аналоги в других парадоксах
15,определять предикат парадоксальное,Условно,дискурс,семантическая неопределённость,явные,Типичный пример
16,определять предикат автолингвистическое,Да,тело/материя,контекстуализм,латентные,Уникальный
17,определять предикат гетерологическое,Нет,экономика/обмен,теория значений,необходимые,Аналоги в других парадоксах
18,определять предикат внешнее,Условно,отношения,метаязык-объектный язык,возможные,Типичный пример
19,определять описание самоописывающее,Да,дискурс,принцип композиционности,мгновенные,Уникальный
20,определять описание неописывающее себя,Нет,символы,теория типов,постепенные,Аналоги в других парадоксах
21,определять описание парадоксальное,Условно,тело/материя,семантическая неопределённость,дискретные,Типичный пример
22,определять описание автолингвистическое,Да,отношения,контекстуализм,континуальные,Уникальный
23,определять описание гетерологическое,Нет,содержание,теория значений,индивидуальные,Аналоги в других парадоксах
24,определять описание внешнее,Условно,функция,метаязык-объектный язык,коллективные,Типичный пример
25,определять имя самоописывающее,Да,пространство,принцип композиционности,эндогенные,Уникальный
26,определять имя неописывающее себя,Нет,экономика/обмен,теория типов,экзогенные,Аналоги в других парадоксах
27,определять имя парадоксальное,Условно,память/наследие,семантическая неопределённость,институциональные,Типичный пример
28,определять имя автолингвистическое,Да,идентичность/границы,контекстуализм,неформальные,Уникальный
29,определять имя гетерологическое,Нет,состояние,теория значений,цикличные,Аналоги в других парадоксах
30,определять имя внешнее,Условно,структура,метаязык-объектный язык,каскадные,Типичный пример
31,определять категория самоописывающее,Да,память/наследие,принцип композиционности,явные,Уникальный
32,определять категория неописывающее себя,Нет,память/наследие,теория типов,латентные,Аналоги в других парадоксах
33,определять категория парадоксальное,Условно,нормы,семантическая неопределённость,необходимые,Типичный пример
34,определять категория автолингвистическое,Да,институты,контекстуализм,возможные,Уникальный
35,определять категория гетерологическое,Нет,тело/материя,теория значений,мгновенные,Аналоги в других парадоксах
36,определять категория внешнее,Условно,символы,метаязык-объектный язык,постепенные,Типичный пример
37,переопределять термин самоописывающее,Да,символы,принцип композиционности,дискретные,Уникальный
38,переопределять термин неописывающее себя,Нет,отношения,теория типов,континуальные,Аналоги в других парадоксах
39,переопределять термин парадоксальное,Условно,значения,семантическая неопределённость,индивидуальные,Типичный пример
40,переопределять термин автолингвистическое,Да,содержание,контекстуализм,коллективные,Уникальный
41,переопределять термин гетерологическое,Нет,функция,теория значений,эндогенные,Аналоги в других парадоксах
42,переопределять термин внешнее,Условно,идентичность/границы,метаязык-объектный язык,экзогенные,Типичный пример
43,переопределять понятие самоописывающее,Да,технология/инфраструктура,принцип композиционности,институциональные,Уникальный
44,переопределять понятие неописывающее себя,Нет,функция,теория типов,неформальные,Аналоги в других парадоксах
45,переопределять понятие парадоксальное,Условно,символы,семантическая неопределённость,цикличные,Типичный пример
46,переопределять понятие автолингвистическое,Да,структура,контекстуализм,каскадные,Уникальный
47,переопределять понятие гетерологическое,Нет,значения,теория значений,явные,Аналоги в других парадоксах
48,переопределять понятие внешнее,Условно,институты,метаязык-объектный язык,латентные,Типичный пример
49,переопределять предикат самоописывающее,Да,идентичность/границы,принцип композиционности,необходимые,Уникальный
50,переопределять предикат неописывающее себя,Нет,нормы,теория типов,возможные,Аналоги в других парадоксах
51,переопределять предикат парадоксальное,Условно,функция,семантическая неопределённость,мгновенные,Типичный пример
52,переопределять предикат автолингвистическое,Да,тело/материя,контекстуализм,постепенные,Уникальный
53,переопределять предикат гетерологическое,Нет,идентичность/границы,теория значений,дискретные,Аналоги в других парадоксах
54,переопределять предикат внешнее,Условно,символы,метаязык-объектный язык,континуальные,Типичный пример
55,переопределять описание самоописывающее,Да,нормы,принцип композиционности,индивидуальные,Уникальный
56,переопределять описание неописывающее себя,Нет,время/ритм,теория типов,коллективные,Аналоги в других парадоксах
57,переопределять описание парадоксальное,Условно,содержание,семантическая неопределённость,эндогенные,Типичный пример
58,переопределять описание автолингвистическое,Да,структура,контекстуализм,экзогенные,Уникальный
59,переопределять описание гетерологическое,Нет,идентичность/границы,теория значений,институциональные,Аналоги в других парадоксах
60,переопределять описание внешнее,Условно,идентичность/границы,метаязык-объектный язык,неформальные,Типичный пример
61,переопределять имя самоописывающее,Да,отношения,принцип композиционности,цикличные,Уникальный
62,переопределять имя неописывающее себя,Нет,нормы,теория типов,каскадные,Аналоги в других парадоксах
63,переопределять имя парадоксальное,Условно,технология/инфраструктура,семантическая неопределённость,явные,Типичный пример
64,переопределять имя автолингвистическое,Да,структура,контекстуализм,латентные,Уникальный
65,переопределять имя гетерологическое,Нет,институты,теория значений,необходимые,Аналоги в других парадоксах
66,переопределять имя внешнее,Условно,время/ритм,метаязык-объектный язык,возможные,Типичный пример
67,переопределять категория самоописывающее,Да,время/ритм,принцип композиционности,мгновенные,Уникальный
