61,Сочетание по чаю + молоко,Да,"структура; состояние","таннины чая смягчаются молочным белком","возможные; мгновенные; коллективные","британская кухня"
62,Сочетание по чаю + сахар,Да,"структура; состояние","сахар маскирует горечь танинов","возможные; мгновенные; коллективные","кулинария"
63,Сочетание по чаю + специи,Да,"структура; состояние","кардамон, гвоздика, имбирь усиливают чай","возможные; мгновенные; коллективные","индийская кухня"
64,Сочетание по чаю + цитрус,Да,"структура; состояние","лимон подчёркивает аромат чая","возможные; мгновенные; коллективные","европейская кухня"
65,Сочетание по чаю + алкоголь,Да,"структура; состояние","ром, коньяк создают согревающий эффект","возможные; мгновенные; коллективные","барная культура"
66,Сочетание по шоколаду + фрукты,Да,"структура; состояние","кислота фруктов балансирует сладость шоколада","возможные; мгновенные; коллективные","десертная кухня"
67,Сочетание по шоколаду + орехи,Да,"структура; состояние","масла орехов усиливают вкус какао","возможные; мгновенные; коллективные","десертная кухня"
68,Сочетание по шоколаду + специи,Да,"структура; состояние","корица, чили, кардамон","возможные; мгновенные; коллективные","латиноамериканская кухня"
69,Сочетание по шоколаду + кофе,Да,"структура; состояние","кофеин + какао создают богатый букет","возможные; мгновенные; коллективные","десертная кухня"
70,Сочетание по шоколаду + вино,Да,"структура; состояние","таннины вина ↔ горечь шоколада","возможные; мгновенные; коллективные","виноделие"
71,Сочетание по шоколаду + пиво,Да,"структура; состояние","солод ↔ какао","возможные; мгновенные; коллективные","барная культура"
72,Сочетание по шоколаду + виски,Да,"структура; состояние","дубильные ноты + ваниль","возможные; мгновенные; коллективные","барная культура"
73,Сочетание по шоколаду + ром,Да,"структура; состояние","сладость рома усиливает шоколад","возможные; мгновенные; коллективные","барная культура"
74,Сочетание по шоколаду + коньяк,Да,"структура; состояние","коньячные эфиры ↔ шоколад","возможные; мгновенные; коллективные","барная культура"
75,Сочетание по шоколаду + ликёры,Да,"структура; состояние","ароматизированные спирты ↔ какао","возможные; мгновенные; коллективные","барная культура"
76,Сочетание по шоколаду + соль,Да,"структура; состояние","соль усиливает сладость","возможные; мгновенные; коллективные","современная кухня"
77,Сочетание по шоколаду + бекон,Да,"структура; состояние","солёно-жирный контраст усиливает сладость","возможные; мгновенные; коллективные","экспериментальная кухня"
78,Сочетание по шоколаду + чили,Да,"структура; состояние","капсаицин ↔ сладость","возможные; мгновенные; коллективные","латиноамериканская кухня"
79,Сочетание по шоколаду + морская соль + карамель,Да,"структура; состояние","комбинация солёное-сладкое-горькое","возможные; мгновенные; коллективные","современная кухня"
80,Сочетание по шоколаду + тропические фрукты,Да,"структура; состояние","манго, маракуйя, ананас ↔ шоколад","возможные; мгновенные; коллективные","десертная кухня"
81,Сочетание по винам и сырам,Да,"структура; значения","таннины и жиры балансируют вкус","возможные; мгновенные; коллективные","французская кухня"
82,Сочетание по винам и фруктам,Да,"структура; значения","кислотность вина ↔ сладость фруктов","возможные; мгновенные; коллективные","виноделие"
83,Сочетание по винам и мясу,Да,"структура; значения","таннины связывают белки","возможные; мгновенные; коллективные","кулинария"
84,Сочетание по винам и рыбе,Да,"структура; значения","кислотность белого вина ↔ нежность рыбы","возможные; мгновенные; коллективные","кулинария"
85,Сочетание по винам и овощам,Да,"структура; значения","минеральные профили ↔ растительные ноты","возможные; мгновенные; коллективные","кулинария"
86,Сочетание по винам и шоколаду,Да,"структура; значения","таннины ↔ горечь какао","возможные; мгновенные; коллективные","десертная кухня"
87,Сочетание по винам и орехам,Да,"структура; значения","жирность орехов ↔ кислотность вина","возможные; мгновенные; коллективные","кулинария"
88,Сочетание по винам и специям,Да,"структура; значения","терруарные ноты ↔ ароматы специй","возможные; мгновенные; коллективные","кулинария"
89,Сочетание по винам и копчёностям,Да,"структура; значения","дым ↔ таннины","возможные; мгновенные; коллективные","кулинария"
90,Сочетание по винам и десертам,Да,"структура; значения","сладость десерта ↔ кислотность вина","возможные; мгновенные; коллективные","кулинария"
91,Сочетание по пиву и мясу,Да,"структура; значения","горечь хмеля ↔ жир мяса","возможные; мгновенные; коллективные","барная культура"
92,Сочетание по пиву и рыбе,Да,"структура; значения","легкость лагера ↔ нежность рыбы","возможные; мгновенные; коллективные","барная культура"
93,Сочетание по пиву и морепродуктам,Да,"структура; значения","кислотность пива ↔ йодистые ноты","возможные; мгновенные; коллективные","барная культура"
94,Сочетание по пиву и сырам,Да,"структура; значения","солод ↔ жирность сыра","возможные; мгновенные; коллективные","барная культура"
95,Сочетание по пиву и шоколаду,Да,"структура; значения","горечь хмеля ↔ какао","возможные; мгновенные; коллективные","барная культура"
