№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,градиентный спуск— ингибиция,Условно,функция,правило специфичности,институциональные; индивидуальные; эндогенные,Схожие процессы существуют
2,кодирование информации— регуляция,Нет,тело/материя,принцип Хебба,латентные; необходимые,Схожие процессы существуют
3,вычисление потенциала мембраны,Да,дискурс,эвристика прогнозирования,цикличные; постепенные,Уникальный процесс
4,моделирование сетевого шума— ингибиция,Да,память/наследие,эвристика прогнозирования,неформальные; институциональные,Уникальный процесс
5,обучение без учителя— регуляция,Нет,символы,принцип пластичности,мгновенные; цикличные; неформальные; эндогенные,Уникальный процесс
6,дерево решений— ингибиция,Нет,поведение,эвристика обратной связи,институциональные; латентные; явные; дискретные,Уникальный процесс
7,вычисление латентных переменных— модуляция,Нет,нормы,закон химической кинетики,эндогенные; латентные; постепенные,Уникальный процесс
8,фильтрация сигнала,Да,время/ритм,законы диффузии,континуальные; эндогенные; каскадные; постепенные,Аналоги в других системах
9,кодирование Байеса— ингибиция,Условно,идентичность/границы,гомеостаз,явные; институциональные,Уникальный процесс
10,оптимизация связей— ингибиция,Да,время/ритм,эвристика прогнозирования,явные; необходимые; индивидуальные; институциональные,Схожие процессы существуют
11,симуляция больших сетей,Условно,структура,эвристика стохастического резонанса,латентные; возможные; явные; коллективные,Схожие процессы существуют
12,урезание весов,Да,значения,доктрина нейрона,необходимые; эндогенные; институциональные,Схожие процессы существуют
13,обучение с учителем— модуляция,Нет,нормы,доктрина нейрона,мгновенные; необходимые; институциональные; неформальные,Уникальный процесс
14,анализ динамических систем— регуляция,Нет,институты,эвристика обратной связи,необходимые; мгновенные; дискретные,Схожие процессы существуют
15,анализ динамических систем,Да,технология/инфраструктура,гомеостаз,латентные; коллективные,Аналоги в других системах
16,алгоритмы кластеризации— модуляция,Условно,символы,принцип минимальной энергии,экзогенные; неформальные,Схожие процессы существуют
17,анализ устойчивости— модуляция,Условно,дискурс,доктрина нейрона,возможные; экзогенные; эндогенные,Аналоги в других системах
18,градиентный спуск— регуляция,Да,нормы,законы диффузии,мгновенные; неформальные; возможные; эндогенные,Схожие процессы существуют
19,марковское моделирование— ингибиция,Да,институты,закон сохранения энергии,латентные; мгновенные; возможные; коллективные,Уникальный процесс
20,симуляция нейронных сетей— ингибиция,Условно,время/ритм,закон химической кинетики,необходимые; возможные; институциональные; мгновенные,Схожие процессы существуют
21,кросс-валидация,Нет,тело/материя,правило специфичности,институциональные; каскадные; экзогенные; латентные,Аналоги в других системах
22,генетические алгоритмы— модуляция,Да,дискурс,эвристика стохастического резонанса,постепенные; экзогенные; латентные,Схожие процессы существуют
23,регуляризация дропаутом— ингибиция,Условно,состояние,принцип пластичности,каскадные; экзогенные; институциональные; коллективные,Аналоги в других системах
24,симуляция больших сетей— активация,Условно,функция,принцип Хебба,необходимые; институциональные; дискретные,Уникальный процесс
25,алгоритмы кластеризации— ингибиция,Условно,дискурс,законы электрофизиологии,цикличные; индивидуальные; коллективные; латентные,Аналоги в других системах
26,симуляция синаптической пластичности— активация,Условно,память/наследие,законы электрофизиологии,цикличные; эндогенные; дискретные; мгновенные,Схожие процессы существуют
27,обучение с учителем,Да,время/ритм,гомеостаз,коллективные; экзогенные; мгновенные; институциональные,Схожие процессы существуют
28,алгоритмы кластеризации— активация,Условно,тело/материя,принцип пластичности,экзогенные; мгновенные; эндогенные,Аналоги в других системах
29,моделирование нейроглиальных взаимодействий— ингибиция,Нет,структура,эвристика стохастического резонанса,каскадные; экзогенные; явные,Схожие процессы существуют
30,подгонка параметров,Да,состояние,закон сохранения энергии,латентные; неформальные,Схожие процессы существуют
31,вычисление собственных значений— нарушение,Условно,символы,эвристика обратной связи,дискретные; латентные; мгновенные; эндогенные,Уникальный процесс
32,обучение без учителя— активация,Да,тело/материя,эвристика обратной связи,цикличные; неформальные; постепенные; дискретные,Уникальный процесс
33,симуляция синаптической пластичности— модуляция,Условно,тело/материя,законы электрофизиологии,экзогенные; постепенные,Схожие процессы существуют
34,редукция размерности— активация,Нет,экономика/обмен,эвристика обратной связи,неформальные; индивидуальные; необходимые; явные,Схожие процессы существуют
35,байесовский вывод— активация,Условно,тело/материя,закон сохранения энергии,экзогенные; институциональные; необходимые; эндогенные,Аналоги в других системах
36,обучение спайк-трендов— регуляция,Условно,память/наследие,эвристика стохастического резонанса,постепенные; институциональные,Схожие процессы существуют
37,аппроксимация функции— активация,Нет,дискурс,принцип конкурентного ингибирования,институциональные; неформальные; цикличные; каскадные,Аналоги в других системах
38,расчет корреляций,Да,символы,законы электрофизиологии,возможные; индивидуальные; цикличные,Схожие процессы существуют
39,моделирование рабочей памяти— ингибиция,Условно,идентичность/границы,законы диффузии,экзогенные; коллективные; явные,Аналоги в других системах
40,симуляция нейронных сетей,Да,тело/материя,законы электрофизиологии,экзогенные; институциональные; мгновенные,Уникальный процесс
41,обучение рекуррентных сетей,Нет,время/ритм,закон химической кинетики,экзогенные; институциональные; возможные; цикличные,Аналоги в других системах
42,машинное обучение— нарушение,Нет,содержание,принцип Хебба,эндогенные; постепенные,Аналоги в других системах
43,регуляризация дропаутом— активация,Условно,институты,эвристика стохастического резонанса,коллективные; возможные,Аналоги в других системах
44,вычисление латентных переменных,Условно,отношения,эвристика стохастического резонанса,индивидуальные; континуальные,Схожие процессы существуют
45,оптимизация связей— активация,Да,символы,принцип пластичности,экзогенные; коллективные; явные; континуальные,Аналоги в других системах
46,моделирование сетевого шума— модуляция,Нет,функция,эвристика прогнозирования,цикличные; мгновенные; коллективные,Схожие процессы существуют
47,обратное распространение ошибки— ингибиция,Да,тело/материя,закон химической кинетики,дискретные; эндогенные; необходимые,Уникальный процесс
48,обучение с подкреплением,Нет,состояние,принцип приспособления,континуальные; каскадные,Аналоги в других системах
49,обратное распространение ошибки— нарушение,Да,технология/инфраструктура,гомеостаз,экзогенные; явные; дискретные,Уникальный процесс
50,оптимизация функции потерь,Условно,тело/материя,принцип минимальной энергии,неформальные; индивидуальные,Уникальный процесс
51,моделирование сетевого шума— регуляция,Нет,нормы,принцип приспособления,возможные; коллективные; институциональные; неформальные,Уникальный процесс
52,симуляция нейронных сетей— нарушение,Нет,символы,гомеостаз,необходимые; экзогенные; возможные,Схожие процессы существуют
53,градиентная нормализация,Нет,отношения,законы диффузии,институциональные; континуальные,Схожие процессы существуют
54,градиентная нормализация— нарушение,Да,институты,гомеостаз,цикличные; коллективные; институциональные; экзогенные,Схожие процессы существуют
