№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,внутриклеточные сигнальные каскады— нарушение,Да,экономика/обмен,принцип Хебба,каскадные; континуальные,Аналоги в других системах
2,формирование вторичной структуры белка— регуляция,Условно,состояние,закон химической кинетики,институциональные; каскадные,Уникальный процесс
3,формирование липидных рафтов,Да,значения,принцип конкурентного ингибирования,неформальные; возможные; институциональные,Аналоги в других системах
4,трансляция белков— нарушение,Нет,тело/материя,принцип Хебба,цикличные; необходимые,Схожие процессы существуют
5,детоксикация свободных радикалов— модуляция,Нет,идентичность/границы,принцип минимальной энергии,возможные; явные; латентные,Уникальный процесс
6,связывание рецепторов— нарушение,Условно,дискурс,гомеостаз,коллективные; постепенные; возможные; неформальные,Аналоги в других системах
7,антеградный аксональный транспорт— ингибиция,Да,институты,правило специфичности,постепенные; континуальные,Уникальный процесс
8,генерация свободных радикалов— регуляция,Нет,символы,закон сохранения энергии,экзогенные; явные,Аналоги в других системах
9,транспорт холестерина— регуляция,Условно,тело/материя,эвристика обратной связи,возможные; каскадные; континуальные,Схожие процессы существуют
10,активный транспорт ионов,Условно,идентичность/границы,гомеостаз,необходимые; мгновенные,Схожие процессы существуют
11,гиперполяризация мембраны— модуляция,Нет,значения,гомеостаз,дискретные; возможные,Уникальный процесс
12,слияние пузырьков с мембраной— активация,Нет,экономика/обмен,принцип Хебба,континуальные; институциональные,Аналоги в других системах
13,окислительное фосфорилирование— нарушение,Условно,время/ритм,гомеостаз,эндогенные; экзогенные; каскадные; необходимые,Схожие процессы существуют
14,окислительное фосфорилирование— модуляция,Да,структура,законы диффузии,континуальные; необходимые; коллективные; постепенные,Схожие процессы существуют
15,цикл Кребса— активация,Да,память/наследие,принцип минимальной энергии,институциональные; мгновенные; эндогенные; необходимые,Схожие процессы существуют
16,связывание рецепторов— ингибиция,Нет,отношения,правило специфичности,неформальные; латентные,Схожие процессы существуют
17,транспорт митохондрий— нарушение,Да,идентичность/границы,принцип минимальной энергии,индивидуальные; необходимые,Аналоги в других системах
18,активация каскадов апоптоза— модуляция,Да,отношения,закон сохранения энергии,неформальные; экзогенные; институциональные; дискретные,Схожие процессы существуют
19,формирование липидных рафтов— ингибиция,Условно,технология/инфраструктура,принцип пластичности,институциональные; мгновенные; необходимые; континуальные,Аналоги в других системах
20,репарация ДНК— активация,Да,технология/инфраструктура,правило специфичности,каскадные; цикличные,Уникальный процесс
