№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Формирование круга,Да,отношения,Социальная сплоченность,"коллективные, мгновенные",Уникально для народного танца
2,Топание ногами,Да,функция,Ритмическое воздействие на пол,"цикличные, коллективные",Аналоги: буто
3,Синхронное хлопание,Да,поведение,Координация звука и движения,"дискретные, коллективные",Аналоги: современный танец
4,Перемещение по линии,Да,пространство,Следование узору,"непрерывные, коллективные",Уникально для народного танца
5,Смена партнёров,Да,отношения,Ротация взаимодействий,"цикличные, коллективные",Аналоги: контактная импровизация
6,Вызов-ответ,Да,дискурс,Музыкально-танцевальный диалог,"мгновенные, коллективные",Аналоги: импровизационный танец
7,Перенос ритмических рисунков,Да,время/ритм,Сложные метрические структуры,"цикличные, коллективные",Уникально для конкретной культуры
8,Использование костюмов,Нет,символы,Обозначение идентичности,"институциональные, коллективные",Аналоги: буто
9,Приспособление к живой музыке,Да,отношения,Согласование темпа и мелодии,"непрерывные, коллективные",Аналоги: современный танец
10,Сохранение рисунка,Нет,память/наследие,Передача формы через поколения,"неформальные, коллективные",Уникально для народного танца
11,Использование жестов,Да,символы,Передача истории через жесты,"дискретные, коллективные",Аналоги: танцевальная терапия
12,Передача через поколение,Нет,память/наследие,Межпоколенческое обучение,"постепенные, коллективные",Уникально
13,Объединение сообщества,Да,отношения,Создание общей идентичности,"цикличные, коллективные",Аналоги: танцевальная терапия
14,Смешение стилей,Да,функция,Интеграция различных традиций,"каскадные, коллективные",Аналоги: современный танец
15,Вариация темпа,Да,время/ритм,Изменение скорости для динамики,"дискретные, коллективные",Аналоги: композиция
