№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Спонтанное движение,Да,поведение,Доверие инстинкту,"мгновенные, индивидуальные",Уникально для импровизации
2,Реакция на музыку,Да,отношения,Слуховые стимулы как драйвер,"мгновенные, индивидуальные",Аналоги: народный танец
3,Использование образов,Да,значения,Воображаемые сценарии,"мгновенные, индивидуальные",Аналоги: терапия
4,Открытие потока,Да,состояние,Достижение состояния «flow»,"непрерывные, индивидуальные",Аналоги: соматика
5,Исследование пространства,Да,пространство,Свободное перемещение в зал,"непрерывные, индивидуальные",Аналоги: современный танец
6,Взаимодействие с средой,Да,отношения,Вовлечение объектов и людей,"мгновенные, коллективные",Аналоги: контактная импровизация
7,Кинестетическое общение,Да,отношения,Обмен движениями без слов,"мгновенные, коллективные",Аналоги: контактная импровизация
8,Создание моментов,Да,время/ритм,Улавливание мгновения,"мгновенные, индивидуальные",Уникально
9,Ответ на партнёра,Да,отношения,Диалог движений,"мгновенные, коллективные",Аналоги: контактная импровизация
10,Инновация жестов,Да,поведение,Придумывание новых движений,"мгновенные, индивидуальные",Уникально
11,Задачное импровизирование,Да,функция,Следование заданным задачам,"постепенные, индивидуальные",Аналоги: композиция
12,Контроль риска,Да,состояние,Баланс между безопасностью и экспериментом,"мгновенные, индивидуальные",Аналоги: контактная импровизация
13,Смена качества движения,Да,функция,Переключение между тяжёлым и лёгким,"мгновенные, индивидуальные",Аналоги: лабан-анализ
14,Переосмысление ошибок,Да,поведение,Использование ошибок как материала,"мгновенные, индивидуальные",Уникально
15,Завершение импровизации,Да,структура,Осознанное завершение,"дискретные, индивидуальные",Уникально
