№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Анализ направления,Да,пространство,Категория Direction: прямое/косвенное,"дискретные, индивидуальные",Уникально для Лабана
2,Анализ веса,Да,функция,Категория Weight: тяжёлый/лёгкий,"дискретные, индивидуальные",Уникально для Лабана
3,Анализ времени,Да,время/ритм,Категория Time: быстрый/замедленный,"дискретные, индивидуальные",Уникально для Лабана
4,Анализ потока,Да,состояние,Категория Flow: свободный/связанный,"дискретные, индивидуальные",Уникально для Лабана
5,Комбинирование усилий,Да,функция,Создание восьми усилий,"постепенные, индивидуальные",Уникально для Лабана
6,Определение формы,Да,форма (shape),Элементы тела и пространства,"постепенные, индивидуальные",Аналоги: композиция
7,Выявление паттернов тела,Да,тело/материя,Анализ частей тела и их связи,"постепенные, индивидуальные",Аналоги: соматика
8,Нотирование движения,Да,дискурс,Использование символов Лабаноргафии,"институциональные, индивидуальные",Уникально для Лабана
9,Оценка пространственных путей,Да,пространство,Траектории и уровни,"непрерывные, индивидуальные",Аналоги: композиция
10,Интерпретация качества,Да,значения,Понимание эмоциональной окраски,"мгновенные, индивидуальные",Аналоги: терапия
11,Интеграция категорий,Да,структура,"Синтез Body, Effort, Shape, Space","постепенные, индивидуальные",Уникально для Лабана
12,Связь с психологией,Да,отношения,Понимание движений в контексте личности,"непрерывные, индивидуальные",Аналоги: терапия
13,Профилирование персонажа,Да,идентичность/границы,Создание двигательных характеристик,"постепенные, индивидуальные",Аналоги: актёрская практика
14,Обучение анализу,Да,институты,Передача методологии,"институциональные, коллективные",Уникально для Лабана
15,Конструирование восьми усилий,Да,функция,"Комбинация Direction, Weight, Time, Flow","постепенные, индивидуальные",Уникально для Лабана
