№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Устная передача,Да,память/наследие,Устная традиция,"коллективные, постепенные",Сохранение знаний через рассказывание
2,Полевая запись,Да,технология/инфраструктура,Документация,"коллективные, мгновенные",Запись музыки на месте
3,Транскрипция,Да,содержание,Нотация,"индивидуальные, дискретные",Запись традиционной музыки в нотах
4,Интерпретация культурного контекста,Да,значения,Герменевтика,"индивидуальные, постепенные",Понимание смысла в культуре
5,Сохранение наследия,Да,память/наследие,Архивирование,"институциональные, постепенные",Защита от исчезновения
6,Репатриация записей,Да,институты,Культурная этика,"институциональные, дискретные",Возврат материалов сообществам
7,Синкретизм,Нет,идентичность/границы,Культурный обмен,"постепенные, коллективные",Слияние традиций
8,Адаптация практик,Да,содержание/функция,Социализация,"постепенные, коллективные",Изменение под новую среду
9,Глобализация музыки,Нет,пространство,Глобализация,"постепенные, коллективные",Распространение по миру
10,Кросс‑культурные заимствования,Нет,идентичность/границы,Культурная диффузия,"постепенные, коллективные",Взаимные влияния
11,Эмансипация инструментов,Да,технология/инфраструктура,Аккультурация,"постепенные, коллективные",Включение чужих инструментов
12,Сохранение репертуара,Да,память/наследие,Сохранение,"институциональные, постепенные",Архивация произведений
13,Анализ социальной функции,Да,функция,Функциональный анализ,"индивидуальные, дискретные",Определение роли музыки
14,Документирование инструментов,Да,технология/инфраструктура,Инвентаризация,"институциональные, дискретные",Описание инструментов
15,Этнография исполнения,Да,дискурс,Этнография,"коллективные, постепенные",Изучение исполнений в контексте
