№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,отбор кейсов,Нет,содержание,структурно-функциональный подход,мгновенные/постепенные,Аналоги
2,выбор переменных,Условно,отношения,эмпирическая верификация,дискретные/континуальные,Аналоги
3,концептуальная эквивалентность,Да,состояние,критическая теория,индивидуальные/коллективные,Аналоги
4,разработка измерений,Нет,функция,поведенческий подход,эндогенные/экзогенные,Уникальный
5,внутрикаузальный анализ,Условно,поведение,институционализм,институциональные/неформальные,Аналоги
6,межкаузальное сравнение,Да,нормы,культурный релятивизм,цикличные/каскадные,Аналоги
7,конструкция типологии,Нет,институты,гегельянская диалектика,явные/латентные,Аналоги
8,кросс-национальная классификация,Условно,дискурс,онтологический анализ,необходимые/возможные,Уникальный
9,выявление паттернов,Да,символы,герменевтика,мгновенные/постепенные,Аналоги
10,тестирование гипотезы,Нет,значения,прагматизм,дискретные/континуальные,Аналоги
11,структурное сравнение,Условно,пространство,феноменология,индивидуальные/коллективные,Аналоги
12,функциональное сравнение,Да,время/ритм,системный анализ,эндогенные/экзогенные,Уникальный
13,процесс-трейсинг,Нет,технология/инфраструктура,стохастическое моделирование,институциональные/неформальные,Аналоги
14,адаптация контекста,Условно,тело/материя,рациональный выбор,цикличные/каскадные,Аналоги
15,контроль переменных,Да,экономика/обмен,структурно-функциональный подход,явные/латентные,Аналоги
16,кросс-уровневый анализ,Нет,идентичность/границы,эмпирическая верификация,необходимые/возможные,Уникальный
17,парный подбор,Условно,память/наследие,критическая теория,мгновенные/постепенные,Аналоги
18,large-n статистика,Да,структура,поведенческий подход,дискретные/континуальные,Аналоги
19,small-n сравнение,Нет,содержание,институционализм,индивидуальные/коллективные,Аналоги
20,квалификация комплектов,Условно,отношения,культурный релятивизм,эндогенные/экзогенные,Уникальный
21,QCA-анализ,Да,состояние,гегельянская диалектика,институциональные/неформальные,Аналоги
22,кросс-культурный перевод,Нет,функция,онтологический анализ,цикличные/каскадные,Аналоги
23,калибровка измерений,Условно,поведение,герменевтика,явные/латентные,Аналоги
24,нормативный бенчмарк,Да,нормы,прагматизм,необходимые/возможные,Уникальный
25,классификация режимов,Нет,институты,феноменология,мгновенные/постепенные,Аналоги
26,сравнение избирательных систем,Условно,дискурс,системный анализ,дискретные/континуальные,Аналоги
27,сравнение партийных систем,Да,символы,стохастическое моделирование,индивидуальные/коллективные,Аналоги
28,сравнение политики,Нет,значения,рациональный выбор,эндогенные/экзогенные,Уникальный
29,картирование институций,Условно,пространство,структурно-функциональный подход,институциональные/неформальные,Аналоги
30,анализ переходов,Да,время/ритм,эмпирическая верификация,цикличные/каскадные,Аналоги
31,оценка государственной емкости,Нет,технология/инфраструктура,критическая теория,явные/латентные,Аналоги
32,конструкция индексов,Условно,тело/материя,поведенческий подход,необходимые/возможные,Уникальный
33,тестирование инвариантности,Да,экономика/обмен,институционализм,мгновенные/постепенные,Аналоги
34,кросс-региональный рейтинг,Нет,идентичность/границы,культурный релятивизм,дискретные/континуальные,Аналоги
35,кросс-темпоральный анализ,Условно,память/наследие,гегельянская диалектика,индивидуальные/коллективные,Аналоги
36,кластеризация,Да,структура,онтологический анализ,эндогенные/экзогенные,Уникальный
37,корреляционный анализ,Нет,содержание,герменевтика,институциональные/неформальные,Аналоги
38,регрессионный анализ,Условно,отношения,прагматизм,цикличные/каскадные,Аналоги
39,оценка демократичности,Да,состояние,феноменология,явные/латентные,Аналоги
40,измерение неравенства,Нет,функция,системный анализ,необходимые/возможные,Уникальный
41,сравнение политических культур,Условно,поведение,стохастическое моделирование,мгновенные/постепенные,Аналоги
42,анализ легитимности,Да,нормы,рациональный выбор,дискретные/континуальные,Аналоги
43,измерение участия,Нет,институты,структурно-функциональный подход,индивидуальные/коллективные,Аналоги
44,оценка устойчивости,Условно,дискурс,эмпирическая верификация,эндогенные/экзогенные,Уникальный
45,типологизация конфигураций,Да,символы,критическая теория,институциональные/неформальные,Аналоги
46,компаративная историзация,Нет,значения,поведенческий подход,цикличные/каскадные,Аналоги
47,анализ институциональных изменений,Условно,пространство,институционализм,явные/латентные,Аналоги
48,кодирование событий,Да,время/ритм,культурный релятивизм,необходимые/возможные,Уникальный
49,анализ данных панелей,Нет,технология/инфраструктура,гегельянская диалектика,мгновенные/постепенные,Аналоги
50,структурная декомпозиция,Условно,тело/материя,онтологический анализ,дискретные/континуальные,Аналоги
