№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Планировка территории,Да,Структура,Упорядоченность,Активные,Аналоги: урбанистика
2,Зонирование участка,Да,Структура,Дифференциация,Активные,Аналоги: архитектура
3,Выбор растительности,Да,Содержание,Экологичность,Активные,Аналоги: ботаника
4,Подбор материалов для мощения,Да,Содержание,Устойчивость,Активные,Аналоги: материаловедение
5,Создание водных объектов,Да,Содержание,Экспрессия,Активные,Аналоги: гидротехника
6,Создание малых архитектурных форм,Да,Структура,Экспрессия,Активные,Аналоги: архитектура
7,Озеленение,Да,Содержание,Экологичность,Активные,Аналоги: экология
8,Вертикальное озеленение,Да,Структура,Инновация,Активные,Аналоги: архитектура
9,Сезонная трансформация ландшафта,Да,Содержание,Историческая динамика,Постепенные,Аналоги: экология
10,Формирование видовых точек,Да,Структура,Иконичность,Активные,Аналоги: искусствоведение
11,Оптимизация освещения участка,Да,Содержание,Экспрессия,Активные,Аналоги: физика света
12,Организация дорожной сети,Да,Структура,Упорядоченность,Активные,Аналоги: урбанистика
13,Создание экосистемных связей,Да,Структура,Интеграция,Активные,Аналоги: экология
14,Водоотведение и дренаж,Да,Содержание,Регуляция,Активные,Аналоги: инженерия
15,Формирование рельефа,Да,Структура,Экспрессия,Активные,Аналоги: география
16,Имитация природных форм,Да,Содержание,Иконичность,Активные,Аналоги: бионика
17,Использование камней и скал,Да,Содержание,Экспрессия,Активные,Аналоги: геология
18,Создание садов определённых стилей,Да,Содержание,Историческая динамика,Активные,Аналоги: история искусства
19,Минимализм в ландшафтном дизайне,Да,Содержание,Экономия,Активные,Аналоги: философия
20,Максимализм в ландшафтном дизайне,Да,Содержание,Экспрессия,Активные,Аналоги: культура
21,Футуристические ландшафты,Да,Содержание,Адаптация,Активные,Аналоги: футурология
22,Эко-дизайн территории,Да,Содержание,Социальная регуляция,Активные,Аналоги: экология
23,Инклюзивный ландшафт,Да,Содержание,Социальная динамика,Активные,Аналоги: социология
24,Интеграция VR/AR технологий,Да,Структура,Инновация,Активные,Аналоги: ИТ
25,Использование водосберегающих технологий,Да,Содержание,Экономия,Активные,Аналоги: инженерия
26,Климатическая адаптация ландшафта,Да,Содержание,Адаптация,Постепенные,Аналоги: экология
27,Символизация ландшафта,Да,Содержание,Экспрессия,Активные,Аналоги: семиотика
28,Ландшафт как средство идентичности,Да,Содержание,Социальная динамика,Активные,Аналоги: культурология
