№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Перенос сюжета на разные платформы,Условно,нормы,принцип эволюции,цикличные/каскадные,Аналоги существуют
2,Синхронизация сюжетных линий,Да,содержание,принцип устойчивости,дискретные/континуальные,Уникальный
3,Создание медиаконтента для нескольких каналов,Нет,пространство,принцип системности,явные/латентные,Аналоги существуют
4,Проектирование взаимодействия аудитории,Условно,структура,принцип системности,институциональные/неформальные,Уникальный
5,Разработка общей вселенной,Условно,дискурс,принцип медиатеории,цикличные/каскадные,Аналоги существуют
6,Интеграция медийных франшиз,Нет,тело/материя,принцип этики,явные/латентные,Уникальный
7,Построение мировопостроения,Да,значения,принцип конвергенции,цикличные/каскадные,Аналоги существуют
8,Курация контента,Да,экономика/обмен,принцип конвергенции,явные/латентные,Уникальный
9,Определение точки входа,Да,технология/инфраструктура,принцип взаимозависимости,мгновенные/постепенные,Уникальный
10,Разработка сценариев для различных медиа,Условно,институты,принцип конвергенции,необходимые/возможные,Уникальный
11,Соединение платформных историй,Нет,время/ритм,принцип этики,дискретные/континуальные,Аналоги существуют
12,Планирование кроссплатформенной кампании,Да,технология/инфраструктура,принцип эволюции,явные/латентные,Аналоги существуют
13,Создание интерактивных элементов,Условно,память/наследие,принцип взаимозависимости,явные/латентные,Уникальный
14,Согласование дизайна персонажей,Да,структура,принцип модальности,дискретные/континуальные,Уникальный
15,Разработка временной линии,Условно,символы,принцип целостности,эндогенные/экзогенные,Аналоги существуют
16,Определение каналов коммуникации,Да,структура,принцип конвергенции,индивидуальные/коллективные,Уникальный
17,Применение методики storytelling,Нет,содержание,принцип интердисциплинарности,эндогенные/экзогенные,Уникальный
18,Управление фан-сообществом,Условно,содержание,принцип интердисциплинарности,мгновенные/постепенные,Аналоги существуют
19,Сбор обратной связи,Условно,значения,принцип модальности,институциональные/неформальные,Аналоги существуют
20,Анализ отклика аудитории,Условно,тело/материя,принцип интердисциплинарности,мгновенные/постепенные,Уникальный
21,Поддержка консистентности бренда,Нет,память/наследие,принцип конвергенции,необходимые/возможные,Уникальный
22,Коллаборация с создателями,Условно,нормы,принцип интердисциплинарности,необходимые/возможные,Уникальный
23,Интеграция социальных медиа,Условно,поведение,принцип устойчивости,институциональные/неформальные,Уникальный
24,Оптимизация пользовательского опыта,Нет,пространство,принцип целостности,цикличные/каскадные,Аналоги существуют
25,Оценка эффективности повествования,Нет,пространство,принцип системности,явные/латентные,Уникальный
26,Разработка мобильных приложений,Условно,институты,принцип эволюции,институциональные/неформальные,Уникальный
27,Создание веб-эпизодов,Нет,содержание,принцип интердисциплинарности,цикличные/каскадные,Уникальный
28,Оформление merchandise,Условно,институты,принцип модальности,индивидуальные/коллективные,Уникальный
29,Настройка правил канона,Да,пространство,принцип системности,цикличные/каскадные,Аналоги существуют
30,Мониторинг отклонений,Нет,отношения,принцип медиатеории,явные/латентные,Уникальный
31,Разработка ARG (alternate reality game),Да,тело/материя,принцип адаптации,индивидуальные/коллективные,Аналоги существуют
32,Адаптация сюжетов под локальную аудиторию,Да,содержание,принцип медиатеории,институциональные/неформальные,Аналоги существуют
33,Планирование выхода контента,Нет,время/ритм,принцип устойчивости,институциональные/неформальные,Уникальный
34,Создание тизеров,Да,отношения,принцип обратной связи,индивидуальные/коллективные,Аналоги существуют
35,Разработка геймификаций,Нет,поведение,принцип модальности,явные/латентные,Аналоги существуют
36,Определение контрольных точек,Нет,структура,принцип устойчивости,институциональные/неформальные,Уникальный
37,Оценка KPI,Нет,содержание,принцип эволюции,дискретные/континуальные,Аналоги существуют
38,Создание дополнительного опыта,Нет,идентичность/границы,принцип интердисциплинарности,дискретные/континуальные,Уникальный
39,Публикация дополнительных материалов,Да,дискурс,принцип обратной связи,эндогенные/экзогенные,Уникальный
40,Сотрудничество с издателями,Нет,время/ритм,принцип интердисциплинарности,индивидуальные/коллективные,Аналоги существуют
41,Встраивание QR-кодов,Да,память/наследие,принцип обратной связи,индивидуальные/коллективные,Уникальный
42,Постановка задач сценаристам,Да,состояние,принцип интердисциплинарности,цикличные/каскадные,Аналоги существуют
43,Организация фан-ивентов,Нет,память/наследие,принцип медиатеории,необходимые/возможные,Аналоги существуют
44,Построение лора,Нет,экономика/обмен,принцип системности,явные/латентные,Уникальный
45,Проверка каноничности,Условно,память/наследие,принцип модальности,индивидуальные/коллективные,Аналоги существуют
46,Интеграция UGC (user-generated content),Да,технология/инфраструктура,принцип обратной связи,явные/латентные,Аналоги существуют
47,Анализ рыночной реакций,Нет,тело/материя,принцип медиатеории,институциональные/неформальные,Уникальный
48,Синхронизация монетизации,Условно,отношения,принцип системности,необходимые/возможные,Аналоги существуют
49,Мониторинг продвигаемых хэштегов,Нет,тело/материя,принцип устойчивости,эндогенные/экзогенные,Аналоги существуют
