№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Декодирование символов,Нет,состояние,принцип критического анализа,явные/латентные,Аналоги существуют
2,Критический анализ медиа,Нет,значения,принцип критического анализа,институциональные/неформальные,Уникальный
3,Оценка источников,Да,структура,принцип медиатеории,эндогенные/экзогенные,Аналоги существуют
4,Разбор скрытых сообщений,Да,отношения,принцип интердисциплинарности,институциональные/неформальные,Аналоги существуют
5,Определение целевой аудитории,Да,содержание,принцип медиатеории,дискретные/континуальные,Уникальный
6,Идентификация манипуляций,Да,значения,принцип конвергенции,индивидуальные/коллективные,Аналоги существуют
7,Сравнение источников информации,Да,нормы,принцип эволюции,мгновенные/постепенные,Аналоги существуют
8,Проверка фактов,Да,время/ритм,принцип модальности,явные/латентные,Аналоги существуют
9,Понимание контекста,Да,тело/материя,принцип критического анализа,дискретные/континуальные,Уникальный
10,Оценка объективности,Нет,идентичность/границы,принцип интердисциплинарности,необходимые/возможные,Аналоги существуют
11,Формирование медиаграмотности,Условно,отношения,принцип адаптации,эндогенные/экзогенные,Уникальный
12,Анализ рекламных стратегий,Нет,отношения,принцип медиатеории,цикличные/каскадные,Аналоги существуют
13,Выявление пропаганды,Да,идентичность/границы,принцип обратной связи,мгновенные/постепенные,Аналоги существуют
14,Учет собственных предубеждений,Да,состояние,принцип системности,мгновенные/постепенные,Аналоги существуют
15,Разработка медиакомпетентности,Нет,технология/инфраструктура,принцип обратной связи,явные/латентные,Уникальный
16,Оценка дизайна,Условно,дискурс,принцип конвергенции,дискретные/континуальные,Уникальный
17,Распознавание фейков,Да,отношения,принцип интердисциплинарности,институциональные/неформальные,Уникальный
18,Синтез разных медиа,Условно,идентичность/границы,принцип конвергенции,явные/латентные,Уникальный
19,Разработка контента,Условно,нормы,принцип критического анализа,индивидуальные/коллективные,Аналоги существуют
20,Различение между мнением и фактом,Условно,пространство,принцип обратной связи,дискретные/континуальные,Аналоги существуют
21,Интерпретация статистики,Нет,функция,принцип интердисциплинарности,явные/латентные,Уникальный
22,Оценка достоверности,Да,дискурс,принцип конвергенции,явные/латентные,Уникальный
23,Осознание эмоционального влияния,Нет,экономика/обмен,принцип конвергенции,дискретные/континуальные,Уникальный
24,Формирование цифровой безопасности,Нет,время/ритм,принцип интердисциплинарности,дискретные/континуальные,Аналоги существуют
25,Понимание алгоритмов,Да,содержание,принцип эволюции,дискретные/континуальные,Уникальный
26,Взаимодействие в социальных сетях,Нет,технология/инфраструктура,принцип системности,эндогенные/экзогенные,Уникальный
27,Разработка медиапланов,Условно,нормы,принцип критического анализа,дискретные/континуальные,Уникальный
28,Анализ визуального сторителлинга,Нет,значения,принцип устойчивости,институциональные/неформальные,Уникальный
29,Распознавание клише,Да,идентичность/границы,принцип медиатеории,мгновенные/постепенные,Уникальный
30,Использование этических практик,Да,время/ритм,принцип обратной связи,мгновенные/постепенные,Аналоги существуют
31,Сравнение новостных источников,Да,технология/инфраструктура,принцип модальности,дискретные/континуальные,Уникальный
32,Понимание авторских прав,Условно,дискурс,принцип интердисциплинарности,институциональные/неформальные,Уникальный
33,Оценка корректности данных,Нет,пространство,принцип адаптации,дискретные/континуальные,Аналоги существуют
34,Создание медиапроектов,Условно,состояние,принцип обратной связи,институциональные/неформальные,Уникальный
35,Обучение критическому мышлению,Нет,нормы,принцип эволюции,явные/латентные,Уникальный
36,Разработка политики СМИ,Да,экономика/обмен,принцип целостности,индивидуальные/коллективные,Уникальный
37,Определение экономической модели медиа,Условно,экономика/обмен,принцип целостности,необходимые/возможные,Аналоги существуют
38,Соблюдение норм конфиденциальности,Условно,нормы,принцип конвергенции,эндогенные/экзогенные,Уникальный
39,Понимание поведения аудитории,Условно,поведение,принцип критического анализа,индивидуальные/коллективные,Аналоги существуют
40,Оценка медийной прозрачности,Нет,структура,принцип адаптации,цикличные/каскадные,Аналоги существуют
41,Определение роли медиа в демократическом обществе,Условно,содержание,принцип целостности,индивидуальные/коллективные,Уникальный
42,Изучение медиавлияния,Да,память/наследие,принцип обратной связи,индивидуальные/коллективные,Уникальный
43,Интерпретация метрик,Условно,технология/инфраструктура,принцип конвергенции,дискретные/континуальные,Уникальный
44,Разбор редакционных политик,Да,тело/материя,принцип адаптации,институциональные/неформальные,Аналоги существуют
45,Понимание медиаконвергенции,Условно,содержание,принцип целостности,необходимые/возможные,Аналоги существуют
46,Разработка рамок анализа,Да,содержание,принцип целостности,необходимые/возможные,Аналоги существуют
47,Оценка медийных технологий,Условно,отношения,принцип целостности,необходимые/возможные,Аналоги существуют
48,Определение ролей медиа в социальных движениях,Условно,поведение,принцип интердисциплинарности,мгновенные/постепенные,Уникальный
49,Составление медиаспектов,Нет,поведение,принцип обратной связи,индивидуальные/коллективные,Аналоги существуют
50,Оценка цифровой грамотности,Да,идентичность/границы,принцип интердисциплинарности,необходимые/возможные,Аналоги существуют
