№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Изучение влияния медиа на поведение,Да,время/ритм,принцип обратной связи,эндогенные/экзогенные,Уникальный
2,Исследование восприятия медийных образов,Условно,поведение,принцип критического анализа,мгновенные/постепенные,Уникальный
3,Определение эмоциональных реакций,Условно,экономика/обмен,принцип эволюции,явные/латентные,Аналоги существуют
4,Анализ зависимости от медиа,Нет,институты,принцип системности,дискретные/континуальные,Уникальный
5,Изучение влияние соцсетей,Условно,тело/материя,принцип этики,эндогенные/экзогенные,Уникальный
6,Определение когнитивной нагрузки,Условно,состояние,принцип системности,цикличные/каскадные,Аналоги существуют
7,Исследование эффекта присутствия,Нет,нормы,принцип взаимозависимости,необходимые/возможные,Аналоги существуют
8,Изучение взаимодействия в виртуальной реальности,Да,функция,принцип системности,институциональные/неформальные,Аналоги существуют
9,Анализ идентификации с персонажами,Нет,функция,принцип эволюции,индивидуальные/коллективные,Аналоги существуют
10,Исследование медиастрессов,Условно,функция,принцип системности,индивидуальные/коллективные,Уникальный
11,Определение уровня эмпатии,Условно,символы,принцип модальности,институциональные/неформальные,Аналоги существуют
12,Анализ зависимость от видеоигр,Да,содержание,принцип целостности,необходимые/возможные,Аналоги существуют
13,Изучение когнитивного развития,Условно,экономика/обмен,принцип интердисциплинарности,институциональные/неформальные,Уникальный
14,Определение медийной агрессии,Условно,пространство,принцип критического анализа,институциональные/неформальные,Уникальный
15,Исследование медиаметодов воздействия,Условно,идентичность/границы,принцип взаимозависимости,явные/латентные,Аналоги существуют
16,Изучение аддиктивного поведения,Да,пространство,принцип этики,эндогенные/экзогенные,Уникальный
17,Анализ медиапредпочтений,Да,память/наследие,принцип устойчивости,необходимые/возможные,Аналоги существуют
18,Определение медийной навигации,Нет,экономика/обмен,принцип устойчивости,дискретные/континуальные,Уникальный
19,Исследование механизма внимания,Да,нормы,принцип целостности,институциональные/неформальные,Аналоги существуют
20,Изучение влияния рекламы,Да,время/ритм,принцип этики,институциональные/неформальные,Аналоги существуют
21,Определение медиального восприятия,Нет,идентичность/границы,принцип медиатеории,институциональные/неформальные,Аналоги существуют
22,Изучение формирования мнения,Условно,институты,принцип обратной связи,институциональные/неформальные,Аналоги существуют
23,Анализ влияния медиа на сон,Нет,институты,принцип критического анализа,явные/латентные,Уникальный
24,Исследование формирования самооценки,Условно,нормы,принцип эволюции,эндогенные/экзогенные,Уникальный
25,Определение медиаморали,Да,функция,принцип устойчивости,дискретные/континуальные,Уникальный
26,Изучение социального сравнения,Нет,память/наследие,принцип устойчивости,эндогенные/экзогенные,Уникальный
27,Анализ поведения в сетях,Условно,память/наследие,принцип этики,эндогенные/экзогенные,Аналоги существуют
28,Изучение роли стереотипов,Да,символы,принцип эволюции,дискретные/континуальные,Уникальный
29,Определение адаптации в медиа,Условно,состояние,принцип адаптации,институциональные/неформальные,Аналоги существуют
30,Исследование подросткового поведения,Да,пространство,принцип конвергенции,индивидуальные/коллективные,Уникальный
31,Анализ суицида после медиа,Нет,идентичность/границы,принцип критического анализа,необходимые/возможные,Аналоги существуют
32,Изучение эффекта кликбейта,Условно,пространство,принцип медиатеории,индивидуальные/коллективные,Уникальный
33,Исследование контентного насыщения,Условно,функция,принцип интердисциплинарности,цикличные/каскадные,Аналоги существуют
34,Определение потребностей аудитории,Да,институты,принцип модальности,дискретные/континуальные,Уникальный
35,Изучение доверия к медиа,Да,идентичность/границы,принцип обратной связи,необходимые/возможные,Аналоги существуют
36,Анализ влияния фейков,Да,тело/материя,принцип конвергенции,мгновенные/постепенные,Уникальный
37,Изучение эффектов VR/AR,Нет,состояние,принцип эволюции,необходимые/возможные,Уникальный
38,Определение медиасимпатии,Нет,технология/инфраструктура,принцип этики,эндогенные/экзогенные,Уникальный
39,Исследование разных типов аудитории,Нет,институты,принцип интердисциплинарности,индивидуальные/коллективные,Аналоги существуют
40,Анализ медийного давления,Условно,память/наследие,принцип обратной связи,дискретные/континуальные,Аналоги существуют
41,Изучение медийного образования,Нет,пространство,принцип медиатеории,индивидуальные/коллективные,Аналоги существуют
42,Определение роли медиа в формировании идентичности,Нет,идентичность/границы,принцип взаимозависимости,необходимые/возможные,Уникальный
43,Исследование медийной усталости,Условно,нормы,принцип устойчивости,цикличные/каскадные,Аналоги существуют
44,Определение медийной зависимости,Условно,значения,принцип интердисциплинарности,цикличные/каскадные,Уникальный
45,Изучение масс-медиа и политических предпочтений,Нет,идентичность/границы,принцип целостности,индивидуальные/коллективные,Уникальный
46,Анализ нейромаркетинга,Нет,содержание,принцип интердисциплинарности,мгновенные/постепенные,Аналоги существуют
47,Изучение психологического воздействия рекламы,Нет,дискурс,принцип конвергенции,индивидуальные/коллективные,Уникальный
48,Определение времени потребления,Условно,символы,принцип конвергенции,необходимые/возможные,Уникальный
49,Изучение влияния медиа на групповое поведение,Нет,поведение,принцип целостности,явные/латентные,Аналоги существуют
