№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Использование мобильной EEG для мониторинга усталости,Да,технология/инфраструктура,Принцип мониторинга состояния,непрерывные; индивидуальные; экзогенные,Уникально
2,Применение fNIRS для оценки когнитивной нагрузки,Да,технология/инфраструктура,Принцип оценки кровотока,непрерывные; индивидуальные; экзогенные,Уникально
3,Мозг‑компьютерный интерфейс для управления устройствами,Условно,технология/инфраструктура,Принцип прямого нейроуправления,непрерывные; индивидуальные; экзогенные,Уникально
4,"Нейроадаптивные интерфейсы, подстраивающие сложность задачи",Да,функция,Принцип адаптивности,непрерывные; индивидуальные; экзогенные,Уникально
5,Анализ кортикомышечной когерентности для корректировки нагрузок,Да,состояние,Принцип связи мозга и мышц,непрерывные; индивидуальные; экзогенные,Уникально
6,Мониторинг микросонливости водителей с нейросенсорами,Да,состояние,Принцип обнаружения сонливости,непрерывные; индивидуальные; экзогенные,Уникально
7,Нейрообратная связь для тренировки концентрации,Да,идентичность/границы,Принцип нейрообратной связи,непрерывные; индивидуальные; эндогенные/экзогенные,Уникально
8,Использование VR с нейрообратной связью для реабилитации,Да,технология/инфраструктура,Принцип виртуальной реабилитации,непрерывные; индивидуальные; экзогенные,Уникально
9,Адаптация рабочих сессий на основе нейробиологических показателей,Да,время/ритм,Принцип биоритмической адаптации,непрерывные; индивидуальные; институциональные,Уникально
10,Транскраниальная стимуляция для повышения бдительности,Условно,тело/материя,Принцип нейромодуляции,дискретные; индивидуальные; экзогенные,Уникально
11,Интеграция нейрофизиологических данных в системы предотвращения ошибок,Да,технология/инфраструктура,Принцип предиктивной безопасности,непрерывные; коллективные; экзогенные,Уникально
12,Разработка индивидуальных профилей когнитивной выносливости,Да,идентичность/границы,Принцип персонализированного профилирования,непрерывные; индивидуальные,Уникально
13,Исследование влияния стрессоров на нейродинамику и корректировка условий,Да,состояние,Принцип стресс-анализа,постепенные; индивидуальные,Уникально
14,Использование нейронных индексов для оценки эффективности обучения,Да,память/наследие,Принцип нейрооценки обучения,непрерывные; индивидуальные,Уникально
15,Создание нейроэргономических стандартов для носимых устройств,Условно,нормы,Принцип стандартизации носимых нейроустройств,постепенные; институциональные,Уникально
