№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Измерение потребления кислорода (VO2 max),Да,функция,аэробная способность,экзогенные;дискретные;индивидуальные,Уникально для физиологии
2,Мониторинг лактатного порога,Да,функция,анаэробный обмен,индивидуальные;дискретные,Пересечение с тренировочной теорией
3,Планирование гипоксической адаптации,Условно,состояние,физиологическая акклиматизация,постепенные;индивидуальные;эндогенные,Пересечение с спортмедициной
4,Оценка сердечного ритма и вариабельности,Да,функция,гомеостатическая регуляция,континуальные;индивидуальные;экзогенные,Уникально
5,Измерение уровней гормонов стресса,Да,состояние,эндокринная реакция,экзогенные;дискретные,Пересечение с психология
6,Настройка гидратационного баланса,Условно,функция,осмотический принцип,континуальные;индивидуальные,Пересечение с спортивным питанием
7,Контроль терморегуляции при тренировках,Да,состояние,тепловой обмен,континуальные;индивидуальные;экзогенные,Уникально
8,Изучение эффекта креатина и буфера фосфагена,Условно,функция,энергетические системы,дискретные;индивидуальные,Пересечение с питанием
9,Измерение устойчивости к усталости (EMG анализ),Да,функция,нейромышечная активность,экзогенные;дискретные;индивидуальные,Пересечение с биомеханикой
10,Программирование периодов восстановления и сна,Да,время/ритм,циркадные ритмы,цикличные;индивидуальные;эндогенные,Пересечение с тренировочной теорией
11,Оценка адаптации сердечно-сосудистой системы к тренировке,Да,функция,кардиореспираторная пластичность,постепенные;индивидуальные,Уникально
12,Исследование влияния температурных условий на производительность,Да,состояние,физиологическая термодинамика,постепенные;индивидуальные;экзогенные,Пересечение с тактикой
13,Контроль уровня гликогена в мышцах,Условно,содержание,энергетический обмен,дискретные;индивидуальные,Пересечение с питанием
14,Изучение влияния аэробных и анаэробных тренировок на митохондрии,Условно,функция,клеточная биогенез,постепенные;индивидуальные,Уникально
15,Измерение восстановительных процессов после нагрузок (тест CK),Да,состояние,маркеры повреждения,дискретные;индивидуальные;экзогенные,Пересечение с спортмедициной
