№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Развитие навыков визуализации и воображения,Да,поведение,когнитивная репетиция,индивидуальные;мгновенные;эндогенные,Уникально для психологии
2,Управление стрессом и тревожностью,Условно,состояние,когнитивно-поведенческая терапия,индивидуальные;постепенные,Пересечение с спортивной медициной
3,Повышение мотивации через постановку целей,Да,значения,SMART-метод,индивидуальные;дискретные,Пересечение с тренерской теорией
4,Развитие концентрации внимания и фокусировки,Да,поведение,медитативные техники,индивидуальные;постепенные,Уникально
5,Формирование командного духа и сплоченности,Да,отношения,теория социального воздействия,коллективные;постепенные,Пересечение с педагогикой
6,Усиление самоэффективности и уверенности,Да,идентичность/границы,теория Бандуры,индивидуальные;постепенные,Уникально
7,Использование позитивной саморечи,Да,дискурс,когнитивная реструктуризация,индивидуальные;мгновенные,Пересечение с психологией
8,Контроль уровня возбуждения и энергии,Условно,состояние,теория оптимального возбуждения,индивидуальные;постепенные,Пересечение с физиологией
9,Разработка стратегий преодоления неудач,Да,поведение,адаптивная регуляция,индивидуальные;постепенные,Пересечение с тренировкой
10,Обучение техникам общения и лидерства,Да,отношения,социально-когнитивный подход,коллективные;постепенные,Пересечение с педагогикой
11,Психопрофилактика выгорания спортсменов,Да,состояние,баланс нагрузки и отдыха,индивидуальные;постепенные,Пересечение с медициной
12,Когнитивная переоценка травм и болевых ощущений,Условно,значения,теория болевых ворот,индивидуальные;постепенные,Пересечение с спортмедициной
13,Внедрение ритуалов перед соревнованиями,Да,нормы,психологическая подготовка,индивидуальные;коллективные;мгновенные,Пересечение с ритуаловедением
14,Развитие интуиции и мгновенных решений,Условно,поведение,обучение через опыт,индивидуальные;постепенные,Пересечение с тактикой
15,Использование биологической обратной связи (биофидбек),Да,технология/инфраструктура,нейрофидбек,индивидуальные;экзогенные;дискретные,Пересечение с аналитикой
