№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Индивидуальная оценка потребностей,Нет,функция,принцип активности,необходимые/возможные,аналог
2,Разработка индивидуальной образовательной программы,Условно,отношения,принцип педагогической любви,индивидуальные/коллективные,уникальный
3,Использование адаптированных материалов,Условно,пространство,принцип педагогической любви,явные/латентные,аналог
4,Обеспечение доступной среды,Да,пространство,принцип рефлексии,институциональные/неформальные,аналог
5,Привлечение специалистов,Да,символы,принцип критичности,индивидуальные/коллективные,аналог
6,Согласование с семьей,Условно,институты,принцип критичности,мгновенные/постепенные,уникальный
7,Применение ассистивных технологий,Нет,технология/инфраструктура,принцип самостоятельности,необходимые/возможные,уникальный
8,Постоянный мониторинг,Нет,состояние,принцип практичности,индивидуальные/коллективные,уникальный
9,Коррекция программы,Нет,значения,принцип рефлексии,цикличные/каскадные,уникальный
10,Обучение навыкам самообслуживания,Нет,символы,принцип системности,необходимые/возможные,уникальный
11,Оценка сенсорных потребностей,Да,дискурс,принцип критичности,явные/латентные,уникальный
12,Развитие коммуникативных навыков,Нет,пространство,принцип педагогической любви,цикличные/каскадные,уникальный
13,Поддержка интеграции в коллектив,Нет,структура,принцип практичности,мгновенные/постепенные,уникальный
14,Разработка альтернативных форм общения,Нет,структура,принцип системности,цикличные/каскадные,уникальный
15,Проведение коррекционных занятий,Условно,тело/материя,принцип обратной связи,индивидуальные/коллективные,аналог
16,Обучение жизненным навыкам,Нет,поведение,принцип рефлексии,дискретные/континуальные,уникальный
17,Использование визуальных подсказок,Да,функция,принцип коллаборации,явные/латентные,уникальный
18,Введение расписания,Да,технология/инфраструктура,принцип обратной связи,институциональные/неформальные,уникальный
19,Работа с эмоциональной регуляцией,Условно,поведение,принцип активности,цикличные/каскадные,аналог
20,Сотрудничество с психотерапевтами,Нет,институты,принцип практичности,необходимые/возможные,уникальный
21,Адаптация социальных ситуаций,Нет,функция,принцип системности,индивидуальные/коллективные,уникальный
22,Снижение барьеров,Да,экономика/обмен,принцип системности,эндогенные/экзогенные,уникальный
23,Создание безбарьерной среды,Да,функция,принцип обратной связи,институциональные/неформальные,аналог
24,Обучение родителей,Нет,нормы,принцип практичности,необходимые/возможные,аналог
25,Использование позитивного подкрепления,Нет,время/ритм,принцип системности,дискретные/континуальные,аналог
26,Применение сенсорной интеграции,Условно,память/наследие,принцип самостоятельности,цикличные/каскадные,аналог
27,Подготовка перехода,Да,дискурс,принцип самостоятельности,явные/латентные,аналог
28,Консультации для учителей,Нет,технология/инфраструктура,принцип педагогической любви,дискретные/континуальные,аналог
29,Междисциплинарное взаимодействие,Нет,технология/инфраструктура,принцип активности,явные/латентные,аналог
30,Поощрение самостоятельности,Да,нормы,принцип рефлексии,мгновенные/постепенные,уникальный
31,Учет медицинских показаний,Условно,структура,принцип активности,индивидуальные/коллективные,уникальный
32,Развитие моторики,Условно,идентичность/границы,принцип критичности,явные/латентные,аналог
33,Планирование переходов,Нет,время/ритм,принцип обратной связи,необходимые/возможные,аналог
34,Регулярная оценка,Условно,время/ритм,принцип коллаборации,явные/латентные,аналог
35,Участие в игровой терапии,Нет,состояние,принцип педагогической любви,институциональные/неформальные,аналог
36,Развитие речи,Нет,идентичность/границы,принцип критичности,дискретные/континуальные,уникальный
37,Формирование социальных историй,Условно,функция,принцип активности,эндогенные/экзогенные,аналог
38,Снижение тревожности,Нет,идентичность/границы,принцип обратной связи,эндогенные/экзогенные,уникальный
39,Использование альтернативной коммуникации,Условно,тело/материя,принцип адаптивности,индивидуальные/коллективные,аналог
40,Применение PECS,Нет,институты,принцип активности,мгновенные/постепенные,уникальный
41,Занятия трудовой терапией,Нет,идентичность/границы,принцип инклюзии,эндогенные/экзогенные,аналог
42,Построение доверия,Да,состояние,принцип инклюзии,эндогенные/экзогенные,уникальный
43,Развитие навыков самозащиты,Нет,время/ритм,принцип критичности,явные/латентные,уникальный
44,Стимулирование сенсорного восприятия,Условно,символы,принцип адаптивности,эндогенные/экзогенные,уникальный
45,Разработка навыков планирования,Условно,технология/инфраструктура,принцип активности,цикличные/каскадные,аналог
46,Коррекция поведения,Условно,технология/инфраструктура,принцип обратной связи,мгновенные/постепенные,уникальный
47,Поддержка ровесников,Да,отношения,принцип педагогической любви,явные/латентные,аналог
48,Развитие межличностных отношений,Да,структура,принцип активности,явные/латентные,аналог
