№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Проблематизация содержания,Да,функция,принцип педагогической любви,институциональные/неформальные,аналог
2,Анализ властных структур,Условно,содержание,принцип активности,эндогенные/экзогенные,аналог
3,Обсуждение социальных вопросов,Да,структура,принцип критичности,эндогенные/экзогенные,уникальный
4,Развитие критического сознания,Условно,отношения,принцип практичности,необходимые/возможные,уникальный
5,Вовлечение учащихся в диалог,Да,поведение,принцип активности,индивидуальные/коллективные,аналог
6,Деконструкция текста,Условно,дискурс,принцип самостоятельности,индивидуальные/коллективные,аналог
7,Ситуативное обучение,Условно,отношения,принцип самостоятельности,явные/латентные,уникальный
8,Соединение теории и практики,Да,время/ритм,принцип системности,дискретные/континуальные,уникальный
9,Рефлексия угнетения,Нет,экономика/обмен,принцип педагогической любви,индивидуальные/коллективные,уникальный
10,Создание безопасного пространства,Нет,институты,принцип практичности,эндогенные/экзогенные,аналог
11,Поощрение активизма,Условно,символы,принцип инклюзии,институциональные/неформальные,уникальный
12,Обучение демократии,Условно,тело/материя,принцип активности,институциональные/неформальные,аналог
13,Признание субъективности знаний,Нет,пространство,принцип самостоятельности,мгновенные/постепенные,аналог
14,Обсуждение привилегий,Нет,структура,принцип рефлексии,цикличные/каскадные,аналог
15,Работа с междисциплинарностью,Нет,память/наследие,принцип практичности,индивидуальные/коллективные,уникальный
16,Развитие эмпатии,Да,содержание,принцип обратной связи,необходимые/возможные,аналог
17,Проектирование трансформационных задач,Да,память/наследие,принцип адаптивности,индивидуальные/коллективные,уникальный
18,Коллективное исследование,Да,значения,принцип педагогической любви,необходимые/возможные,уникальный
19,Анализ медиа,Условно,идентичность/границы,принцип обратной связи,эндогенные/экзогенные,аналог
20,Интеркультурный диалог,Нет,содержание,принцип обратной связи,необходимые/возможные,уникальный
21,Использование метода нарратива,Нет,память/наследие,принцип системности,дискретные/континуальные,уникальный
22,Переосмысление истории,Нет,время/ритм,принцип педагогической любви,необходимые/возможные,аналог
23,Различение идеологий,Условно,символы,принцип рефлексии,явные/латентные,уникальный
24,Поощрение ответственности,Да,экономика/обмен,принцип коллаборации,необходимые/возможные,аналог
25,Использование вопросной педагогики,Нет,тело/материя,принцип обратной связи,дискретные/континуальные,аналог
26,Построение кооперативных структур,Нет,идентичность/границы,принцип инклюзии,дискретные/континуальные,аналог
27,Поддержка маргинализированных голосов,Условно,отношения,принцип системности,необходимые/возможные,уникальный
28,Анализ дискурса,Да,содержание,принцип практичности,необходимые/возможные,аналог
29,Совместное создание знаний,Да,нормы,принцип активности,индивидуальные/коллективные,аналог
30,Критика стандартизированных тестов,Да,состояние,принцип критичности,явные/латентные,уникальный
31,Связывание обучения с опытом,Да,нормы,принцип критичности,мгновенные/постепенные,аналог
32,Поддержка участия в сообществе,Нет,структура,принцип коллаборации,индивидуальные/коллективные,уникальный
33,Деколонизация учебных программ,Нет,поведение,принцип самостоятельности,эндогенные/экзогенные,уникальный
34,Развитие культурной компетентности,Условно,тело/материя,принцип рефлексии,необходимые/возможные,уникальный
35,Формирование солидарности,Да,идентичность/границы,принцип инклюзии,необходимые/возможные,аналог
36,Переосмысление оценки,Нет,значения,принцип активности,явные/латентные,аналог
37,Использование искусств,Условно,время/ритм,принцип критичности,дискретные/континуальные,уникальный
38,Создание критических материалов,Да,функция,принцип самостоятельности,индивидуальные/коллективные,аналог
39,Повышение политической грамотности,Условно,поведение,принцип критичности,необходимые/возможные,уникальный
40,Отражение личных историй,Да,пространство,принцип коллаборации,индивидуальные/коллективные,аналог
41,Исключение авторитарных практик,Да,время/ритм,принцип системности,мгновенные/постепенные,уникальный
42,Менторство,Условно,значения,принцип инклюзии,институциональные/неформальные,аналог
43,Переосмысление отношений власть-ученик,Условно,структура,принцип обратной связи,эндогенные/экзогенные,уникальный
44,Развитие агентности,Нет,экономика/обмен,принцип инклюзии,явные/латентные,аналог
45,Расширение возможностей,Да,содержание,принцип критичности,необходимые/возможные,уникальный
46,Осмысление категорий идентичности,Условно,время/ритм,принцип практичности,необходимые/возможные,аналог
47,Изучение угнетения,Да,значения,принцип инклюзии,необходимые/возможные,уникальный
48,Анализ скрытого учебного плана,Нет,технология/инфраструктура,принцип системности,мгновенные/постепенные,уникальный
