№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Диагностический анализ двигательных нарушений,Да,тело/материя,клиническая диагностика,необходимые; дискретные; индивидуальные; явные,
2,Применение стандартизированных протоколов,Да,нормы,доказательная медицина,необходимые; дискретные; индивидуальные; институциональные; явные,
3,Назначение лечебных упражнений,Да,тело/материя,физиотерапия,необходимые; континуальные; индивидуальные; явные,
4,Мониторинг показателей здоровья,Да,состояние,медицинский контроль,необходимые; континуальные; индивидуальные; явные,
5,Измерение амплитуды движений,Да,тело/материя,кинезиология,необходимые; дискретные; индивидуальные; явные,
6,Определение уровня боли,Да,состояние,измерение боли,необходимые; континуальные; индивидуальные; явные,
7,Интеграция медикаментозного лечения,Условно,тело/материя,фармакотерапия,возможные; континуальные; индивидуальные; институциональные; явные,
8,Корректировка позы и осанки,Да,тело/материя,ортопедия,необходимые; постепенные; индивидуальные; явные,
9,Функциональное тестирование,Да,функция,функциональная диагностика,необходимые; дискретные; индивидуальные; явные,
10,Реабилитация после травм,Условно,состояние,реабилитационная медицина,возможные; постепенные; индивидуальные; явные,
11,Сотрудничество с врачами и физиотерапевтами,Да,отношения,междисциплинарный подход,необходимые; континуальные; коллективные; явные,
12,Отслеживание прогресса через объективные данные,Да,состояние,метрики,необходимые; континуальные; индивидуальные; явные,
13,Разработка индивидуального плана лечения,Да,функция,индивидуализация,необходимые; дискретные; индивидуальные; явные,
14,Оценка эффективности терапии,Да,функция,оценка результатов,необходимые; дискретные; индивидуальные; явные,
15,Коррекция техники выполнения движений,Да,поведение,двигательный контроль,возможные; континуальные; индивидуальные; явные,
