№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Создание безопасного контейнера,Да,состояние,психологическая безопасность,необходимые; мгновенные; коллективные; явные,Уникально для психодинамики
2,Свободная ассоциация через движение,Условно,поведение,свободные ассоциации,возможные; континуальные; индивидуальные; эндогенные; явные,Аналог в гуманистическом подходе
3,Исследование символических образов,Да,символы,символизм,возможные; постепенные; индивидуальные; эндогенные; латентные,Связь с интегративным подходом
4,Работа с защитными механизмами,Условно,идентичность/границы,психодинамика,необходимые; постепенные; индивидуальные; латентные,Похоже на подход к травме
5,Анализ переноса,Нет,отношения,перенос,возможные; дискретные; индивидуальные; явные,Уникальный элемент психодинамики
6,Работа с контрпереносом терапевта,Нет,отношения,контрперенос,необходимые; континуальные; индивидуальные; латентные,Уникальный процесс
7,Исследование движений раннего детства,Да,память/наследие,регрессия,возможные; постепенные; индивидуальные; латентные,Связь с развивающим подходом
8,Работа с фигурами 'Отец-Мать' через парный танец,Да,отношения,объектные отношения,возможные; дискретные; коллективные; явные,Уникально
9,Разъяснение сновидений через движение,Да,память/наследие,анализ сновидений,возможные; дискретные; индивидуальные; явные,Аналог в интегративном подходе
10,Проработка травматических сцен через ритуал прощания,Условно,память/наследие,катарсис,возможные; дискретные; индивидуальные; явные,Связь с травма-информированным подходом
11,Исследование импульсов тела,Да,поведение,психосоматика,возможные; континуальные; индивидуальные; латентные,
12,Процесс 'отыгрывание' забытых эмоций,Условно,поведение,эмоциональная разрядка,необходимые; дискретные; индивидуальные; явные,
13,Постройка нарратива через последовательность движений,Да,дискурс,нарративная терапия,возможные; дискретные; индивидуальные; явные,
14,Перенос внутренних конфликтов на метафорический танец,Да,символы,символический акт,возможные; дискретные; индивидуальные; латентные,
15,Снятие телесных блоков через дыхание и движение,Да,тело/материя,соматика; дыхательные техники,возможные; постепенные; индивидуальные; явные,
