№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Define learning objectives,Нет,идентичность/границы,принцип честной игры,латентные,Уникальный
2,Design educational content,Да,институты,принцип адаптивности,коллективные,Аналоги существуют
3,Integrate storytelling,Да,институты,принцип развлечения,континуальные,Уникальный
4,Implement feedback loops,Да,структура,принцип оптимизации,каскадные,Уникальный
5,Set assessment metrics,Нет,структура,эвристика проб и ошибок,цикличные,Уникальный
6,Design engaging mechanics,Да,структура,эвристика проб и ошибок,необходимые,Аналоги существуют
7,Implement adaptive difficulty,Да,символы,закон вероятностей,экзогенные,Уникальный
8,Ensure alignment with curriculum,Да,состояние,принцип баланса,неформальные,Аналоги существуют
9,Design scenarios,Да,структура,принцип оптимизации,необходимые,Аналоги существуют
10,Implement simulation systems,Условно,пространство,эвристика проб и ошибок,мгновенные,Уникальный
11,Provide debriefing,Да,значения,принцип сложности,экзогенные,Уникальный
12,Design collaborative tasks,Да,идентичность/границы,принцип обратной связи,возможные,Аналоги существуют
13,Implement real-world context,Да,технология/инфраструктура,принцип адаптивности,латентные,Уникальный
14,Set clear instructions,Условно,символы,принцип сложности,дискретные,Уникальный
15,Design reflection points,Да,символы,принцип честной игры,коллективные,Уникальный
16,Use role-playing,Нет,поведение,принцип честной игры,дискретные,Аналоги существуют
17,Implement scoring criteria,Нет,символы,принцип честной игры,каскадные,Аналоги существуют
18,Integrate analytics,Нет,экономика/обмен,принцип адаптивности,латентные,Аналоги существуют
19,Provide scaffolding,Нет,институты,принцип честной игры,неформальные,Аналоги существуют
20,Implement personalization,Нет,дискурс,принцип минимальной достаточности,неформальные,Аналоги существуют
21,Design challenge progression,Да,нормы,принцип вовлечения,неформальные,Аналоги существуют
22,Implement quizzes,Условно,экономика/обмен,принцип развлечения,дискретные,Уникальный
23,Provide reflection journals,Условно,институты,принцип обратной связи,эндогенные,Аналоги существуют
24,Design monitoring tools,Нет,пространство,принцип развлечения,мгновенные,Аналоги существуют
25,Use branching scenarios,Да,идентичность/границы,принцип развлечения,явные,Уникальный
26,Implement training modules,Да,отношения,принцип развлечения,коллективные,Аналоги существуют
27,Provide feedback reports,Условно,дискурс,принцип честной игры,экзогенные,Аналоги существуют
28,Ensure accessibility,Условно,пространство,принцип сложности,необходимые,Аналоги существуют
29,Design iteration loops,Условно,состояние,эвристика проб и ошибок,явные,Аналоги существуют
30,Integrate mini-games,Нет,пространство,принцип последовательности,постепенные,Аналоги существуют
31,Use experiential learning,Да,время/ритм,принцип обратной связи,цикличные,Аналоги существуют
32,Implement reward system,Нет,пространство,принцип обратной связи,явные,Уникальный
33,Design interactive puzzles,Условно,дискурс,принцип баланса,постепенные,Аналоги существуют
34,Incorporate time pressure,Да,отношения,принцип баланса,необходимые,Уникальный
35,Use authentic tasks,Условно,функция,принцип оптимизации,экзогенные,Уникальный
36,Design mission-based learning,Условно,пространство,принцип сложности,эндогенные,Уникальный
37,Implement skill assessments,Нет,содержание,принцип последовательности,явные,Аналоги существуют
38,Provide narrative framing,Условно,поведение,закон вероятностей,континуальные,Уникальный
39,Use 3D environments,Да,тело/материя,принцип адаптивности,индивидуальные,Уникальный
40,Implement stealth learning,Условно,отношения,принцип последовательности,коллективные,Аналоги существуют
41,Provide scoreboard,Условно,нормы,принцип сложности,каскадные,Уникальный
42,Implement resource management,Да,память/наследие,принцип оптимизации,каскадные,Уникальный
43,Design evaluation mechanisms,Да,символы,принцип честной игры,латентные,Аналоги существуют
44,Provide skill reinforcement,Да,тело/материя,принцип минимальной достаточности,постепенные,Уникальный
45,Implement storylines,Условно,символы,принцип последовательности,необходимые,Уникальный
46,Create failure scenarios,Да,институты,принцип честной игры,институциональные,Уникальный
47,Design social interaction,Нет,отношения,принцип последовательности,институциональные,Уникальный
48,Integrate virtual labs,Нет,идентичность/границы,принцип последовательности,постепенные,Уникальный
49,Implement team-based tasks,Нет,поведение,принцип честной игры,мгновенные,Уникальный
