№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Design core loop,Нет,дискурс,принцип минимальной достаточности,возможные,Уникальный
2,Develop resource management,Да,время/ритм,принцип сложности,мгновенные,Аналоги существуют
3,Implement scoring system,Нет,институты,эвристика проб и ошибок,дискретные,Аналоги существуют
4,Balance difficulty curves,Нет,технология/инфраструктура,закон вероятностей,индивидуальные,Уникальный
5,Create risk-reward mechanics,Нет,дискурс,принцип вовлечения,дискретные,Аналоги существуют
6,Tune progression systems,Да,отношения,принцип сложности,дискретные,Аналоги существуют
7,Implement power-ups,Нет,дискурс,принцип оптимизации,институциональные,Уникальный
8,Define victory conditions,Нет,состояние,принцип последовательности,индивидуальные,Уникальный
9,Design player abilities,Нет,отношения,принцип оптимизации,дискретные,Аналоги существуют
10,Implement randomization,Условно,экономика/обмен,принцип обратной связи,необходимые,Уникальный
11,Set control scheme,Условно,содержание,принцип вовлечения,явные,Уникальный
12,Design physics interactions,Нет,память/наследие,принцип адаптивности,дискретные,Аналоги существуют
13,Create puzzle mechanics,Да,символы,принцип сложности,возможные,Аналоги существуют
14,Develop stealth mechanics,Да,институты,принцип вовлечения,неформальные,Уникальный
15,Implement health system,Да,институты,принцип сложности,неформальные,Уникальный
16,Implement crafting system,Нет,значения,принцип оптимизации,цикличные,Аналоги существуют
17,Balance economy,Нет,нормы,принцип честной игры,латентные,Аналоги существуют
18,Design cooldowns,Да,тело/материя,принцип честной игры,каскадные,Уникальный
19,Implement stealth AI,Нет,функция,принцип сложности,институциональные,Уникальный
20,Adjust difficulty scaling,Нет,структура,принцип обратной связи,постепенные,Уникальный
21,Implement loot drops,Да,нормы,принцип баланса,постепенные,Аналоги существуют
22,Tune spawn rates,Да,пространство,принцип развлечения,индивидуальные,Аналоги существуют
23,Set gating mechanics,Условно,состояние,принцип честной игры,цикличные,Аналоги существуют
24,Design character stats,Условно,пространство,эвристика проб и ошибок,мгновенные,Уникальный
25,Implement upgrade trees,Условно,символы,принцип вовлечения,возможные,Уникальный
26,Balance multiplayer matches,Условно,время/ритм,принцип минимальной достаточности,коллективные,Уникальный
27,Tune reward frequency,Нет,функция,закон вероятностей,возможные,Аналоги существуют
28,Design environmental hazards,Нет,символы,принцип честной игры,неформальные,Уникальный
29,Implement puzzle logic,Нет,поведение,принцип минимальной достаточности,латентные,Аналоги существуют
30,Create combo system,Условно,идентичность/границы,принцип последовательности,континуальные,Аналоги существуют
31,Tune AI aggressiveness,Нет,содержание,принцип баланса,каскадные,Аналоги существуют
32,Implement time pressure,Нет,тело/материя,эвристика проб и ошибок,явные,Аналоги существуют
33,Design exploration mechanics,Условно,содержание,принцип вовлечения,возможные,Уникальный
34,Develop stealth detection,Нет,поведение,принцип баланса,экзогенные,Уникальный
35,Implement life system,Условно,экономика/обмен,эвристика проб и ошибок,возможные,Аналоги существуют
36,Adjust speed boost,Нет,пространство,принцип вовлечения,индивидуальные,Уникальный
37,Create hazard avoidance,Нет,символы,принцип оптимизации,необходимые,Уникальный
38,Implement checkpoint system,Да,дискурс,принцип обратной связи,институциональные,Уникальный
39,Design stamina system,Да,экономика/обмен,принцип обратной связи,каскадные,Аналоги существуют
40,Implement perk system,Условно,память/наследие,принцип сложности,индивидуальные,Аналоги существуют
41,Tune control responsiveness,Условно,время/ритм,принцип минимальной достаточности,каскадные,Аналоги существуют
42,Define skill progression,Да,отношения,принцип обратной связи,каскадные,Аналоги существуют
43,Implement character customization,Условно,тело/материя,закон вероятностей,коллективные,Аналоги существуют
44,Develop achievement system,Условно,тело/материя,эвристика проб и ошибок,постепенные,Уникальный
45,Design mini-games,Условно,содержание,принцип адаптивности,институциональные,Уникальный
46,Balance risk vs reward,Нет,структура,принцип баланса,дискретные,Уникальный
47,Implement day-night cycle,Да,время/ритм,эвристика проб и ошибок,постепенные,Аналоги существуют
48,Adjust gravity settings,Условно,институты,принцип развлечения,коллективные,Уникальный
