№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Develop NPC behavior,Условно,пространство,принцип обратной связи,мгновенные,Аналоги существуют
2,Implement pathfinding,Нет,тело/материя,принцип баланса,мгновенные,Аналоги существуют
3,Design decision trees,Условно,технология/инфраструктура,принцип адаптивности,постепенные,Аналоги существуют
4,Implement finite state machines,Нет,экономика/обмен,принцип развлечения,постепенные,Уникальный
5,Develop enemy AI,Нет,институты,эвристика проб и ошибок,необходимые,Аналоги существуют
6,Implement rule-based systems,Нет,память/наследие,принцип минимальной достаточности,индивидуальные,Уникальный
7,Design adaptive difficulty,Да,технология/инфраструктура,закон вероятностей,латентные,Уникальный
8,Implement behavior trees,Да,состояние,принцип развлечения,цикличные,Уникальный
9,Develop utility AI,Да,отношения,принцип сложности,каскадные,Аналоги существуют
10,Implement AI debugging tools,Условно,символы,принцип развлечения,необходимые,Уникальный
11,Design squad tactics,Нет,символы,принцип минимальной достаточности,институциональные,Уникальный
12,Implement emotion modelling,Нет,память/наследие,эвристика проб и ошибок,коллективные,Уникальный
13,Develop agent learning,Условно,состояние,эвристика проб и ошибок,эндогенные,Уникальный
14,Implement neural networks,Условно,пространство,закон вероятностей,необходимые,Уникальный
15,Design stealth AI,Нет,экономика/обмен,принцип обратной связи,неформальные,Аналоги существуют
16,Implement navigation mesh,Да,нормы,принцип адаптивности,индивидуальные,Уникальный
17,Develop scripted behaviours,Условно,символы,принцип адаптивности,институциональные,Уникальный
18,Implement AI perception systems,Условно,технология/инфраструктура,принцип баланса,дискретные,Аналоги существуют
19,Design AI awareness,Условно,память/наследие,принцип минимальной достаточности,постепенные,Аналоги существуют
20,Implement planning algorithms,Условно,структура,принцип баланса,институциональные,Аналоги существуют
21,Develop AI personality traits,Да,значения,принцип честной игры,институциональные,Аналоги существуют
22,Implement path smoothing,Нет,содержание,принцип вовлечения,каскадные,Аналоги существуют
23,Design AI coordination,Нет,пространство,принцип минимальной достаточности,институциональные,Аналоги существуют
24,Implement environment awareness,Да,экономика/обмен,принцип обратной связи,индивидуальные,Аналоги существуют
25,Develop dynamic goal selection,Условно,институты,принцип обратной связи,континуальные,Аналоги существуют
26,Implement search algorithms,Нет,дискурс,принцип сложности,дискретные,Аналоги существуют
27,Design AI memory systems,Условно,содержание,эвристика проб и ошибок,мгновенные,Аналоги существуют
28,Implement machine learning models,Условно,поведение,закон вероятностей,мгновенные,Аналоги существуют
29,Develop procedural AI content,Условно,состояние,принцип минимальной достаточности,дискретные,Аналоги существуют
30,Implement genetic algorithms,Да,пространство,принцип баланса,цикличные,Уникальный
31,Design dialogue AI,Условно,нормы,эвристика проб и ошибок,необходимые,Уникальный
32,Implement reinforcement learning,Условно,поведение,принцип последовательности,дискретные,Уникальный
33,Develop AI training data,Условно,тело/материя,принцип честной игры,эндогенные,Уникальный
34,Implement predictive AI,Да,технология/инфраструктура,принцип адаптивности,индивидуальные,Аналоги существуют
35,Design emergent behaviour,Нет,институты,принцип сложности,явные,Уникальный
36,Implement sensor fusion,Нет,содержание,принцип адаптивности,постепенные,Аналоги существуют
37,Develop dynamic AI roles,Условно,экономика/обмен,принцип развлечения,индивидуальные,Уникальный
38,Implement social AI,Условно,структура,эвристика проб и ошибок,возможные,Аналоги существуют
39,Design AI resource management,Да,институты,эвристика проб и ошибок,мгновенные,Уникальный
40,Implement AI event handling,Нет,значения,принцип последовательности,дискретные,Аналоги существуют
41,Develop cooperative AI,Условно,нормы,принцип оптимизации,континуальные,Аналоги существуют
42,Implement agent communication,Условно,экономика/обмен,принцип сложности,необходимые,Уникальный
43,Design adaptive responses,Условно,технология/инфраструктура,принцип минимальной достаточности,латентные,Уникальный
44,Implement influence mapping,Нет,структура,принцип сложности,индивидуальные,Аналоги существуют
45,Develop path optimization,Нет,символы,эвристика проб и ошибок,коллективные,Аналоги существуют
46,Implement AI fallback strategies,Да,символы,принцип честной игры,постепенные,Аналоги существуют
47,Design real-time AI debug,Условно,состояние,принцип адаптивности,постепенные,Аналоги существуют
48,Implement AI profiling,Да,содержание,принцип честной игры,явные,Аналоги существуют
