№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Block out level layout,Условно,поведение,принцип сложности,эндогенные,Уникальный
2,Design navigation flow,Да,тело/материя,принцип развлечения,цикличные,Уникальный
3,Place obstacles,Условно,отношения,закон вероятностей,цикличные,Уникальный
4,Place enemies,Условно,содержание,эвристика проб и ошибок,постепенные,Аналоги существуют
5,Adjust difficulty curves,Да,время/ритм,принцип последовательности,постепенные,Уникальный
6,Design secret areas,Условно,время/ритм,закон вероятностей,коллективные,Уникальный
7,Balance resource placements,Нет,институты,принцип обратной связи,мгновенные,Аналоги существуют
8,Implement checkpoint placement,Да,поведение,принцип последовательности,неформальные,Уникальный
9,Design verticality,Нет,символы,принцип вовлечения,институциональные,Аналоги существуют
10,Create line of sight,Да,символы,принцип минимальной достаточности,цикличные,Уникальный
11,Design platform sequences,Да,содержание,принцип последовательности,каскадные,Уникальный
12,Plan pacing,Да,символы,принцип оптимизации,постепенные,Аналоги существуют
13,Set spawn points,Нет,время/ритм,принцип обратной связи,постепенные,Уникальный
14,Design puzzles in levels,Нет,нормы,закон вероятностей,мгновенные,Уникальный
15,Implement exploration rewards,Условно,состояние,принцип минимальной достаточности,индивидуальные,Аналоги существуют
16,Create cover placement,Нет,состояние,принцип оптимизации,постепенные,Уникальный
17,Balance open vs linear sections,Условно,структура,эвристика проб и ошибок,континуальные,Уникальный
18,Design safe zones,Условно,дискурс,закон вероятностей,цикличные,Уникальный
19,Place environmental storytelling,Да,отношения,принцип баланса,континуальные,Аналоги существуют
20,Implement environmental hazards,Нет,дискурс,принцип последовательности,континуальные,Уникальный
21,Design alternate routes,Да,отношения,принцип развлечения,латентные,Уникальный
22,Tune path lengths,Да,технология/инфраструктура,принцип последовательности,институциональные,Уникальный
23,Set interactive objects,Да,дискурс,принцип обратной связи,дискретные,Уникальный
24,Design tutorial areas,Нет,нормы,принцип развлечения,постепенные,Уникальный
25,Balance enemy density,Да,значения,принцип оптимизации,необходимые,Аналоги существуют
26,Implement dynamic elements,Нет,технология/инфраструктура,принцип обратной связи,коллективные,Аналоги существуют
27,Design multi-level environments,Да,память/наследие,принцип сложности,экзогенные,Аналоги существуют
28,Create jump challenges,Нет,символы,эвристика проб и ошибок,необходимые,Аналоги существуют
29,Implement traps,Нет,символы,принцип сложности,индивидуальные,Уникальный
30,Design gating in levels,Нет,тело/материя,закон вероятностей,явные,Аналоги существуют
31,Place collectibles,Да,нормы,принцип сложности,мгновенные,Аналоги существуют
32,Design lighting cues,Нет,дискурс,эвристика проб и ошибок,дискретные,Аналоги существуют
33,Implement weather effects,Да,содержание,принцип последовательности,континуальные,Аналоги существуют
34,Design choke points,Нет,технология/инфраструктура,принцип сложности,институциональные,Аналоги существуют
35,Design boss arenas,Да,состояние,принцип последовательности,явные,Аналоги существуют
36,Balance risk vs reward areas,Нет,экономика/обмен,принцип развлечения,коллективные,Аналоги существуют
37,Implement dynamic obstacles,Нет,функция,принцип сложности,дискретные,Аналоги существуют
38,Design social spaces,Да,технология/инфраструктура,принцип минимальной достаточности,неформальные,Аналоги существуют
39,Design hidden shortcuts,Условно,поведение,принцип оптимизации,явные,Уникальный
40,Place interactive NPCs,Да,память/наследие,принцип развлечения,индивидуальные,Аналоги существуют
41,Design transitions between levels,Условно,отношения,принцип баланса,эндогенные,Уникальный
42,Place audio cues,Нет,институты,принцип баланса,постепенные,Уникальный
43,Implement level timer,Да,значения,принцип обратной связи,институциональные,Аналоги существуют
44,Design vertical challenges,Да,состояние,принцип обратной связи,дискретные,Уникальный
45,Place key items,Условно,тело/материя,принцип обратной связи,каскадные,Аналоги существуют
46,Design enemy waves,Да,структура,принцип развлечения,цикличные,Аналоги существуют
47,Implement dynamic cover,Да,технология/инфраструктура,принцип сложности,мгновенные,Аналоги существуют
48,Balance item distribution,Нет,институты,принцип адаптивности,необходимые,Аналоги существуют
49,Design exploration loops,Да,время/ритм,принцип минимальной достаточности,латентные,Аналоги существуют
