№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Organize tournaments,Нет,поведение,принцип минимальной достаточности,индивидуальные,Уникальный
2,Define competition rules,Условно,структура,принцип вовлечения,эндогенные,Уникальный
3,Set prize pools,Нет,содержание,принцип последовательности,коллективные,Аналоги существуют
4,Acquire sponsorships,Условно,тело/материя,эвристика проб и ошибок,латентные,Аналоги существуют
5,Coordinate broadcasting,Да,содержание,принцип развлечения,дискретные,Уникальный
6,Recruit teams,Да,символы,закон вероятностей,мгновенные,Уникальный
7,Ensure fair play,Условно,идентичность/границы,принцип честной игры,эндогенные,Аналоги существуют
8,Develop league structure,Условно,состояние,принцип баланса,возможные,Аналоги существуют
9,Negotiate broadcasting rights,Условно,экономика/обмен,принцип минимальной достаточности,явные,Аналоги существуют
10,Manage event logistics,Условно,функция,эвристика проб и ошибок,постепенные,Аналоги существуют
11,Implement anti-cheat systems,Нет,время/ритм,принцип оптимизации,неформальные,Аналоги существуют
12,Design spectator modes,Нет,содержание,принцип сложности,латентные,Уникальный
13,Promote events,Условно,технология/инфраструктура,принцип честной игры,континуальные,Уникальный
14,Manage player contracts,Нет,институты,принцип минимальной достаточности,мгновенные,Уникальный
15,Provide training facilities,Нет,память/наследие,принцип развлечения,экзогенные,Аналоги существуют
16,Regulate schedules,Условно,тело/материя,принцип обратной связи,эндогенные,Уникальный
17,Set eligibility requirements,Да,состояние,принцип минимальной достаточности,континуальные,Аналоги существуют
18,Secure venues,Условно,символы,принцип адаптивности,возможные,Уникальный
19,Plan marketing campaigns,Нет,функция,принцип баланса,каскадные,Аналоги существуют
20,Develop merchandising,Условно,идентичность/границы,принцип честной игры,дискретные,Уникальный
21,Coordinate volunteer staff,Нет,экономика/обмен,эвристика проб и ошибок,экзогенные,Аналоги существуют
22,Negotiate partnerships,Условно,функция,принцип вовлечения,экзогенные,Аналоги существуют
23,Set up live streaming,Да,технология/инфраструктура,принцип минимальной достаточности,необходимые,Аналоги существуют
24,Manage ticket sales,Да,отношения,принцип минимальной достаточности,цикличные,Уникальный
25,Implement safety protocols,Да,содержание,принцип минимальной достаточности,неформальные,Аналоги существуют
26,Handle community relations,Условно,дискурс,принцип последовательности,дискретные,Уникальный
27,Plan media coverage,Условно,состояние,принцип вовлечения,необходимые,Аналоги существуют
28,Develop ranking systems,Да,состояние,принцип баланса,каскадные,Аналоги существуют
29,Implement revenue sharing,Условно,идентичность/границы,принцип сложности,индивидуальные,Уникальный
30,Set international standards,Нет,технология/инфраструктура,принцип развлечения,явные,Аналоги существуют
31,Manage team transfers,Да,память/наследие,принцип вовлечения,экзогенные,Уникальный
32,Ensure regulatory compliance,Да,содержание,принцип последовательности,коллективные,Уникальный
33,Provide player support services,Условно,функция,закон вероятностей,континуальные,Уникальный
34,Implement disciplinary actions,Нет,идентичность/границы,принцип развлечения,дискретные,Уникальный
35,Design fan engagement,Условно,технология/инфраструктура,принцип обратной связи,каскадные,Уникальный
36,Plan playoffs,Да,нормы,эвристика проб и ошибок,цикличные,Уникальный
37,Implement data analytics,Условно,институты,принцип честной игры,каскадные,Аналоги существуют
38,Develop governance framework,Условно,отношения,принцип сложности,мгновенные,Аналоги существуют
39,Set up arbitration panels,Да,дискурс,принцип обратной связи,институциональные,Аналоги существуют
40,Coordinate travel logistics,Условно,институты,закон вероятностей,континуальные,Аналоги существуют
41,Implement code of conduct,Нет,состояние,принцип баланса,индивидуальные,Аналоги существуют
42,Manage brand partnerships,Условно,состояние,принцип минимальной достаточности,экзогенные,Аналоги существуют
43,Plan online qualifiers,Да,экономика/обмен,принцип последовательности,латентные,Аналоги существуют
44,Implement content moderation,Условно,нормы,принцип обратной связи,индивидуальные,Уникальный
45,Develop youth programs,Условно,функция,принцип оптимизации,коллективные,Уникальный
46,Coordinate cross-regional events,Условно,нормы,принцип вовлечения,латентные,Аналоги существуют
47,Implement digital ticketing,Условно,отношения,принцип минимальной достаточности,дискретные,Уникальный
48,Manage talent scouting,Нет,институты,закон вероятностей,дискретные,Аналоги существуют
49,Design esports curriculum,Да,время/ритм,принцип баланса,дискретные,Аналоги существуют
