№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,оценка лидерских компетенций,Условно,институты,принцип ответственности,эндогенные/экзогенные,—
2,стратегическое видение,Да,тело/материя,принцип развития,дискретные/континуальные,—
3,развитие делегирования,Да,значения,принцип развития,дискретные/континуальные,—
4,повышение эмоционального интеллекта руководителя,Нет,нормы,принцип системности,явные/латентные,—
5,формирование доверия в команде,Нет,институты,принцип развития,дискретные/континуальные,—
6,принятие ключевых решений,Нет,тело/материя,принцип осознанности,необходимые/возможные,—
7,управление заинтересованными сторонами,Да,память/наследие,принцип развития,мгновенные/постепенные,—
8,развитие коммуникационных навыков,Да,значения,принцип партнерства,дискретные/континуальные,—
9,управление стрессом лидера,Условно,тело/материя,принцип осознанности,индивидуальные/коллективные,—
10,создание командной культуры,Да,нормы,принцип ответственности,индивидуальные/коллективные,—
11,планирование преемственности,Да,тело/материя,принцип партнерства,мгновенные/постепенные,—
12,навыки наставничества,Да,символы,принцип нейропластичности,цикличные/каскадные,—
13,анализ стиля руководства,Да,состояние,принцип ответственности,необходимые/возможные,—
14,баланс между работой и личной жизнью,Условно,экономика/обмен,принцип нейропластичности,индивидуальные/коллективные,—
15,управление конфликтами,Да,технология/инфраструктура,принцип партнерства,индивидуальные/коллективные,—
16,построение сетей контактов,Да,содержание,принцип ответственности,явные/латентные,—
17,эффективные переговоры,Да,функция,принцип развития,явные/латентные,—
18,формирование организационной культуры,Да,технология/инфраструктура,принцип осознанности,индивидуальные/коллективные,—
19,управление изменениями,Да,институты,принцип нейропластичности,цикличные/каскадные,—
20,стратегический коучинг,Да,символы,принцип ответственности,цикличные/каскадные,—
21,дополнительный процесс 1,Нет,дискурс,принцип осознанности,дискретные/континуальные,—
22,дополнительный процесс 2,Условно,значения,принцип системности,индивидуальные/коллективные,—
23,дополнительный процесс 3,Условно,экономика/обмен,принцип осознанности,явные/латентные,—
24,дополнительный процесс 4,Да,значения,принцип эмпатии,явные/латентные,—
25,дополнительный процесс 5,Нет,отношения,принцип эмпатии,явные/латентные,—
26,дополнительный процесс 6,Нет,состояние,принцип ответственности,цикличные/каскадные,—
27,дополнительный процесс 7,Условно,идентичность/границы,принцип партнерства,институциональные/неформальные,—
28,дополнительный процесс 8,Нет,память/наследие,принцип системности,необходимые/возможные,—
29,дополнительный процесс 9,Условно,экономика/обмен,принцип нейропластичности,явные/латентные,—
30,дополнительный процесс 10,Нет,память/наследие,принцип партнерства,институциональные/неформальные,—
31,дополнительный процесс 11,Условно,отношения,принцип ответственности,цикличные/каскадные,—
32,дополнительный процесс 12,Нет,символы,принцип развития,явные/латентные,—
33,дополнительный процесс 13,Нет,память/наследие,принцип системности,институциональные/неформальные,—
34,дополнительный процесс 14,Да,время/ритм,принцип системности,дискретные/континуальные,—
35,дополнительный процесс 15,Да,символы,принцип осознанности,явные/латентные,—
36,дополнительный процесс 16,Да,технология/инфраструктура,принцип развития,эндогенные/экзогенные,—
37,дополнительный процесс 17,Условно,время/ритм,принцип эмпатии,индивидуальные/коллективные,—
38,дополнительный процесс 18,Да,время/ритм,принцип развития,дискретные/континуальные,—
39,дополнительный процесс 19,Да,экономика/обмен,принцип развития,необходимые/возможные,—
40,дополнительный процесс 20,Нет,структура,принцип партнерства,мгновенные/постепенные,—
41,дополнительный процесс 21,Нет,значения,принцип эмпатии,эндогенные/экзогенные,—
42,дополнительный процесс 22,Нет,нормы,принцип осознанности,необходимые/возможные,—
43,дополнительный процесс 23,Да,экономика/обмен,принцип системности,цикличные/каскадные,—
44,дополнительный процесс 24,Да,время/ритм,принцип нейропластичности,эндогенные/экзогенные,—
45,дополнительный процесс 25,Да,нормы,принцип развития,мгновенные/постепенные,—
46,дополнительный процесс 26,Да,значения,принцип осознанности,мгновенные/постепенные,—
47,дополнительный процесс 27,Да,состояние,принцип партнерства,необходимые/возможные,—
48,дополнительный процесс 28,Да,дискурс,принцип развития,дискретные/континуальные,—
49,дополнительный процесс 29,Нет,тело/материя,принцип эмпатии,институциональные/неформальные,—
50,дополнительный процесс 30,Нет,пространство,принцип осознанности,дискретные/континуальные,—
