№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,исследование способа бытия,Нет,институты,принцип системности,необходимые/возможные,—
2,осознание языковых паттернов,Да,содержание,принцип развития,дискретные/континуальные,—
3,работа с эмоциональными состояниями,Да,состояние,принцип осознанности,дискретные/континуальные,—
4,анализ телесных паттернов,Нет,нормы,принцип ответственности,явные/латентные,—
5,создание новых возможностей,Нет,функция,принцип развития,мгновенные/постепенные,—
6,трансформация самоощущения,Условно,дискурс,принцип эмпатии,цикличные/каскадные,—
7,изменение культуры общения,Нет,значения,принцип эмпатии,институциональные/неформальные,—
8,устранение ограничивающих разговоров,Нет,отношения,принцип партнерства,необходимые/возможные,—
9,развитие навыков слушания,Нет,дискурс,принцип ответственности,дискретные/континуальные,—
10,формирование нового взгляда,Нет,состояние,принцип системности,институциональные/неформальные,—
11,исследование личных ценностей,Условно,состояние,принцип нейропластичности,дискретные/континуальные,—
12,создание поддерживающих разговоров,Условно,содержание,принцип осознанности,мгновенные/постепенные,—
13,развитие устойчивых состояний,Условно,дискурс,принцип системности,эндогенные/экзогенные,—
14,работа с соотношением тело-язык-эмоции,Нет,институты,принцип системности,необходимые/возможные,—
15,переосмысление истории,Нет,отношения,принцип эмпатии,явные/латентные,—
16,формирование новых привычек поведения,Нет,функция,принцип осознанности,эндогенные/экзогенные,—
17,выстраивание доверия,Нет,значения,принцип нейропластичности,эндогенные/экзогенные,—
18,развитие ответственности за коммуникацию,Да,пространство,принцип партнерства,мгновенные/постепенные,—
19,трансформация восприятия,Условно,нормы,принцип ответственности,явные/латентные,—
20,интеграция системного мышления,Да,пространство,принцип развития,цикличные/каскадные,—
21,дополнительный процесс 1,Нет,отношения,принцип нейропластичности,индивидуальные/коллективные,—
22,дополнительный процесс 2,Условно,значения,принцип осознанности,явные/латентные,—
23,дополнительный процесс 3,Нет,идентичность/границы,принцип ответственности,явные/латентные,—
24,дополнительный процесс 4,Нет,символы,принцип партнерства,дискретные/континуальные,—
25,дополнительный процесс 5,Условно,экономика/обмен,принцип развития,явные/латентные,—
26,дополнительный процесс 6,Условно,институты,принцип партнерства,институциональные/неформальные,—
27,дополнительный процесс 7,Нет,содержание,принцип осознанности,явные/латентные,—
28,дополнительный процесс 8,Нет,структура,принцип партнерства,индивидуальные/коллективные,—
29,дополнительный процесс 9,Нет,функция,принцип осознанности,институциональные/неформальные,—
30,дополнительный процесс 10,Нет,дискурс,принцип системности,цикличные/каскадные,—
31,дополнительный процесс 11,Нет,значения,принцип нейропластичности,мгновенные/постепенные,—
32,дополнительный процесс 12,Да,символы,принцип развития,явные/латентные,—
33,дополнительный процесс 13,Условно,состояние,принцип осознанности,явные/латентные,—
34,дополнительный процесс 14,Условно,символы,принцип развития,индивидуальные/коллективные,—
35,дополнительный процесс 15,Нет,значения,принцип нейропластичности,явные/латентные,—
36,дополнительный процесс 16,Да,пространство,принцип партнерства,дискретные/континуальные,—
37,дополнительный процесс 17,Условно,нормы,принцип осознанности,мгновенные/постепенные,—
38,дополнительный процесс 18,Нет,тело/материя,принцип партнерства,необходимые/возможные,—
39,дополнительный процесс 19,Нет,нормы,принцип развития,явные/латентные,—
40,дополнительный процесс 20,Нет,институты,принцип системности,явные/латентные,—
41,дополнительный процесс 21,Да,структура,принцип нейропластичности,цикличные/каскадные,—
42,дополнительный процесс 22,Нет,значения,принцип осознанности,необходимые/возможные,—
43,дополнительный процесс 23,Условно,память/наследие,принцип эмпатии,мгновенные/постепенные,—
44,дополнительный процесс 24,Да,дискурс,принцип осознанности,индивидуальные/коллективные,—
45,дополнительный процесс 25,Условно,технология/инфраструктура,принцип эмпатии,цикличные/каскадные,—
46,дополнительный процесс 26,Условно,время/ритм,принцип системности,индивидуальные/коллективные,—
47,дополнительный процесс 27,Условно,нормы,принцип развития,эндогенные/экзогенные,—
48,дополнительный процесс 28,Нет,время/ритм,принцип нейропластичности,мгновенные/постепенные,—
49,дополнительный процесс 29,Да,идентичность/границы,принцип партнерства,необходимые/возможные,—
50,дополнительный процесс 30,Условно,функция,принцип системности,необходимые/возможные,—
