№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,применение нейронаучных методов,Да,нормы,принцип нейропластичности,необходимые/возможные,—
2,оценка когнитивных паттернов,Условно,технология/инфраструктура,принцип партнерства,явные/латентные,—
3,нейропластические упражнения,Да,время/ритм,принцип осознанности,институциональные/неформальные,—
4,развитие метапознания,Да,отношения,принцип партнерства,дискретные/континуальные,—
5,управление вниманием,Да,структура,принцип системности,институциональные/неформальные,—
6,формирование новых нейронных путей,Нет,институты,принцип осознанности,индивидуальные/коллективные,—
7,использование CBT-техник,Нет,поведение,принцип осознанности,дискретные/континуальные,—
8,измерение мозговой активности,Да,состояние,принцип развития,необходимые/возможные,—
9,когнитивные тренировки,Нет,поведение,принцип эмпатии,мгновенные/постепенные,—
10,практики визуализации,Условно,память/наследие,принцип системности,явные/латентные,—
11,анализ модели мышления,Условно,символы,принцип осознанности,эндогенные/экзогенные,—
12,осознание автоматических реакций,Условно,память/наследие,принцип развития,цикличные/каскадные,—
13,управление эмоциями через мозг,Условно,институты,принцип развития,необходимые/возможные,—
14,развитие памяти,Да,содержание,принцип партнерства,институциональные/неформальные,—
15,работа с системой вознаграждения,Условно,идентичность/границы,принцип осознанности,институциональные/неформальные,—
16,построение нейроассоциаций,Нет,нормы,принцип осознанности,дискретные/континуальные,—
17,развитие нейронной гибкости,Да,технология/инфраструктура,принцип развития,дискретные/континуальные,—
18,применение биологической обратной связи,Условно,институты,принцип осознанности,институциональные/неформальные,—
19,упражнения на внимательность,Условно,технология/инфраструктура,принцип партнерства,дискретные/континуальные,—
20,стимуляция нейросетей,Условно,состояние,принцип развития,цикличные/каскадные,—
21,дополнительный процесс 1,Условно,нормы,принцип системности,эндогенные/экзогенные,—
22,дополнительный процесс 2,Да,нормы,принцип партнерства,необходимые/возможные,—
23,дополнительный процесс 3,Нет,институты,принцип осознанности,мгновенные/постепенные,—
24,дополнительный процесс 4,Да,нормы,принцип осознанности,дискретные/континуальные,—
25,дополнительный процесс 5,Нет,память/наследие,принцип системности,необходимые/возможные,—
26,дополнительный процесс 6,Нет,символы,принцип осознанности,дискретные/континуальные,—
27,дополнительный процесс 7,Да,функция,принцип развития,явные/латентные,—
28,дополнительный процесс 8,Да,состояние,принцип эмпатии,дискретные/континуальные,—
29,дополнительный процесс 9,Нет,институты,принцип развития,необходимые/возможные,—
30,дополнительный процесс 10,Нет,институты,принцип ответственности,явные/латентные,—
31,дополнительный процесс 11,Условно,дискурс,принцип партнерства,индивидуальные/коллективные,—
32,дополнительный процесс 12,Условно,экономика/обмен,принцип системности,необходимые/возможные,—
33,дополнительный процесс 13,Да,память/наследие,принцип осознанности,индивидуальные/коллективные,—
34,дополнительный процесс 14,Условно,значения,принцип партнерства,институциональные/неформальные,—
35,дополнительный процесс 15,Условно,символы,принцип развития,необходимые/возможные,—
36,дополнительный процесс 16,Да,содержание,принцип нейропластичности,цикличные/каскадные,—
37,дополнительный процесс 17,Да,экономика/обмен,принцип нейропластичности,дискретные/континуальные,—
38,дополнительный процесс 18,Условно,поведение,принцип развития,цикличные/каскадные,—
39,дополнительный процесс 19,Да,нормы,принцип осознанности,институциональные/неформальные,—
40,дополнительный процесс 20,Условно,функция,принцип системности,эндогенные/экзогенные,—
41,дополнительный процесс 21,Да,функция,принцип эмпатии,мгновенные/постепенные,—
42,дополнительный процесс 22,Да,структура,принцип осознанности,необходимые/возможные,—
43,дополнительный процесс 23,Условно,пространство,принцип осознанности,дискретные/континуальные,—
44,дополнительный процесс 24,Да,пространство,принцип развития,необходимые/возможные,—
45,дополнительный процесс 25,Да,отношения,принцип эмпатии,эндогенные/экзогенные,—
46,дополнительный процесс 26,Нет,содержание,принцип осознанности,мгновенные/постепенные,—
47,дополнительный процесс 27,Да,идентичность/границы,принцип нейропластичности,институциональные/неформальные,—
48,дополнительный процесс 28,Нет,пространство,принцип ответственности,эндогенные/экзогенные,—
49,дополнительный процесс 29,Нет,значения,принцип нейропластичности,необходимые/возможные,—
50,дополнительный процесс 30,Да,экономика/обмен,принцип осознанности,мгновенные/постепенные,—
