№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Высекание формы из камня,Нет,тело/материя,закон механики удара,мгновенные; индивидуальные,аналог в строительстве
2,Резьба по дереву,Нет,тело/материя,закон механики резания,постепенные; индивидуальные,аналог в ремёслах
3,Литьё металла в форму,Нет,структура,закон плавления/отливки,дискретные; коллективные,аналог в металлургии
4,Моделирование глины,Да,тело/материя,закон пластичности,постепенные; индивидуальные,аналог в керамике
5,Формовка воска,Да,тело/материя,закон мягкости,мгновенные; индивидуальные,аналог в дизайне
6,Создание каркаса,Да,структура,принцип опоры,необходимые; коллективные,аналог в архитектуре
7,Добавление слоя материала,Да,структура,принцип аддитивности,постепенные; индивидуальные,аналог в 3D-печати
8,Удаление излишка,Да,структура,принцип редукции,мгновенные; индивидуальные,аналог в гравировке
9,Полировка поверхности,Да,состояние,закон трения,постепенные; индивидуальные,аналог в оптике
10,Патинирование металла,Нет,состояние,закон окисления,постепенные; эндогенные,аналог в химии
11,Глазуровка керамики,Нет,структура,закон стеклования,постепенные; индивидуальные,аналог в керамике
12,Создание пустоты (высверливание),Нет,структура,принцип полости,дискретные; индивидуальные,аналог в инженерии
13,Инкрустация материала,Да,структура,принцип встраивания,дискретные; индивидуальные,аналог в ювелирке
14,Инкрустация драгоценных камней,Да,структура,принцип акцента,индивидуальные,аналог в ювелирке
15,Сварка металлических частей,Нет,структура,закон сплавления,мгновенные; коллективные,аналог в промышленности
16,Ковка горячего металла,Нет,тело/материя,закон пластичности при нагреве,мгновенные; индивидуальные,аналог в кузнечном деле
17,Гнутьё металла,Да,структура,закон упругости,мгновенные; индивидуальные,аналог в машиностроении
18,Ламинирование слоёв,Да,структура,принцип многослойности,постепенные; индивидуальные,аналог в строительстве
19,Создание текстуры поверхности,Да,структура,принцип фактурности,дискретные; индивидуальные,аналог в живописи
20,Создание рельефа,Да,структура,принцип выступа,дискретные; индивидуальные,аналог в архитектуре
21,Барельефное изображение,Да,структура,принцип частичной объёмности,дискретные; индивидуальные,аналог в гравюре
22,Горельефное изображение,Да,структура,принцип выступающей формы,дискретные; индивидуальные,уникален
23,Каменная мозаика (тессера),Да,структура,принцип сборки,дискретные; коллективные,аналог в архитектуре
24,Моделирование гипса,Да,тело/материя,закон пластичности,мгновенные; индивидуальные,аналог в ремонте
25,Армирование конструкции,Нет,структура,принцип укрепления,необходимые; коллективные,аналог в строительстве
26,Врезка символов/знаков,Нет,символы,принцип кодировки,дискретные; индивидуальные,аналог в эпиграфике
27,Создание мемориальной плиты,Нет,память/наследие,принцип фиксации,коллективные,аналог в культуре
28,Деконструкция готовой формы,Да,структура,принцип разрушения,дискретные; индивидуальные,аналог в постмодерне
29,Коллажирование объёмных объектов,Да,структура,принцип соединения,дискретные; индивидуальные,аналог в инсталляции
30,Создание кинетической скульптуры,Да,поведение,принцип движения,цикличные; индивидуальные,аналог в инженерии
31,Создание мобильной скульптуры,Да,поведение,принцип равновесия,индивидуальные,аналог в механике
32,Уравновешивание масс,Да,структура,закон статики,постепенные; индивидуальные,аналог в физике
33,Использование гравитации,Нет,поведение,закон тяготения,необходимые; универсальные,аналог в науке
34,Создание подвесной формы,Да,структура,принцип подвешивания,дискретные; индивидуальные,аналог в архитектуре
35,Интеграция звуковых элементов,Да,содержание,принцип мультимодальности,индивидуальные,аналог в перформансе
36,Создание световой скульптуры,Да,содержание,закон излучения,индивидуальные,аналог в цифровом искусстве
37,Добавление источников воды (фонтан),Да,содержание,закон гидродинамики,индивидуальные,аналог в инженерии
38,Создание паровой скульптуры,Нет,содержание,закон термодинамики,индивидуальные,аналог в физике
39,Интеграция растений,Нет,тело/материя,принцип органичности,постепенные; эндогенные,аналог в биоарте
40,Создание скульптуры из льда,Нет,тело/материя,закон фазового перехода,постепенные; экзогенные,аналог в ленд-арте
41,Создание скульптуры из снега,Нет,тело/материя,закон спрессованности,мгновенные; коллективные,аналог в архитектуре
42,Создание скульптуры из песка,Нет,тело/материя,закон сыпучих масс,мгновенные; коллективные,аналог в играх
43,Создание скульптуры из соли,Нет,тело/материя,закон кристаллизации,постепенные; индивидуальные,аналог в химии
44,Скульптура из шоколада/еды,Нет,тело/материя,принцип эфемерности,индивидуальные,аналог в гастрономии
45,Создание скульптуры из мусора,Нет,тело/материя,принцип ресайклинга,индивидуальные,аналог в экологии
46,Скульптура из пластика,Нет,тело/материя,принцип формовки,индивидуальные,аналог в индустрии
47,3D-печать скульптуры,Да,структура,принцип аддитивного производства,дискретные; индивидуальные,аналог в цифровом производстве
48,Создание надувной скульптуры,Да,структура,закон давления газа,мгновенные; индивидуальные,аналог в дизайне
49,Формирование оболочки,Да,структура,принцип контурности,дискретные; индивидуальные,аналог в архитектуре
50,Создание пустотелой формы,Да,структура,принцип внутреннего объёма,дискретные; индивидуальные,аналог в промышленности
51,Отливка в гипсе,Нет,структура,закон затвердевания,дискретные; индивидуальные,аналог в ремонте
52,Мультипликация деталей (серийность),Да,структура,принцип повторяемости,коллективные,аналог в промышленности
53,Разрушение формы ради эффекта,Нет,структура,принцип деструкции,дискретные; индивидуальные,аналог в концептуальном искусстве
54,Создание скульптуры-тотема,Нет,символы,принцип сакрализации,коллективные,аналог в этнографии
55,Введение текста на поверхности,Да,дискурс,принцип письменности,индивидуальные,аналог в эпиграфике
56,Использование цифровой проекции на скульптуру,Да,дискурс,принцип дополнения,индивидуальные,аналог в медиа-арте
57,Интеграция движущихся частей,Да,поведение,принцип механики,цикличные; индивидуальные,аналог в робототехнике
58,Создание трансформируемой формы,Да,структура,принцип модульности,индивидуальные,аналог в инженерии
59,Создание мягкой скульптуры (текстиль),Да,тело/материя,принцип гибкости,индивидуальные,аналог в дизайне
60,Использование прозрачных материалов (стекло, акрил),Да,структура,закон преломления,индивидуальные,аналог в архитектуре
61,Создание скульптуры из ткани (софт-скульптура),Да,тело/материя,принцип гибкости,индивидуальные,аналог в дизайне
62,Надувание формы воздухом,Да,структура,закон давления,мгновенные; индивидуальные,аналог в инженерии
63,Использование резины/латекса,Да,тело/материя,принцип эластичности,индивидуальные,аналог в промышленности
64,Встраивание механических часов,Да,структура,принцип хронотики,индивидуальные,аналог в инженерии
65,Интеграция экранов/дисплеев,Да,технология/инфраструктура,принцип мультимедийности,индивидуальные,аналог в медиа-арте
66,Создание скульптуры из света (лазерные формы),Да,содержание,принцип нематериальности,индивидуальные,аналог в цифровом искусстве
67,Использование зеркал в объёме,Да,структура,закон отражения,индивидуальные,аналог в архитектуре
68,Создание голографической скульптуры,Да,пространство,принцип интерференции,индивидуальные,аналог в оптике
69,Скульптура из дыма,Нет,состояние,закон диффузии,постепенные; экзогенные,аналог в перформансе
70,Скульптура из пара,Нет,состояние,закон термодинамики,постепенные,аналог в физике
71,Создание скульптуры из льда с подсветкой,Нет,тело/материя,принцип эфемерности,индивидуальные,аналог в праздниках
72,Скульптура из мха/растений,Нет,тело/материя,принцип органичности,постепенные; эндогенные,аналог в биоарте
73,Флоральные композиции,Нет,структура,принцип природности,постепенные,аналог в флористике
74,Скульптура из костей,Нет,тело/материя,принцип реликтовости,индивидуальные,аналог в антропологии
75,Использование кожи/шкур,Нет,тело/материя,принцип органичности,индивидуальные,аналог в этнографии
76,Скульптура из бумаги (оригами-объём),Да,структура,принцип складывания,индивидуальные,аналог в ремёслах
77,Картонная скульптура,Да,структура,принцип лёгкости,индивидуальные,аналог в дизайне
78,Модульное складывание,Да,структура,принцип модульности,дискретные,аналог в архитектуре
79,Скульптура из проволоки,Да,структура,принцип линии,индивидуальные,аналог в черчении
80,Скульптура из сетки,Да,структура,принцип прозрачности,индивидуальные,аналог в инженерии
81,Создание скульптуры из 3D-ручки,Да,структура,принцип аддитивного производства,индивидуальные,аналог в цифровом искусстве
82,Применение LEGO/конструкторов,Да,структура,принцип модульности,дискретные; коллективные,аналог в игрушках
83,Создание скульптуры из каменной крошки,Нет,структура,принцип агрегации,индивидуальные,аналог в строительстве
84,Скульптура из битого стекла,Нет,тело/материя,принцип ресайклинга,индивидуальные,аналог в экологии
85,Создание скульптуры из металлолома,Нет,тело/материя,принцип повторного использования,индивидуальные,аналог в ресайклинге
86,Скульптура из пластика вторичной переработки,Нет,тело/материя,принцип экологии,индивидуальные,аналог в промышленности
87,Скульптура из мусора (арт-объект),Нет,тело/материя,принцип ресайклинга,индивидуальные,аналог в инсталляции
88,Использование резонанса звука для формы,Да,содержание,закон вибраций,индивидуальные,аналог в акустике
89,Форма, реагирующая на ветер,Да,поведение,закон аэродинамики,индивидуальные,аналог в архитектуре
90,Скульптура из огня (огненные столбы),Нет,состояние,закон горения,мгновенные,аналог в перформансе
91,Использование свечения бактерий,Нет,тело/материя,закон биолюминесценции,постепенные,аналог в биоарте
92,Скульптура из сахара (карамель),Нет,тело/материя,закон плавления,индивидуальные,аналог в гастрономии
93,Создание скульптуры из мёда,Нет,тело/материя,принцип текучести,индивидуальные,аналог в гастрономии
94,Скульптура из цемента,Нет,структура,закон затвердевания,индивидуальные,аналог в строительстве
95,Применение бетона,Нет,структура,закон твёрдости,индивидуальные,аналог в архитектуре
96,Формирование кирпичной скульптуры,Нет,структура,принцип сборки,индивидуальные,аналог в строительстве
97,Скульптура из гипсокартона,Да,структура,принцип панельности,индивидуальные,аналог в ремонте
98,Использование эпоксидной смолы,Нет,структура,закон полимеризации,индивидуальные,аналог в дизайне
99,Создание прозрачных слоёв смолы,Нет,структура,принцип остекления,индивидуальные,аналог в ювелирке
100,Формирование в вакууме,Нет,структура,закон давления,индивидуальные,аналог в промышленности
101,Использование синтетических волокон,Да,тело/материя,принцип сплетения,индивидуальные,аналог в текстиле
102,Создание скульптуры из угля,Нет,тело/материя,принцип сгораемости,индивидуальные,аналог в энергетике
103,Скульптура из нефти/битума,Нет,тело/материя,закон вязкости,индивидуальные,аналог в индустрии
104,Скульптура из глины-сырца,Нет,тело/материя,принцип пластичности,индивидуальные,аналог в строительстве
105,Высушивание глины до керамики,Нет,состояние,закон дегидратации,постепенные,аналог в материаловедении
106,Обжиг глины,Нет,состояние,закон термической прочности,индивидуальные,аналог в керамике
107,Скульптура из лавы,Нет,тело/материя,закон охлаждения магмы,индивидуальные,аналог в геологии
108,Скульптура из марганца/редких металлов,Нет,тело/материя,принцип уникальности,индивидуальные,аналог в минералогии
109,Скульптура из золота,Нет,тело/материя,принцип драгоценности,индивидуальные,аналог в ювелирке
110,Скульптура из серебра,Нет,тело/материя,принцип драгоценности,индивидуальные,аналог в ювелирке
111,Скульптура из платины,Нет,тело/материя,принцип ценности,индивидуальные,аналог в экономике
112,Скульптура из алюминия,Нет,тело/материя,принцип лёгкости,индивидуальные,аналог в промышленности
113,Скульптура из титана,Нет,тело/материя,принцип прочности,индивидуальные,аналог в инженерии
114,Скульптура из меди,Нет,тело/материя,закон окисления,индивидуальные,аналог в архитектуре
115,Скульптура из железа,Нет,тело/материя,принцип массовости,индивидуальные,аналог в индустрии
116,Скульптура из стали,Нет,тело/материя,принцип прочности,индивидуальные,аналог в промышленности
117,Использование сплавов (бронза, латунь),Нет,тело/материя,принцип литья,индивидуальные,аналог в ювелирке
118,Создание гибридной формы (комбинация материалов),Да,структура,принцип синтеза,индивидуальные,аналог в дизайне
119,Скульптура из кожи + металл,Да,структура,принцип контраста,индивидуальные,аналог в ремёслах
120,Скульптура из стекла + дерево,Да,структура,принцип слияния,индивидуальные,аналог в архитектуре
121,Скульптура из волос,Нет,тело/материя,принцип телесности,индивидуальные,аналог в биоарте
122,Скульптура из ногтей/рогов,Нет,тело/материя,принцип органичности,индивидуальные,аналог в этнографии
123,Использование крови как материала,Нет,тело/материя,принцип радикальности,индивидуальные,аналог в биоарте
124,Скульптура из жира/органики,Нет,тело/материя,принцип эфемерности,индивидуальные,аналог в биоарте
125,Скульптура из песчаных слоёв с водой,Нет,состояние,закон стратификации,постепенные; экзогенные,аналог в геологии
126,Скульптура из магнитных опилок,Да,структура,закон магнитизма,динамические; индивидуальные,аналог в физике
127,Скульптура из жидких кристаллов,Нет,состояние,закон фазовых переходов,индивидуальные,аналог в материаловедении
128,Скульптура из голограмм,Да,пространство,принцип нематериальности,индивидуальные,аналог в цифровом искусстве
