№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,мониторинг обязательства,Нет,экономика/обмен,принцип справедливости,институциональные/неформальные,гибридный
2,модификация обязательства,Условно,состояние,принцип сотрудничества,явные/латентные,уникальный
3,соблюдение принципа невмешательства,Нет,идентичность/границы,принцип законности,явные/латентные,аналогичный процесс
4,толкование международного механизма,Нет,пространство,принцип верховенства права,необходимые/возможные,уникальный
5,гармонизация юрисдикции,Условно,институты,принцип пропорциональности,эндогенные/экзогенные,уникальный
6,модификация обязательства,Условно,память/наследие,принцип эффективности,необходимые/возможные,гибридный
7,гармонизация обязательства,Да,состояние,принцип справедливости,дискретные/континуальные,собственный
8,ратификация принципа невмешательства,Да,значения,принцип справедливости,индивидуальные/коллективные,аналогичный процесс
9,применение суверенитета,Условно,память/наследие,принцип законности,эндогенные/экзогенные,имеет аналоги
10,подписание конвенции,Нет,память/наследие,принцип эффективности,цикличные/каскадные,без аналогов
11,толкование обычного права,Нет,идентичность/границы,принцип сотрудничества,цикличные/каскадные,гибридный
12,гармонизация суверенитета,Условно,идентичность/границы,принцип гласности,цикличные/каскадные,собственный
13,разрешение спора юрисдикции,Условно,время/ритм,принцип сотрудничества,мгновенные/постепенные,имеет аналоги
14,соблюдение прав человека,Условно,время/ритм,принцип эффективности,цикличные/каскадные,собственный
15,применение международного договора,Нет,институты,принцип автономии,необходимые/возможные,гибридный
16,применение обязательства,Условно,время/ритм,принцип эффективности,мгновенные/постепенные,аналогичный процесс
17,подписание суверенитета,Нет,время/ритм,принцип справедливости,дискретные/континуальные,уникальный
18,наблюдение обязательства,Да,дискурс,принцип справедливости,институциональные/неформальные,без аналогов
19,мониторинг конвенции,Да,отношения,принцип сотрудничества,институциональные/неформальные,уникальный
20,гармонизация юрисдикции,Да,нормы,принцип суверенитета,мгновенные/постепенные,без аналогов
21,наблюдение прав человека,Да,функция,принцип равенства,дискретные/континуальные,собственный
22,мониторинг международного договора,Да,время/ритм,принцип гласности,индивидуальные/коллективные,гибридный
23,гармонизация конвенции,Нет,идентичность/границы,принцип равенства,необходимые/возможные,уникальный
24,толкование международного механизма,Условно,значения,принцип гуманизма,дискретные/континуальные,гибридный
25,разрешение спора международного договора,Нет,пространство,принцип эффективности,необходимые/возможные,имеет аналоги
26,ратификация конвенции,Нет,время/ритм,принцип эффективности,необходимые/возможные,имеет аналоги
27,соблюдение международного договора,Да,нормы,принцип пропорциональности,дискретные/континуальные,аналогичный процесс
28,соблюдение обязательства,Нет,отношения,принцип гуманизма,дискретные/континуальные,аналогичный процесс
29,применение юрисдикции,Да,значения,принцип автономии,институциональные/неформальные,собственный
30,применение обычного права,Нет,структура,принцип эффективности,необходимые/возможные,гибридный
31,гармонизация обязательства,Нет,поведение,принцип равенства,эндогенные/экзогенные,имеет аналоги
32,наблюдение международной нормы,Условно,значения,принцип гуманизма,дискретные/континуальные,гибридный
33,применение обычного права,Да,дискурс,принцип транспарентности,явные/латентные,аналогичный процесс
34,мониторинг обязательства,Нет,память/наследие,принцип суверенитета,институциональные/неформальные,уникальный
35,наблюдение обязательства,Условно,идентичность/границы,принцип пропорциональности,цикличные/каскадные,гибридный
36,гармонизация обязательства,Да,институты,принцип справедливости,индивидуальные/коллективные,уникальный
37,модификация международного механизма,Да,функция,принцип суверенитета,мгновенные/постепенные,уникальный
38,модификация международной нормы,Нет,дискурс,принцип пропорциональности,необходимые/возможные,собственный
39,подписание суверенитета,Условно,функция,принцип эффективности,индивидуальные/коллективные,без аналогов
40,соблюдение международного механизма,Да,отношения,принцип сотрудничества,явные/латентные,гибридный
41,толкование конвенции,Да,содержание,принцип автономии,эндогенные/экзогенные,аналогичный процесс
42,разрешение спора обязательства,Да,дискурс,принцип равенства,институциональные/неформальные,собственный
43,применение принципа невмешательства,Условно,память/наследие,принцип сотрудничества,институциональные/неформальные,уникальный
44,модификация международного договора,Нет,функция,принцип справедливости,цикличные/каскадные,аналогичный процесс
45,модификация конвенции,Да,структура,принцип верховенства права,дискретные/континуальные,имеет аналоги
46,соблюдение суверенитета,Да,технология/инфраструктура,принцип суверенитета,дискретные/континуальные,уникальный
47,применение принципа невмешательства,Нет,пространство,принцип сотрудничества,цикличные/каскадные,гибридный
48,наблюдение суверенитета,Условно,институты,принцип суверенитета,индивидуальные/коллективные,без аналогов
49,наблюдение обычного права,Нет,технология/инфраструктура,принцип верховенства права,цикличные/каскадные,имеет аналоги
50,применение принципа невмешательства,Нет,отношения,принцип эффективности,эндогенные/экзогенные,гибридный
