№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,толкование раздела конституции,Нет,состояние,принцип пропорциональности,мгновенные/постепенные,аналогичный процесс
2,разработка прав и свобод граждан,Нет,символы,принцип транспарентности,необходимые/возможные,гибридный
3,толкование конституционного контроля,Да,тело/материя,принцип транспарентности,явные/латентные,без аналогов
4,изменение поправки,Условно,нормы,принцип пропорциональности,индивидуальные/коллективные,аналогичный процесс
5,анализ конституционного контроля,Условно,поведение,принцип законности,необходимые/возможные,гибридный
6,анализ механизма разделения властей,Нет,поведение,принцип равенства,дискретные/континуальные,имеет аналоги
7,обжалование конституционного контроля,Да,тело/материя,принцип законности,институциональные/неформальные,аналогичный процесс
8,изменение основного закона,Да,содержание,принцип равенства,дискретные/континуальные,аналогичный процесс
9,защита конституционного контроля,Нет,экономика/обмен,принцип сотрудничества,индивидуальные/коллективные,без аналогов
10,анализ прав и свобод граждан,Нет,отношения,принцип суверенитета,цикличные/каскадные,имеет аналоги
11,применение федеративных отношений,Да,память/наследие,принцип справедливости,эндогенные/экзогенные,аналогичный процесс
12,соблюдение компетенции органов,Условно,идентичность/границы,принцип пропорциональности,дискретные/континуальные,уникальный
13,изменение механизма разделения властей,Условно,поведение,принцип верховенства права,необходимые/возможные,собственный
14,защита конституционного договора,Да,состояние,принцип суверенитета,дискретные/континуальные,аналогичный процесс
15,принятие компетенции органов,Условно,поведение,принцип законности,институциональные/неформальные,собственный
16,принятие конституционного договора,Нет,отношения,принцип суверенитета,явные/латентные,без аналогов
17,контроль федеративных отношений,Условно,технология/инфраструктура,принцип транспарентности,институциональные/неформальные,уникальный
18,толкование поправки,Условно,технология/инфраструктура,принцип сотрудничества,эндогенные/экзогенные,без аналогов
19,разработка конституционного договора,Условно,нормы,принцип пропорциональности,эндогенные/экзогенные,уникальный
20,защита прав и свобод граждан,Нет,институты,принцип справедливости,явные/латентные,имеет аналоги
21,анализ федеративных отношений,Нет,символы,принцип гласности,необходимые/возможные,без аналогов
22,контроль конституционного договора,Нет,пространство,принцип сотрудничества,необходимые/возможные,имеет аналоги
23,применение конституционной нормы,Нет,технология/инфраструктура,принцип транспарентности,индивидуальные/коллективные,гибридный
24,принятие поправки,Да,тело/материя,принцип сотрудничества,эндогенные/экзогенные,имеет аналоги
25,толкование поправки,Условно,поведение,принцип пропорциональности,необходимые/возможные,без аналогов
26,применение федеративных отношений,Нет,память/наследие,принцип транспарентности,необходимые/возможные,гибридный
27,толкование конституционного договора,Нет,дискурс,принцип пропорциональности,мгновенные/постепенные,имеет аналоги
28,принятие конституционного контроля,Нет,память/наследие,принцип гуманизма,дискретные/континуальные,аналогичный процесс
29,толкование механизма разделения властей,Да,экономика/обмен,принцип сотрудничества,явные/латентные,гибридный
30,защита основного закона,Нет,институты,принцип равенства,индивидуальные/коллективные,имеет аналоги
31,толкование прав и свобод граждан,Да,память/наследие,принцип гуманизма,дискретные/континуальные,без аналогов
32,обжалование раздела конституции,Да,технология/инфраструктура,принцип эффективности,мгновенные/постепенные,гибридный
33,обжалование конституционного контроля,Условно,поведение,принцип сотрудничества,индивидуальные/коллективные,аналогичный процесс
34,анализ раздела конституции,Условно,нормы,принцип пропорциональности,институциональные/неформальные,уникальный
35,толкование основного закона,Да,технология/инфраструктура,принцип транспарентности,мгновенные/постепенные,имеет аналоги
36,принятие основного закона,Условно,технология/инфраструктура,принцип справедливости,дискретные/континуальные,гибридный
37,обжалование федеративных отношений,Нет,технология/инфраструктура,принцип пропорциональности,необходимые/возможные,аналогичный процесс
38,анализ механизма разделения властей,Да,отношения,принцип транспарентности,необходимые/возможные,уникальный
39,изменение конституционного договора,Условно,тело/материя,принцип эффективности,индивидуальные/коллективные,имеет аналоги
40,соблюдение компетенции органов,Да,время/ритм,принцип эффективности,необходимые/возможные,аналогичный процесс
41,применение раздела конституции,Условно,время/ритм,принцип верховенства права,индивидуальные/коллективные,уникальный
42,принятие федеративных отношений,Нет,пространство,принцип автономии,необходимые/возможные,без аналогов
43,изменение компетенции органов,Да,время/ритм,принцип верховенства права,цикличные/каскадные,без аналогов
44,применение конституционного контроля,Условно,функция,принцип суверенитета,индивидуальные/коллективные,уникальный
45,обжалование механизма разделения властей,Условно,тело/материя,принцип верховенства права,индивидуальные/коллективные,уникальный
46,защита федеративных отношений,Нет,содержание,принцип верховенства права,цикличные/каскадные,аналогичный процесс
47,контроль механизма разделения властей,Нет,технология/инфраструктура,принцип транспарентности,дискретные/континуальные,имеет аналоги
48,контроль конституционного договора,Условно,технология/инфраструктура,принцип эффективности,необходимые/возможные,аналогичный процесс
49,толкование раздела конституции,Нет,время/ритм,принцип сотрудничества,институциональные/неформальные,без аналогов
50,обжалование основного закона,Нет,тело/материя,принцип суверенитета,явные/латентные,без аналогов
