№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,прогнозирование психологического восприятия,Нет,символы,принцип транспарентности,эндогенные/экзогенные,гибридный
2,консультирование свидетельского показания,Условно,функция,принцип гласности,явные/латентные,собственный
3,построение профиля решения присяжных,Да,состояние,принцип равенства,мгновенные/постепенные,собственный
4,прогнозирование свидетельского показания,Да,память/наследие,принцип сотрудничества,необходимые/возможные,аналогичный процесс
5,изучение юридического решения,Условно,состояние,принцип законности,эндогенные/экзогенные,без аналогов
6,построение профиля свидетельского показания,Да,пространство,принцип пропорциональности,институциональные/неформальные,имеет аналоги
7,изучение решения присяжных,Условно,содержание,принцип эффективности,институциональные/неформальные,собственный
8,анализ эмоциональной реакции,Условно,дискурс,принцип пропорциональности,цикличные/каскадные,имеет аналоги
9,тестирование психологического восприятия,Да,память/наследие,принцип транспарентности,явные/латентные,собственный
10,консультирование решения присяжных,Да,тело/материя,принцип законности,институциональные/неформальные,аналогичный процесс
11,изучение когнитивного искажения,Нет,экономика/обмен,принцип гуманизма,индивидуальные/коллективные,гибридный
12,анализ восприятия наказания,Условно,институты,принцип гласности,институциональные/неформальные,собственный
13,анализ состояния обвиняемого,Условно,институты,принцип автономии,необходимые/возможные,собственный
14,оценка когнитивного искажения,Да,институты,принцип верховенства права,институциональные/неформальные,имеет аналоги
15,построение профиля психологического восприятия,Условно,отношения,принцип эффективности,индивидуальные/коллективные,без аналогов
16,анализ когнитивного искажения,Да,память/наследие,принцип сотрудничества,цикличные/каскадные,гибридный
17,прогнозирование когнитивного искажения,Нет,поведение,принцип равенства,дискретные/континуальные,без аналогов
18,изучение мотивации преступника,Нет,институты,принцип автономии,явные/латентные,аналогичный процесс
19,оценка судебного поведения,Нет,дискурс,принцип пропорциональности,необходимые/возможные,без аналогов
20,консультирование решения присяжных,Да,технология/инфраструктура,принцип равенства,эндогенные/экзогенные,гибридный
21,интерпретация эмоциональной реакции,Да,структура,принцип эффективности,необходимые/возможные,гибридный
22,построение профиля решения присяжных,Нет,структура,принцип законности,необходимые/возможные,собственный
23,коррекция мотивации преступника,Нет,экономика/обмен,принцип верховенства права,дискретные/континуальные,аналогичный процесс
24,консультирование психологического восприятия,Нет,поведение,принцип пропорциональности,эндогенные/экзогенные,аналогичный процесс
25,наблюдение юридического решения,Да,тело/материя,принцип равенства,мгновенные/постепенные,имеет аналоги
26,построение профиля восприятия наказания,Условно,содержание,принцип верховенства права,мгновенные/постепенные,гибридный
27,оценка состояния обвиняемого,Условно,институты,принцип автономии,институциональные/неформальные,имеет аналоги
28,оценка судебного поведения,Да,идентичность/границы,принцип автономии,мгновенные/постепенные,аналогичный процесс
29,консультирование свидетельского показания,Условно,технология/инфраструктура,принцип автономии,необходимые/возможные,собственный
30,тестирование свидетельского показания,Да,символы,принцип автономии,эндогенные/экзогенные,гибридный
31,прогнозирование эмоциональной реакции,Нет,содержание,принцип транспарентности,индивидуальные/коллективные,имеет аналоги
32,построение профиля юридического решения,Да,значения,принцип суверенитета,эндогенные/экзогенные,собственный
33,анализ юридического решения,Нет,содержание,принцип верховенства права,явные/латентные,гибридный
34,консультирование психологического восприятия,Условно,содержание,принцип гуманизма,дискретные/континуальные,собственный
35,тестирование когнитивного искажения,Нет,значения,принцип пропорциональности,явные/латентные,гибридный
36,интерпретация когнитивного искажения,Условно,память/наследие,принцип суверенитета,институциональные/неформальные,аналогичный процесс
37,наблюдение мотивации преступника,Условно,отношения,принцип транспарентности,цикличные/каскадные,аналогичный процесс
38,интерпретация состояния обвиняемого,Да,экономика/обмен,принцип гласности,необходимые/возможные,без аналогов
39,консультирование судебного поведения,Да,нормы,принцип гуманизма,необходимые/возможные,без аналогов
40,интерпретация судебного поведения,Условно,тело/материя,принцип суверенитета,необходимые/возможные,собственный
41,оценка мотивации преступника,Нет,структура,принцип гуманизма,индивидуальные/коллективные,аналогичный процесс
42,оценка эмоциональной реакции,Условно,отношения,принцип гуманизма,индивидуальные/коллективные,аналогичный процесс
43,наблюдение свидетельского показания,Да,тело/материя,принцип гуманизма,институциональные/неформальные,гибридный
44,наблюдение юридического решения,Да,функция,принцип гуманизма,эндогенные/экзогенные,уникальный
45,прогнозирование юридического решения,Условно,символы,принцип равенства,эндогенные/экзогенные,уникальный
46,построение профиля психологического восприятия,Нет,технология/инфраструктура,принцип справедливости,эндогенные/экзогенные,без аналогов
47,прогнозирование решения присяжных,Нет,дискурс,принцип суверенитета,явные/латентные,имеет аналоги
48,прогнозирование когнитивного искажения,Нет,структура,принцип пропорциональности,индивидуальные/коллективные,собственный
49,анализ мотивации преступника,Нет,отношения,принцип верховенства права,необходимые/возможные,имеет аналоги
50,построение профиля судебного поведения,Условно,функция,принцип справедливости,институциональные/неформальные,имеет аналоги
