№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Концептуализировать тему,Да,содержание,Авторское высказывание,"постепенные, индивидуальные, непрерывные",Уникально для художественных практик
2,Записывать видеоматериал,Нет,технология/инфраструктура,Видеозахват,"постепенные, экзогенные, непрерывные",Общее с кинематографией
3,Манипулировать видеосигналом,Да,состояние,Обработка сигнала,"постепенные, экспериментальные, непрерывные",Уникально для видеоарта
4,Слои нескольких каналов,Да,структура,Мультиканальная инсталляция,"коллективные, непрерывные, экспериментальные",Уникально для видеоарта
5,Интегрировать аудио-арт,Да,технология/инфраструктура,Синестезия,"постепенные, непрерывные, индивидуальные",Общее с саунд-дизайном
6,Использовать живые обратные связи,Да,технология/инфраструктура,Обратная связь,"постепенные, экспериментальные, непрерывные",Уникально для видеоарта
7,Монтировать инсталляцию в галерее,Да,пространство,Сайт-специфика,"коллективные, экзогенные, непрерывные",Уникально для искусства
8,Синхронизировать проекторы,Да,время/ритм,Синхронизация,"постепенные, технические, индивидуальные",Уникально для выставок
9,Использовать взаимодействие с перформансом,Да,тело/материя,Перформанс-арт,"коллективные, непрерывные, экзогенные",Общее с перформансом
10,Исследовать глитч-эстетику,Да,символы,Глитч-арт,"постепенные, непрерывные, экспериментальные",Уникально для цифрового искусства
11,Использовать монтаж,Да,структура,Видеомонтаж,"постепенные, непрерывные, индивидуальные",Общее с постпродакшеном
12,Кодировать стриминг,Да,технология/инфраструктура,Кодирование,"технические, непрерывные, индивидуальные",Общее с медиа
13,Использовать сенсоры,Да,отношения,Интерактивное искусство,"возможные, экзогенные, непрерывные",Общее с интерактивными медиа
14,Документировать перформанс,Да,память/наследие,Архивация,"постепенные, непрерывные, индивидуальные",Общее с документалистикой
15,Куратор выставки,Да,институты,Кураторская практика,"коллективные, непрерывные, формальные",Уникально для искусства
