№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Отрезать кадр,Да,время/ритм,Непрерывность времени,"дискретные, мгновенные, индивидуальные",Уникально для монтажа
2,Собирать последовательность,Да,структура,Континуитет,"цикличные, постепенные, индивидуальные",Аналогично программированию
3,Применять match cut,Да,отношения,Согласование действий,"дискретные, мгновенные, индивидуальные",Уникально для кино
4,Использовать jump cut,Да,время/ритм,Дисконтинюитет,"дискретные, мгновенные, индивидуальные",Характерно для новой волны
5,Создать монтажную последовательность,Да,время/ритм,Теория монтажа,"постепенные, коллективные, каскадные",Уникально для монтажа
6,Вставить перебивку,Да,отношения,Перебивка,"дискретные, мгновенные, индивидуальные",Общее с документальным кино
7,Выбирать переход,Да,время/ритм,Грамматика переходов,"дискретные, непрерывные, индивидуальные",Уникально для постпродакшена
8,Регулировать темп монтажа,Да,время/ритм,Ритмический монтаж,"постепенные, непрерывные, индивидуальные",Уникально для монтажера
9,Синхронизировать звук и изображение,Да,технология/инфраструктура,Синхронный звук,"необходимые, мгновенные, технические",Общее с звукозаписью
10,Добавить split edit (L/J cut),Да,время/ритм,Split edit,"дискретные, мгновенные, творческие",Уникально для кино
11,Применять цветокоррекцию,Условно,состояние,Теория цвета,"постепенные, непрерывные, технические",Общее с фотографией
12,Использовать параллельный монтаж,Да,структура,Параллельный монтаж,"коллективные, непрерывные, каскадные",Уникально для повествования
13,Замедлить движение,Да,время/ритм,Изменение кадровой частоты,"дискретные, мгновенные, творческие",Общее с кинематографией
14,Использовать эллиптический монтаж,Да,время/ритм,Эллиптический монтаж,"дискретные, непрерывные, индивидуальные",Уникально для повествования
15,Комбинировать архивный материал,Да,память/наследие,Использование найденных кадров,"постепенные, непрерывные, индивидуальные",Общее с документалистикой
