№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Снимать 360-градусный материал,Нет,пространство,360° захват,"непрерывные, экзогенные, технические",Уникально для VR
2,Калибровать несколько камер,Да,технология/инфраструктура,Калибровка,"необходимые, технические, индивидуальные",Уникально для VR
3,Сшивать кадры,Да,структура,Сферическое сшивание,"постепенные, технические, непрерывные",Уникально для VR
4,Записывать пространственный звук,Да,технология/инфраструктура,Пространственное аудио,"постепенные, технические, непрерывные",Общее с VR и кинематографией
5,Ставить актёров для 360,Да,пространство,Блокировка VR,"коллективные, непрерывные, экспериментальные",Уникально для VR
6,Обеспечивать свободу взгляда зрителя,Да,пространство,Иммерсия и присутствие,"непрерывные, индивидуальные, экспериментальные",Уникально для VR
7,Разрабатывать интерактивный сюжет,Да,структура,Дизайн VR-повествования,"возможные, непрерывные, коллективные",Уникально для VR
8,Реализовать триггеры по взгляду,Да,поведение,Отслеживание взгляда,"постепенные, технические, непрерывные",Уникально для VR
9,Тестировать на укачивание,Да,тело/материя,Комфорт VR,"постепенные, непрерывные, индивидуальные",Уникально для VR
10,Оптимизировать освещение для 360-съемки,Да,технология/инфраструктура,Единообразие освещения,"постепенные, технические, непрерывные",Уникально для VR
11,Интегрировать компьютерные элементы,Да,содержание,Композиция VR,"постепенные, непрерывные, технические",Общее с CGI
12,Экспортировать на VR-платформу,Нет,институты,Совместимость форматов,"дискретные, формальные, технические",Уникально для VR
13,Проводить пользовательское тестирование,Да,поведение,Юзабилити,"цикличные, коллективные, непрерывные",Общее с UX
14,Управлять размером данных,Да,экономика/обмен,Сжатие данных,"постепенные, технические, непрерывные",Уникально для VR
15,Создавать 6-DOF опыт,Да,пространство,6 степеней свободы,"возможные, технические, непрерывные",Уникально для VR
