№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Исследовать тему,Да,содержание,Фактическая точность,"необходимые, непрерывные, индивидуальные",Уникально для документалистики
2,Определять повествовательный угол,Да,дискурс,Перспектива,"возможные, индивидуальные, непрерывные",Уникально для неигрового кино
3,Получать доступ и разрешения,Да,институты,Этические нормы,"необходимые, экзогенные, формальные",Уникально для документалистики
4,Проводить интервью,Да,отношения,Техника интервью,"постепенные, индивидуальные, непрерывные",Уникально для неигрового кино
5,Снимать наблюдательный материал,Нет,пространство,Cinema verité,"мгновенные, экзогенные, дискретные",Уникально для документалистики
6,Собирать архивные материалы,Да,память/наследие,Архивное исследование,"постепенные, непрерывные, экзогенные",Общее с историей
7,Проверять факты,Да,содержание,Фактчекинг,"необходимые, индивидуальные, непрерывные",Уникально для журналистики
8,Монтировать повествовательную структуру,Да,структура,Документальный монтаж,"постепенные, непрерывные, индивидуальные",Общее с монтажом
9,Добавлять закадровый текст,Да,дискурс,Экспозиционная форма,"дискретные, индивидуальные, творческие",Уникально для неигрового кино
10,Балансировать объективность и предвзятость,Да,нормы,Этичное представление,"постепенные, непрерывные, индивидуальные",Уникально для документалистики
11,Составлять звуковую среду,Да,технология/инфраструктура,Звуковой дизайн,"постепенные, непрерывные, индивидуальные",Общее с звуковым дизайном
12,Привлекать финансирование,Да,экономика/обмен,Гранты и краудфандинг,"экзогенные, дискретные, непрерывные",Общее с кинопроизводством
13,Выпускать фестивальную версию,Условно,функция,Фестивальная дистрибуция,"дискретные, цикличные, коллективные",Уникально для кино
14,Получать дистрибуцию,Нет,институты,Дистрибьюторские соглашения,"экзогенные, дискретные, формальные",Уникально для индустрии
15,Оценивать воздействие,Да,поведение,Оценка влияния,"постепенные, непрерывные, коллективные",Уникально для неигрового кино
