№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Идентификация конфликта,Да,Содержание,Ясность,Активные,Аналоги: психология (осознание проблемы)
2,Классификация конфликтов,Да,Структура,Иерархия,Активные,Аналоги: организация знаний
3,Эскалация конфликта,Нет,Состояние,Динамика,Постепенные,Аналоги: физика (рост напряжения)
4,Деэскалация конфликта,Да,Состояние,Снижение напряжения,Постепенные,Аналоги: психология (стресс-менеджмент)
5,Институционализация конфликта,Да,Структура,Регуляция,Активные,Аналоги: право
6,Персонализация конфликта,Нет,Содержание,Экспрессия,Активные,Аналоги: психология личности
7,Деперсонализация конфликта,Да,Содержание,Ясность,Активные,Аналоги: менеджмент
8,Символизация конфликта,Нет,Содержание,Экспрессия,Активные,Аналоги: культура
9,Легитимизация конфликта,Да,Содержание,Регуляция,Активные,Аналоги: юриспруденция
10,Делегитимизация конфликта,Да,Содержание,Регуляция,Активные,Аналоги: политика
11,Социализация конфликта,Да,Отношения,Социальная динамика,Активные,Аналоги: социология
12,Индивидуализация конфликта,Да,Отношения,Идентичность,Активные,Аналоги: психология
13,Структурирование конфликта,Да,Структура,Упорядоченность,Активные,Аналоги: системная теория
14,Поляризация сторон,Нет,Отношения,Дифференциация,Активные,Аналоги: физика (полюса)
15,Фрагментация конфликта,Да,Структура,Дифференциация,Активные,Аналоги: биология (дробление)
16,Консолидация сторон,Да,Отношения,Интеграция,Активные,Аналоги: социология
17,Радикализация конфликта,Нет,Состояние,Экстремизация,Постепенные,Аналоги: политика
18,Мобилизация сторон,Да,Состояние,Активизация,Активные,Аналоги: военное дело
19,Демобилизация сторон,Да,Состояние,Снижение активности,Активные,Аналоги: военное дело
20,Институциональные рамки конфликта,Да,Структура,Регуляция,Активные,Аналоги: право
21,Культурная интерпретация конфликта,Да,Содержание,Экспрессия,Активные,Аналоги: антропология
22,Историческая динамика конфликта,Нет,Содержание,Историческая динамика,Постепенные,Аналоги: история
23,Мифологизация конфликта,Нет,Содержание,Экспрессия,Активные,Аналоги: культура
24,Рационализация конфликта,Да,Содержание,Логика,Активные,Аналоги: философия
25,Эмоционализация конфликта,Нет,Содержание,Экспрессия,Активные,Аналоги: психология эмоций
26,Институциональные механизмы эскалации,Нет,Структура,Динамика,Постепенные,Аналоги: политика
27,Гибридизация конфликта,Нет,Структура,Смешение,Активные,Аналоги: культура
28,Идеологизация конфликта,Нет,Содержание,Идеология,Активные,Аналоги: политика
29,Деидеологизация конфликта,Да,Содержание,Ясность,Активные,Аналоги: менеджмент
30,Глобализация конфликта,Нет,Состояние,Интеграция,Постепенные,Аналоги: международные отношения
31,Локализация конфликта,Да,Состояние,Дифференциация,Постепенные,Аналоги: география
32,Институциональные барьеры разрешения,Нет,Структура,Регуляция,Активные,Аналоги: право
33,Конфликт как система,Да,Структура,Системность,Активные,Аналоги: системная теория
34,Теоретическое моделирование конфликта,Да,Структура,Иконичность,Активные,Аналоги: математика
35,Генезис конфликта,Нет,Содержание,Историческая динамика,Постепенные,Аналоги: биология (онтогенез)
36,Фазы конфликта,Да,Структура,Устойчивость,Постепенные,Аналоги: психология развития
37,Типология конфликтов,Да,Структура,Классификация,Активные,Аналоги: биология (виды)
38,Прогнозирование конфликта,Да,Содержание,Предсказуемость,Активные,Аналоги: экономика (прогнозы)
39,Моделирование эскалации,Да,Структура,Предсказуемость,Активные,Аналоги: информатика (симуляции)
