№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Распознавание возможности,Да,содержание,Теория предпринимательских возможностей,индивидуальные,Связано с инновациями
2,Валидация идеи,Да,состояние,Customer Development,дискретные,Связано с маркетингом
3,Разработка бизнес-плана,Да,структура,Бизнес-планирование,индивидуальные/коллективные,Аналогично стратегическому планированию
4,Разработка стратегии финансирования,Условно,экономика/обмен,Финансовая стратегия,дискретные,Связано с проектами и инновациями
5,Регистрация юридического лица,Нет,институты,Корпоративное право,дискретные,Уникальный процесс
6,Мобилизация ресурсов,Да,экономика/обмен,Теория ресурсов,индивидуальные/коллективные,Аналогично стратегическому менеджменту
7,Создание минимально жизнеспособного продукта (MVP),Условно,технология/инфраструктура,Lean Startup,дискретные,Связано с инновациями
8,Выход на рынок,Условно,пространство,Go-to-Market,дискретные,Аналогично маркетингу
9,Формирование бренда,Условно,идентичность/границы,Брендинг,постепенные,Перекликается с маркетингом
10,Привлечение клиентов,Да,отношения,Маркетинговые стратегии,дискретные/континуальные,Связано с маркетингом
11,Тестирование модели доходов,Да,экономика/обмен,Финансовое моделирование,индивидуальные/коллективные,Связано с финансовым управлением
12,Найм команды,Да,тело/материя,HR-подбор,индивидуальные/коллективные,Связано с HR
13,Пивот (смена модели),Да,структура,Lean Pivot,постепенные,Перекликается с изменениями и инновациями
14,Масштабирование бизнеса,Условно,структура,Grow Strategy,постепенные,Связано с проектами и операциями
15,Планирование выхода (exit strategy),Нет,экономика/обмен,Exit Planning,дискретные,Уникальный процесс
