№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Маркетинговое исследование,Да,содержание,Маркетинговые исследования,цикличные,Перекликается с анализом спроса
2,Сегментация рынка,Да,идентичность/границы,STP-модель,дискретные,Аналогично таргетированию
3,Выбор целевого сегмента,Да,отношения,Теория выбора рынка,индивидуальные,Связано с стратегическим позиционированием
4,Позиционирование продукта,Да,значения,УТП (уникальное торговое предложение),индивидуальные/коллективные,Аналогично брендингу
5,Разработка продукта,Условно,технология/инфраструктура,Design Thinking,постепенные,Связано с инновационным менеджментом
6,Ценообразование,Да,экономика/обмен,Price Elasticity,дискретные/континуальные,Аналогично финансовому менеджменту
7,Выбор канала распределения,Да,институты,Channel Management,индивидуальные/коллективные,Связано с операционным менеджментом
8,Планирование продвижения,Да,дискурс,Коммуникационный микс,дискретные/континуальные,Связано с PR
9,Создание контента,Да,символы,Storytelling,индивидуальные,Перекликается с видео- и медиапроизводством
10,Разработка бренда,Условно,идентичность/границы,Брендинговые стратегии,постепенные,Уникальный процесс
11,Проектирование рекламной кампании,Да,дискурс,AIDA-модель,дискретные,Аналогично продвижению
12,Вовлечение в социальных сетях,Да,отношения,SMM-стратегии,дискретные/континуальные,Перекликается с CRM
13,Управление отношениями с клиентами (CRM),Да,отношения,Customer lifecycle,индивидуальные/коллективные,Связано с предпринимательством
14,Анализ эффективности маркетинга,Да,состояние,ROI-метрики,цикличные,Аналогично стратегическому контролю
15,Адаптация стратегии на основе обратной связи,Да,поведение,Agile Marketing,постепенные,Связано с управлением изменениями
