№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Анализ индивидуального поведения,Да,поведение,Психологические модели,индивидуальные,Аналогично HR-оценке
2,Изучение групповой динамики,Да,отношения,Теория групп,коллективные,Перекликается с командным управлением
3,Разработка мотивационных стратегий,Условно,поведение,Иерархия Маслоу,постепенные,Связано с HR
4,Анализ коммуникационных паттернов,Да,дискурс,Коммуникационные модели,индивидуальные/коллективные,Перекликается с change management
5,Оценка стилей лидерства,Да,нормы,Теория лидерских стилей,индивидуальные/коллективные,Связано с поддоменом leadership
6,Разрешение конфликтов,Да,отношения,Медиативные техники,индивидуальные/коллективные,Универсальный процесс
7,Тимбилдинг,Да,отношения,Игровые методики,коллективные,Перекликается с HR
8,Оценка организационной культуры,Да,нормы,Модель Шайна,постепенные,Связано с change management
9,Измерение удовлетворенности работой,Да,состояние,Анкеты удовлетворенности,дискретные/континуальные,Аналогично обратной связи
10,Моделирование поведения при принятии решений,Да,поведение,Рациональная и ограниченно рациональная модели,индивидуальные/коллективные,Связано со стратегией
11,Организационное обучение,Условно,память/наследие,Петля обучений,постепенные,Перекликается с HR и инновациями
12,Карта власти и влияния,Да,отношения,Теория власти,дискретные,Связано с политикой организации
13,Анализ восприятия и предубеждений,Да,значения,Когнитивные искажения,индивидуальные/коллективные,Перекликается с когнитивной психологией
14,Опросы организационного климата,Да,состояние,Климатические опросы,дискретные,Связано с HR
15,Проведение интервенций поведенческих изменений,Условно,поведение,Методы организационного развития,постепенные,Связано с change management
