№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Формулирование видения,Да,значения,Visioning,индивидуальные,Перекликается со стратегией
2,Выравнивание целей,Да,функция,Goal alignment,коллективные,Связано с проектным управлением
3,Делегирование,Да,отношения,Delegation principles,индивидуальные/коллективные,Связано с HR
4,Мотивация,Условно,поведение,Motivational theories,постепенные,Перекликается с организационным поведением
5,Коучинг и наставничество,Да,поведение,Coaching models,индивидуальные,Связано с HR
6,Принятие решений,Да,функция,Decision-making models,индивидуальные/коллективные,Связано со стратегией
7,Разрешение конфликтов,Да,отношения,Conflict resolution,индивидуальные/коллективные,Связано с организационным поведением
8,Задание этических стандартов,Условно,нормы,Ethical leadership,постепенные,Связано с риск- и инновационным менеджментом
9,Расширение полномочий (эмпаурмент),Да,отношения,Empowerment,индивидуальные/коллективные,Связано с change management
10,Предоставление обратной связи,Да,поведение,Feedback models,дискретные/континуальные,Связано с HR
11,Построение отношений,Да,отношения,Social capital,постепенные,Перекликается с маркетингом (CRM)
12,Выступление в роли агента изменений,Условно,институты,Change agent theory,постепенные,Связано с управлением изменениями
13,Развитие талантов,Да,память/наследие,Talent development,постепенные,Связано с HR
14,Влияние и переговоры,Да,отношения,Negotiation strategies,индивидуальные/коллективные,Связано со стратегией и проектами
15,Саморефлексия и развитие,Да,состояние,Reflective practice,индивидуальные,Связано с организационным поведением
