№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,декодирование визуальных кодов,Да,экономика/обмен,принцип контекста,институциональные/неформальные,Аналоги
2,анализ цветовой символики,Да,тело/материя,принцип взаимосвязи,необходимые/возможные,Аналоги
3,исследование композиции,Условно,дискурс,принцип интерпретации,дискретные/континуальные,Уникальный
4,анализ формы,Да,нормы,принцип интерпретации,дискретные/континуальные,Аналоги
5,исследование иконографии,Нет,дискурс,принцип интерпретации,необходимые/возможные,Уникальный
6,анализ пропорций,Да,технология/инфраструктура,принцип взаимосвязи,эндогенные/экзогенные,Уникальный
7,выявление коннотативных значений изображения,Нет,символы,принцип кодирования,необходимые/возможные,Уникальный
8,изучение линии и фактуры,Нет,дискурс,принцип культурной релевантности,явные/латентные,Уникальный
9,анализ визуальных метафор,Условно,институты,принцип контекста,необходимые/возможные,Уникальный
10,исследование ракурсов,Да,экономика/обмен,принцип взаимосвязи,явные/латентные,Аналоги
11,анализ перспективы,Условно,экономика/обмен,принцип взаимосвязи,мгновенные/постепенные,Аналоги
12,исследование графического стиля,Условно,технология/инфраструктура,принцип кодирования,цикличные/каскадные,Уникальный
13,анализ визуальных нарративов,Условно,значения,принцип аналогии,мгновенные/постепенные,Аналоги
14,исследование знаков в дизайне,Да,идентичность/границы,принцип знака,необходимые/возможные,Уникальный
15,анализ шрифта,Да,нормы,принцип взаимосвязи,эндогенные/экзогенные,Уникальный
16,исследование инфографики,Нет,символы,принцип культурной релевантности,цикличные/каскадные,Уникальный
17,анализ движения в визуальных медиа,Да,поведение,принцип аналогии,индивидуальные/коллективные,Уникальный
18,исследование цветовых градиентов,Да,память/наследие,принцип контекста,эндогенные/экзогенные,Аналоги
19,анализ света и тени,Условно,нормы,принцип взаимосвязи,индивидуальные/коллективные,Уникальный
20,исследование символических фигур,Да,нормы,принцип семиозиса,цикличные/каскадные,Уникальный
21,анализ культурной визуальной кодировки,Нет,содержание,принцип аналогии,цикличные/каскадные,Уникальный
22,исследование рекурсивных изображений,Нет,время/ритм,принцип кодирования,индивидуальные/коллективные,Аналоги
23,анализ меметических изображений,Да,состояние,принцип знака,институциональные/неформальные,Аналоги
24,исследование эмодзи как визуальных знаков,Условно,технология/инфраструктура,принцип знака,дискретные/континуальные,Уникальный
25,анализ сюрреалистических образов,Условно,время/ритм,принцип интерпретации,явные/латентные,Аналоги
26,исследование композиционных клише,Нет,пространство,принцип аналогии,необходимые/возможные,Аналоги
27,анализ визуальных знаков в моде,Условно,символы,принцип аналогии,эндогенные/экзогенные,Аналоги
28,исследование пиктограмм,Да,функция,принцип аналогии,индивидуальные/коллективные,Аналоги
29,анализ комиксов,Условно,пространство,принцип знака,цикличные/каскадные,Уникальный
30,исследование схем и диаграмм,Да,поведение,принцип обратной связи,явные/латентные,Уникальный
31,анализ интерфейсных иконок,Да,тело/материя,принцип кодирования,мгновенные/постепенные,Аналоги
32,исследование логотипов,Да,функция,принцип обратной связи,необходимые/возможные,Аналоги
33,анализ визуального символизма,Условно,функция,принцип знака,индивидуальные/коллективные,Уникальный
34,исследование кинематографических кадров,Нет,идентичность/границы,принцип контекста,мгновенные/постепенные,Аналоги
35,анализ фотографий,Да,экономика/обмен,принцип знака,цикличные/каскадные,Аналоги
36,исследование иллюстраций,Условно,функция,принцип семиозиса,индивидуальные/коллективные,Аналоги
37,анализ украшений и орнаментов,Нет,дискурс,принцип кодирования,необходимые/возможные,Аналоги
38,исследование жестовой коммуникации,Условно,пространство,принцип культурной релевантности,необходимые/возможные,Аналоги
39,анализ позы и фигуры,Условно,символы,принцип обратной связи,дискретные/континуальные,Аналоги
40,исследование пространственных отношений,Условно,функция,принцип знака,цикличные/каскадные,Аналоги
41,анализ визуального шума,Нет,структура,принцип знака,институциональные/неформальные,Уникальный
42,исследование символики гербов,Да,дискурс,принцип кодирования,индивидуальные/коллективные,Аналоги
43,анализ эмблем,Нет,отношения,принцип знака,явные/латентные,Уникальный
