№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,исследование сенсомоторного основания,Да,технология/инфраструктура,принцип кодирования,явные/латентные,Аналоги
2,моделирование embodied semantics,Да,институты,принцип культурной релевантности,индивидуальные/коллективные,Аналоги
3,концептуальное смешение,Да,функция,принцип обратной связи,явные/латентные,Уникальный
4,схематизация опыта,Условно,память/наследие,принцип взаимосвязи,эндогенные/экзогенные,Аналоги
5,анализ концептуальной метафоры,Условно,пространство,принцип семиозиса,институциональные/неформальные,Уникальный
6,определение прототипов,Условно,содержание,принцип дискурсивности,индивидуальные/коллективные,Уникальный
7,выявление категориальных границ,Нет,нормы,принцип знака,явные/латентные,Аналоги
8,исследование символизации,Да,отношения,принцип аналогии,явные/латентные,Уникальный
9,изучение относительной значимости,Нет,значения,принцип аналогии,явные/латентные,Уникальный
10,экспериментальное исследование перцепции,Нет,память/наследие,принцип кодирования,эндогенные/экзогенные,Уникальный
11,сравнение когнитивных кодов,Да,технология/инфраструктура,принцип аналогии,институциональные/неформальные,Уникальный
12,моделирование ментальных образов,Нет,тело/материя,принцип кодирования,дискретные/континуальные,Аналоги
13,изучение временных факторов,Нет,нормы,принцип контекста,индивидуальные/коллективные,Аналоги
14,анализ внимания,Условно,память/наследие,принцип кодирования,эндогенные/экзогенные,Уникальный
15,исследование роли рабочей памяти,Да,тело/материя,принцип дискурсивности,эндогенные/экзогенные,Аналоги
16,выявление когнитивных механизмов семиозиса,Да,экономика/обмен,принцип дискурсивности,дискретные/континуальные,Аналоги
17,анализ нейросемантических данных,Нет,символы,принцип обратной связи,явные/латентные,Аналоги
18,построение концептуальных карт,Нет,идентичность/границы,принцип кодирования,цикличные/каскадные,Аналоги
19,выявление ассоциативных цепей,Условно,идентичность/границы,принцип взаимосвязи,индивидуальные/коллективные,Аналоги
20,анализ когнитивного диссонанса,Условно,состояние,принцип взаимосвязи,институциональные/неформальные,Уникальный
21,исследование перспективности,Да,тело/материя,принцип обратной связи,дискретные/континуальные,Уникальный
22,выявление значения контекстов,Нет,время/ритм,принцип аналогии,явные/латентные,Уникальный
23,моделирование интенциональности,Нет,дискурс,принцип контекста,мгновенные/постепенные,Аналоги
24,определение прагматических выводов,Условно,значения,принцип контекста,индивидуальные/коллективные,Уникальный
25,изучение детских семиотических стратегий,Да,тело/материя,принцип аналогии,цикличные/каскадные,Уникальный
26,анализ социального познания,Условно,отношения,принцип кодирования,институциональные/неформальные,Аналоги
27,перевод когнитивных схем в знаки,Нет,институты,принцип дискурсивности,эндогенные/экзогенные,Аналоги
28,исследование модальности,Нет,дискурс,принцип кодирования,явные/латентные,Аналоги
29,анализ сенсорных модальностей,Условно,нормы,принцип семиозиса,дискретные/континуальные,Уникальный
30,выявление биолингвистических связей,Нет,дискурс,принцип аналогии,индивидуальные/коллективные,Аналоги
31,исследование кросс-культурных концептов,Да,значения,принцип обратной связи,эндогенные/экзогенные,Уникальный
32,анализ когнитивного мэппинга,Да,пространство,принцип знака,эндогенные/экзогенные,Уникальный
33,формирование метапознания,Нет,символы,принцип аналогии,мгновенные/постепенные,Уникальный
34,идентификация фреймов,Да,пространство,принцип интерпретации,эндогенные/экзогенные,Уникальный
35,исследование интуиции,Нет,технология/инфраструктура,принцип взаимосвязи,эндогенные/экзогенные,Уникальный
36,моделирование интерпретативной динамики,Условно,символы,принцип культурной релевантности,институциональные/неформальные,Уникальный
37,анализ памяти и забывания,Условно,время/ритм,принцип культурной релевантности,индивидуальные/коллективные,Аналоги
38,изучение эволюции когнитивных знаков,Условно,значения,принцип кодирования,явные/латентные,Уникальный
39,анализ умозаключений,Да,отношения,принцип интерпретации,институциональные/неформальные,Аналоги
40,выявление когнитивных стратегий,Нет,тело/материя,принцип взаимосвязи,цикличные/каскадные,Аналоги
41,исследование эмоций в семиозисе,Условно,отношения,принцип кодирования,цикличные/каскадные,Уникальный
42,анализ культурных моделей,Условно,пространство,принцип интерпретации,мгновенные/постепенные,Аналоги
43,формирование ментальных сценариев,Нет,пространство,принцип обратной связи,эндогенные/экзогенные,Аналоги
44,исследование внимания,Да,дискурс,принцип знака,индивидуальные/коллективные,Уникальный
45,анализ языкового мышления,Нет,символы,принцип обратной связи,эндогенные/экзогенные,Уникальный
46,моделирование восприятия символов,Нет,состояние,принцип культурной релевантности,явные/латентные,Уникальный
47,исследование когнитивной лингвистики,Да,состояние,принцип семиозиса,необходимые/возможные,Уникальный
48,анализ экспериментальных данных,Да,содержание,принцип аналогии,индивидуальные/коллективные,Уникальный
