№,Процесс,Обратимость,Объект изменения,Принцип,Режимы реализации,Уникальность/Аналоги
1,Идентификация проблемы,Условно,поведение,принцип гомеостаза,явные/латентные,Уникально
2,Определение границ модели,Да,поведение,принцип эквифинальности,необходимые/возможные,Уникально
3,Выявление запасов (stocks),Нет,поведение,принцип адаптации,мгновенные/постепенные,Уникально
4,Выявление потоков (flows),Условно,поведение,закон сохранения энергии,дискретные/континуальные,Уникально
5,Выявление обратных связей,Да,поведение,принцип избыточности,индивидуальные/коллективные,Уникально
6,Создание причинно-петлевых диаграмм,Нет,поведение,принцип информационной энтропии,эндогенные/экзогенные,Уникально
7,Перевод CLD в диаграмму запасов и потоков,Условно,поведение,принцип минимальной сложности,институциональные/неформальные,Уникально
8,Определение уравнений потоков,Да,поведение,принцип оптимизации,циклические/каскадные,Уникально
9,Определение задержек,Нет,поведение,принцип цикличности,явные/латентные,Уникально
10,Определение нелинейных функций,Условно,поведение,принцип управляемости,необходимые/возможные,Уникально
11,Задание начальных условий,Да,поведение,эвристика экспертного суждения,мгновенные/постепенные,Уникально
12,Выбор временного шага,Нет,поведение,эвристика как сверху так и снизу,дискретные/континуальные,Уникально
13,Идентификация параметров,Условно,поведение,принцип разнообразия,индивидуальные/коллективные,Уникально
14,Калибровка параметров,Да,поведение,принцип связи всего со всем,эндогенные/экзогенные,Уникально
15,Разработка сценариев,Нет,поведение,принцип устойчивости,институциональные/неформальные,Уникально
16,Выполнение моделирования,Условно,поведение,принцип соответствия,циклические/каскадные,Уникально
17,Визуализация динамики,Да,поведение,принцип междисциплинарности,явные/латентные,Уникально
18,Проверка чувствительности,Нет,поведение,принцип обратного влияния,необходимые/возможные,Уникально
19,Проверка устойчивости модели,Условно,поведение,принцип адаптивных циклов,мгновенные/постепенные,Уникально
20,Анализ результата,Да,поведение,принцип резонанса,дискретные/континуальные,Уникально
21,Валидация модели,Нет,поведение,принцип целостности,индивидуальные/коллективные,Уникально
22,Версия модели,Условно,поведение,принцип обратной связи,эндогенные/экзогенные,Уникально
23,Обнаружение динамических архетипов,Да,поведение,принцип самоорганизации,институциональные/неформальные,Уникально
24,Поиск точек рычага,Нет,поведение,принцип гомеостаза,циклические/каскадные,Уникально
25,Формулирование политик,Условно,поведение,принцип эквифинальности,явные/латентные,Уникально
26,Оценка вариантов политики,Да,поведение,принцип адаптации,необходимые/возможные,Уникально
27,Моделирование с множественными петлями,Нет,поведение,закон сохранения энергии,мгновенные/постепенные,Уникально
28,Инкрементальная разработка модели,Условно,поведение,принцип избыточности,дискретные/континуальные,Уникально
29,Конвертация дискретных/непрерывных элементов,Да,поведение,принцип информационной энтропии,индивидуальные/коллективные,Уникально
30,Представление таблиц функций,Нет,поведение,принцип минимальной сложности,эндогенные/экзогенные,Уникально
31,Агрегирование переменных,Условно,поведение,принцип оптимизации,институциональные/неформальные,Уникально
32,Декомпозиция модели,Да,поведение,принцип цикличности,циклические/каскадные,Уникально
33,Использование пакетных симуляторов,Нет,поведение,принцип управляемости,явные/латентные,Уникально
34,Многопериодный анализ,Условно,поведение,эвристика экспертного суждения,необходимые/возможные,Уникально
35,Прогнозирование поведения,Да,поведение,эвристика как сверху так и снизу,мгновенные/постепенные,Уникально
36,Визуализация фазовых траекторий,Нет,поведение,принцип разнообразия,дискретные/континуальные,Уникально
37,Использование оптимизации,Условно,поведение,принцип связи всего со всем,индивидуальные/коллективные,Уникально
38,Программирование генерации отчётов,Да,поведение,принцип устойчивости,эндогенные/экзогенные,Уникально
39,Анализ предельного поведения,Нет,поведение,принцип соответствия,институциональные/неформальные,Уникально
40,Совместное моделирование с экспертами,Условно,поведение,принцип междисциплинарности,циклические/каскадные,Уникально
41,Документация модели,Да,поведение,принцип обратного влияния,явные/латентные,Уникально
42,Обновление модели при новых данных,Нет,поведение,принцип адаптивных циклов,необходимые/возможные,Уникально
43,Учет неопределенности,Условно,поведение,принцип резонанса,мгновенные/постепенные,Уникально
44,Монте-Карло моделирование,Да,поведение,принцип целостности,дискретные/континуальные,Уникально
45,Учет сезонности,Нет,поведение,принцип обратной связи,индивидуальные/коллективные,Уникально
46,Проверка размерности переменных,Условно,поведение,принцип самоорганизации,эндогенные/экзогенные,Уникально
47,Синхронизация временных рядов,Да,поведение,принцип гомеостаза,институциональные/неформальные,Уникально
48,Построение интерфейса модели,Нет,поведение,принцип эквифинальности,циклические/каскадные,Уникально
49,Адаптация модели под разные регионы,Условно,поведение,принцип адаптации,явные/латентные,Уникально
50,Обучение пользователей модели,Да,поведение,закон сохранения энергии,необходимые/возможные,Уникально
